CATIMA dE/dx table for genfit  (A=3 Z=1 in matA=2)
density 6.61e-05 g/cm3 = 0.0661 mg/cm3
Energy Unit  dEdx_elec  dEdx_nucl  Range Unit  lonStra Unit  latStra Unit
1.86498 MeV 0.488952 0 361.198 mm 2.92369 mm 0 mm
1.89227 MeV 0.483497 0 369.644 mm 2.99422 mm 0 mm
1.91995 MeV 0.478103 0 378.31 mm 3.06654 mm 0 mm
1.94804 MeV 0.47277 0 387.202 mm 3.14067 mm 0 mm
1.97654 MeV 0.467498 0 396.326 mm 3.21667 mm 0 mm
2.00545 MeV 0.462285 0 405.688 mm 3.29458 mm 0 mm
2.03479 MeV 0.457132 0 415.294 mm 3.37444 mm 0 mm
2.06456 MeV 0.452038 0 425.15 mm 3.4563 mm 0 mm
2.09476 MeV 0.447001 0 435.263 mm 3.5402 mm 0 mm
2.12541 MeV 0.442022 0 445.639 mm 3.6262 mm 0 mm
2.1565 MeV 0.4371 0 456.286 mm 3.71434 mm 0 mm
2.18805 MeV 0.432232 0 467.21 mm 3.80467 mm 0 mm
2.22006 MeV 0.427422 0 478.419 mm 3.89725 mm 0 mm
2.25254 MeV 0.422664 0 489.92 mm 3.99213 mm 0 mm
2.28549 MeV 0.417962 0 501.721 mm 4.08935 mm 0 mm
2.31892 MeV 0.413313 0 513.829 mm 4.18898 mm 0 mm
2.35285 MeV 0.408715 0 526.252 mm 4.29107 mm 0 mm
2.38727 MeV 0.404171 0 538.998 mm 4.39569 mm 0 mm
2.42219 MeV 0.399677 0 552.077 mm 4.50288 mm 0 mm
2.45763 MeV 0.395235 0 565.496 mm 4.61272 mm 0 mm
2.49358 MeV 0.390842 0 579.264 mm 4.72526 mm 0 mm
2.53006 MeV 0.386498 0 593.391 mm 4.84057 mm 0 mm
2.56708 MeV 0.382204 0 607.886 mm 4.95871 mm 0 mm
2.60463 MeV 0.377958 0 622.757 mm 5.07975 mm 0 mm
2.64273 MeV 0.373758 0 638.016 mm 5.20377 mm 0 mm
2.6814 MeV 0.369607 0 653.672 mm 5.33083 mm 0 mm
2.72062 MeV 0.3655 0 669.736 mm 5.461 mm 0 mm
2.76042 MeV 0.361441 0 686.218 mm 5.59436 mm 0 mm
2.80081 MeV 0.357426 0 703.128 mm 5.73099 mm 0 mm
2.84178 MeV 0.353455 0 720.479 mm 5.87096 mm 0 mm
2.88336 MeV 0.349529 0 738.281 mm 6.01437 mm 0 mm
2.92554 MeV 0.345646 0 756.547 mm 6.16127 mm 0 mm
2.96834 MeV 0.341805 0 775.288 mm 6.31176 mm 0 mm
3.01176 MeV 0.338007 0 794.517 mm 6.46591 mm 0 mm
3.05582 MeV 0.334251 0 814.246 mm 6.62379 mm 0 mm
3.10053 MeV 0.330536 0 834.489 mm 6.78548 mm 0 mm
3.14588 MeV 0.326862 0 855.259 mm 6.9511 mm 0 mm
3.19191 MeV 0.323227 0 876.57 mm 7.12078 mm 0 mm
3.2386 MeV 0.319632 0 898.436 mm 7.29461 mm 0 mm
3.28598 MeV 0.316077 0 920.871 mm 7.47269 mm 0 mm
3.33405 MeV 0.31256 0 943.891 mm 7.65513 mm 0 mm
3.38283 MeV 0.309081 0 967.51 mm 7.84202 mm 0 mm
3.43232 MeV 0.30564 0 991.744 mm 8.03349 mm 0 mm
3.48253 MeV 0.302236 0 1016.61 mm 8.22964 mm 0 mm
3.53348 MeV 0.29887 0 1042.12 mm 8.43058 mm 0 mm
3.58517 MeV 0.295538 0 1068.3 mm 8.63645 mm 0 mm
3.63762 MeV 0.292244 0 1095.16 mm 8.84735 mm 0 mm
3.69083 MeV 0.288985 0 1122.73 mm 9.06341 mm 0 mm
3.74483 MeV 0.28576 0 1151.01 mm 9.28477 mm 0 mm
3.79961 MeV 0.28257 0 1180.02 mm 9.51154 mm 0 mm
3.8552 MeV 0.279414 0 1209.8 mm 9.74388 mm 0 mm
3.9116 MeV 0.276292 0 1240.35 mm 9.98191 mm 0 mm
3.96882 MeV 0.273204 0 1271.7 mm 10.2258 mm 0 mm
4.02688 MeV 0.270148 0 1303.86 mm 10.4756 mm 0 mm
4.08579 MeV 0.267126 0 1336.87 mm 10.7316 mm 0 mm
4.14557 MeV 0.264135 0 1370.74 mm 10.9939 mm 0 mm
4.20621 MeV 0.261176 0 1405.49 mm 11.2626 mm 0 mm
4.26775 MeV 0.258249 0 1441.16 mm 11.5379 mm 0 mm
4.33018 MeV 0.255352 0 1477.75 mm 11.82 mm 0 mm
4.39353 MeV 0.252487 0 1515.3 mm 12.109 mm 0 mm
4.45781 MeV 0.249652 0 1553.83 mm 12.4052 mm 0 mm
4.52302 MeV 0.246847 0 1593.37 mm 12.7086 mm 0 mm
4.58919 MeV 0.244072 0 1633.95 mm 13.0196 mm 0 mm
4.65633 MeV 0.241326 0 1675.58 mm 13.3382 mm 0 mm
4.72445 MeV 0.238609 0 1718.31 mm 13.6646 mm 0 mm
4.79356 MeV 0.235921 0 1762.15 mm 13.9992 mm 0 mm
4.86369 MeV 0.233262 0 1807.15 mm 14.342 mm 0 mm
4.93484 MeV 0.230631 0 1853.32 mm 14.6932 mm 0 mm
5.00703 MeV 0.228028 0 1900.7 mm 15.0532 mm 0 mm
5.08028 MeV 0.225451 0 1949.32 mm 15.4221 mm 0 mm
5.1546 MeV 0.222903 0 1999.22 mm 15.8001 mm 0 mm
5.23001 MeV 0.220381 0 2050.43 mm 16.1875 mm 0 mm
5.30653 MeV 0.217887 0 2102.98 mm 16.5845 mm 0 mm
5.38416 MeV 0.215418 0 2156.92 mm 16.9914 mm 0 mm
5.46292 MeV 0.212976 0 2212.27 mm 17.4083 mm 0 mm
5.54284 MeV 0.21056 0 2269.07 mm 17.8357 mm 0 mm
5.62393 MeV 0.208169 0 2327.36 mm 18.2736 mm 0 mm
5.70621 MeV 0.205803 0 2387.19 mm 18.7225 mm 0 mm
5.78968 MeV 0.203463 0 2448.59 mm 19.1826 mm 0 mm
5.87438 MeV 0.201147 0 2511.61 mm 19.6541 mm 0 mm
5.96032 MeV 0.198856 0 2576.28 mm 20.1374 mm 0 mm
6.04752 MeV 0.19659 0 2642.66 mm 20.6328 mm 0 mm
6.13599 MeV 0.194347 0 2710.78 mm 21.1405 mm 0 mm
6.22575 MeV 0.192128 0 2780.7 mm 21.661 mm 0 mm
6.31683 MeV 0.189933 0 2852.46 mm 22.1944 mm 0 mm
6.40924 MeV 0.187761 0 2926.11 mm 22.7413 mm 0 mm
6.50301 MeV 0.185612 0 3001.71 mm 23.3018 mm 0 mm
6.59814 MeV 0.183486 0 3079.3 mm 23.8764 mm 0 mm
6.69467 MeV 0.181383 0 3158.94 mm 24.4654 mm 0 mm
6.79261 MeV 0.179303 0 3240.68 mm 25.0692 mm 0 mm
6.89198 MeV 0.177244 0 3324.57 mm 25.6881 mm 0 mm
6.99281 MeV 0.175207 0 3410.69 mm 26.3226 mm 0 mm
7.09511 MeV 0.173193 0 3499.08 mm 26.9732 mm 0 mm
7.1989 MeV 0.171199 0 3589.81 mm 27.64 mm 0 mm
7.30422 MeV 0.169228 0 3682.93 mm 28.3237 mm 0 mm
7.41107 MeV 0.167277 0 3778.52 mm 29.0246 mm 0 mm
7.51949 MeV 0.165347 0 3876.64 mm 29.7432 mm 0 mm
7.6295 MeV 0.163438 0 3977.36 mm 30.48 mm 0 mm
7.74111 MeV 0.161549 0 4080.75 mm 31.2354 mm 0 mm
7.85436 MeV 0.159681 0 4186.87 mm 32.0098 mm 0 mm
7.96927 MeV 0.157833 0 4295.81 mm 32.8039 mm 0 mm
8.08585 MeV 0.156004 0 4407.64 mm 33.6181 mm 0 mm
8.20414 MeV 0.154196 0 4522.43 mm 34.4529 mm 0 mm
8.32416 MeV 0.152407 0 4640.27 mm 35.3089 mm 0 mm
8.44594 MeV 0.150637 0 4761.24 mm 36.1865 mm 0 mm
8.5695 MeV 0.148887 0 4885.42 mm 37.0865 mm 0 mm
8.69487 MeV 0.147155 0 5012.89 mm 38.0093 mm 0 mm
8.82207 MeV 0.145442 0 5143.76 mm 38.9556 mm 0 mm
8.95113 MeV 0.143748 0 5278.1 mm 39.926 mm 0 mm
9.08208 MeV 0.142072 0 5416.02 mm 40.921 mm 0 mm
9.21494 MeV 0.140414 0 5557.61 mm 41.9414 mm 0 mm
9.34975 MeV 0.138775 0 5702.96 mm 42.9878 mm 0 mm
9.48653 MeV 0.137153 0 5852.18 mm 44.0608 mm 0 mm
9.62531 MeV 0.135549 0 6005.38 mm 45.1613 mm 0 mm
9.76613 MeV 0.133962 0 6162.66 mm 46.2898 mm 0 mm
9.909 MeV 0.132393 0 6324.13 mm 47.4472 mm 0 mm
10.054 MeV 0.130841 0 6489.91 mm 48.6342 mm 0 mm
10.201 MeV 0.129306 0 6660.1 mm 49.8515 mm 0 mm
10.3503 MeV 0.127788 0 6834.84 mm 51.1 mm 0 mm
10.5017 MeV 0.126287 0 7014.24 mm 52.3804 mm 0 mm
10.6553 MeV 0.124802 0 7198.43 mm 53.6936 mm 0 mm
10.8112 MeV 0.123333 0 7387.54 mm 55.0405 mm 0 mm
10.9694 MeV 0.121881 0 7581.7 mm 56.422 mm 0 mm
11.1298 MeV 0.120444 0 7781.05 mm 57.8389 mm 0 mm
11.2927 MeV 0.119024 0 7985.73 mm 59.2922 mm 0 mm
11.4579 MeV 0.117619 0 8195.88 mm 60.7828 mm 0 mm
11.6255 MeV 0.11623 0 8411.66 mm 62.3118 mm 0 mm
11.7956 MeV 0.114856 0 8633.21 mm 63.8801 mm 0 mm
11.9681 MeV 0.113497 0 8860.69 mm 65.4887 mm 0 mm
12.1432 MeV 0.112154 0 9094.26 mm 67.1388 mm 0 mm
12.3209 MeV 0.110825 0 9334.09 mm 68.8313 mm 0 mm
12.5011 MeV 0.109511 0 9580.35 mm 70.5676 mm 0 mm
12.684 MeV 0.108212 0 9833.2 mm 72.3486 mm 0 mm
12.8696 MeV 0.106927 0 10092.8 mm 74.1755 mm 0 mm
13.0578 MeV 0.105657 0 10359.4 mm 76.0496 mm 0 mm
13.2489 MeV 0.104401 0 10633.2 mm 77.9721 mm 0 mm
13.4427 MeV 0.103159 0 10914.3 mm 79.9443 mm 0 mm
13.6393 MeV 0.101931 0 11203 mm 81.9676 mm 0 mm
13.8389 MeV 0.100716 0 11499.4 mm 84.0431 mm 0 mm
14.0413 MeV 0.0995153 0 11803.7 mm 86.1724 mm 0 mm
14.2467 MeV 0.0983279 0 12116.3 mm 88.3568 mm 0 mm
14.4552 MeV 0.0971541 0 12437.2 mm 90.5978 mm 0 mm
14.6666 MeV 0.0959935 0 12766.8 mm 92.8969 mm 0 mm
14.8812 MeV 0.0948458 0 13105.3 mm 95.2556 mm 0 mm
15.0989 MeV 0.0937113 0 13452.8 mm 97.6755 mm 0 mm
15.3198 MeV 0.0925895 0 13809.7 mm 100.158 mm 0 mm
15.5439 MeV 0.0914803 0 14176.3 mm 102.705 mm 0 mm
15.7713 MeV 0.0903838 0 14552.7 mm 105.319 mm 0 mm
16.002 MeV 0.0892996 0 14939.2 mm 108 mm 0 mm
16.2361 MeV 0.0882279 0 15336.2 mm 110.751 mm 0 mm
16.4737 MeV 0.0871683 0 15743.8 mm 113.574 mm 0 mm
16.7147 MeV 0.0861206 0 16162.5 mm 116.47 mm 0 mm
16.9592 MeV 0.0850851 0 16592.4 mm 119.442 mm 0 mm
17.2073 MeV 0.0840611 0 17034 mm 122.491 mm 0 mm
17.459 MeV 0.083049 0 17487.4 mm 125.619 mm 0 mm
17.7144 MeV 0.0820485 0 17953.1 mm 128.829 mm 0 mm
17.9736 MeV 0.0810592 0 18431.4 mm 132.123 mm 0 mm
18.2365 MeV 0.0800814 0 18922.6 mm 135.503 mm 0 mm
18.5033 MeV 0.0791148 0 19427.1 mm 138.971 mm 0 mm
18.774 MeV 0.0781592 0 19945.2 mm 142.529 mm 0 mm
19.0486 MeV 0.0772147 0 20477.3 mm 146.181 mm 0 mm
19.3273 MeV 0.0762808 0 21023.8 mm 149.928 mm 0 mm
19.6101 MeV 0.0753579 0 21585.1 mm 153.773 mm 0 mm
19.8969 MeV 0.0744456 0 22161.6 mm 157.719 mm 0 mm
20.188 MeV 0.0735436 0 22753.7 mm 161.768 mm 0 mm
20.4834 MeV 0.0726522 0 23361.8 mm 165.923 mm 0 mm
20.783 MeV 0.0717711 0 23986.4 mm 170.187 mm 0 mm
21.0871 MeV 0.0709 0 24628 mm 174.563 mm 0 mm
21.3956 MeV 0.0700391 0 25286.8 mm 179.053 mm 0 mm
21.7086 MeV 0.0691881 0 25963.6 mm 183.661 mm 0 mm
22.0261 MeV 0.0683471 0 26658.7 mm 188.39 mm 0 mm
22.3484 MeV 0.0675158 0 27372.7 mm 193.244 mm 0 mm
22.6753 MeV 0.066694 0 28106 mm 198.224 mm 0 mm
23.007 MeV 0.0658819 0 28859.2 mm 203.336 mm 0 mm
23.3436 MeV 0.0650793 0 29632.9 mm 208.582 mm 0 mm
23.6851 MeV 0.0642859 0 30427.5 mm 213.966 mm 0 mm
24.0316 MeV 0.0635018 0 31243.8 mm 219.492 mm 0 mm
24.3832 MeV 0.0627268 0 32082.2 mm 225.163 mm 0 mm
24.7399 MeV 0.0619609 0 32943.4 mm 230.983 mm 0 mm
25.1018 MeV 0.0612039 0 33828 mm 236.956 mm 0 mm
25.4691 MeV 0.0604558 0 34736.6 mm 243.087 mm 0 mm
25.8417 MeV 0.0597164 0 35670 mm 249.38 mm 0 mm
26.2197 MeV 0.0589857 0 36628.7 mm 255.838 mm 0 mm
26.6033 MeV 0.0582635 0 37613.5 mm 262.467 mm 0 mm
26.9925 MeV 0.0575499 0 38625.1 mm 269.271 mm 0 mm
27.3873 MeV 0.0568446 0 39664.2 mm 276.254 mm 0 mm
27.788 MeV 0.0561476 0 40731.7 mm 283.422 mm 0 mm
28.1945 MeV 0.0554586 0 41828.1 mm 290.779 mm 0 mm
28.607 MeV 0.0547775 0 42954.5 mm 298.33 mm 0 mm
29.0255 MeV 0.0541052 0 44111.5 mm 306.081 mm 0 mm
29.4501 MeV 0.0534416 0 45300.1 mm 314.037 mm 0 mm
29.881 MeV 0.0527842 0 46521 mm 322.203 mm 0 mm
30.3181 MeV 0.0521299 0 47775.3 mm 330.586 mm 0 mm
30.7616 MeV 0.0514792 0 49063.9 mm 339.195 mm 0 mm
31.2117 MeV 0.0508353 0 50388 mm 348.037 mm 0 mm
31.6683 MeV 0.0501992 0 51748.4 mm 357.119 mm 0 mm
32.1316 MeV 0.0495709 0 53146.3 mm 366.446 mm 0 mm
32.6016 MeV 0.0489501 0 54582.5 mm 376.025 mm 0 mm
33.0786 MeV 0.0483367 0 56058.3 mm 385.864 mm 0 mm
33.5625 MeV 0.0477308 0 57574.7 mm 395.968 mm 0 mm
34.0535 MeV 0.0471322 0 59132.8 mm 406.346 mm 0 mm
34.5517 MeV 0.0465408 0 60733.7 mm 417.005 mm 0 mm
35.0571 MeV 0.0459567 0 62378.7 mm 427.952 mm 0 mm
35.57 MeV 0.0453796 0 64069.1 mm 439.195 mm 0 mm
36.0904 MeV 0.0448095 0 65805.9 mm 450.743 mm 0 mm
36.6183 MeV 0.0442465 0 67590.6 mm 462.602 mm 0 mm
37.154 MeV 0.0436902 0 69424.4 mm 474.783 mm 0 mm
37.6976 MeV 0.0431408 0 71308.8 mm 487.292 mm 0 mm
38.2491 MeV 0.0425982 0 73245.1 mm 500.14 mm 0 mm
38.8086 MeV 0.0420621 0 75234.7 mm 513.335 mm 0 mm
39.3764 MeV 0.0415327 0 77279.2 mm 526.887 mm 0 mm
39.9524 MeV 0.0410098 0 79380.1 mm 540.805 mm 0 mm
40.5369 MeV 0.0404934 0 81538.8 mm 555.099 mm 0 mm
41.1299 MeV 0.0399833 0 83757.1 mm 569.78 mm 0 mm
41.7316 MeV 0.0394795 0 86036.5 mm 584.858 mm 0 mm
42.3421 MeV 0.0389821 0 88378.8 mm 600.342 mm 0 mm
42.9616 MeV 0.0384908 0 90785.7 mm 616.245 mm 0 mm
43.5901 MeV 0.0380056 0 93259 mm 632.578 mm 0 mm
44.2278 MeV 0.0375265 0 95800.5 mm 649.351 mm 0 mm
44.8748 MeV 0.0370534 0 98412.1 mm 666.578 mm 0 mm
45.5313 MeV 0.0365861 0 101096 mm 684.269 mm 0 mm
46.1974 MeV 0.0361248 0 103853 mm 702.439 mm 0 mm
46.8732 MeV 0.0356692 0 106687 mm 721.098 mm 0 mm
47.559 MeV 0.0352194 0 109599 mm 740.261 mm 0 mm
48.2547 MeV 0.0347753 0 112591 mm 759.94 mm 0 mm
48.9607 MeV 0.0343368 0 115666 mm 780.15 mm 0 mm
49.6769 MeV 0.0339039 0 118826 mm 800.905 mm 0 mm
50.4037 MeV 0.0334765 0 122073 mm 822.22 mm 0 mm
51.141 MeV 0.0330545 0 125409 mm 844.108 mm 0 mm
51.8892 MeV 0.0326379 0 128837 mm 866.585 mm 0 mm
52.6483 MeV 0.0322266 0 132360 mm 889.668 mm 0 mm
53.4185 MeV 0.0318207 0 135980 mm 913.371 mm 0 mm
54.2 MeV 0.03142 0 139700 mm 937.712 mm 0 mm
54.9929 MeV 0.0310244 0 143523 mm 962.707 mm 0 mm
55.7974 MeV 0.0306339 0 147451 mm 988.374 mm 0 mm
56.6137 MeV 0.0302485 0 151487 mm 1014.73 mm 0 mm
57.4419 MeV 0.0298681 0 155634 mm 1041.79 mm 0 mm
58.2823 MeV 0.0294927 0 159895 mm 1069.58 mm 0 mm
59.1349 MeV 0.0291221 0 164274 mm 1098.11 mm 0 mm
60 MeV 0.0287565 0 168774 mm 1127.41 mm 0 mm
