CATIMA dE/dx table for genfit  (A=1 Z=1 in matA=2.014)
density 6.61e-05 g/cm3 = 0.0661 mg/cm3
Energy Unit  dEdx_elec  dEdx_nucl  Range Unit  lonStra Unit  latStra Unit
1.97654 MeV 0.198687 0 853.079 mm 11.5564 mm 0 mm
2.00545 MeV 0.196424 0 875.051 mm 11.8407 mm 0 mm
2.03479 MeV 0.194184 0 897.602 mm 12.132 mm 0 mm
2.06456 MeV 0.191968 0 920.746 mm 12.4306 mm 0 mm
2.09476 MeV 0.189776 0 944.501 mm 12.7366 mm 0 mm
2.12541 MeV 0.187606 0 968.881 mm 13.0504 mm 0 mm
2.1565 MeV 0.18546 0 993.904 mm 13.372 mm 0 mm
2.18805 MeV 0.183337 0 1019.59 mm 13.7016 mm 0 mm
2.22006 MeV 0.181237 0 1045.95 mm 14.0395 mm 0 mm
2.25254 MeV 0.179158 0 1073 mm 14.386 mm 0 mm
2.28549 MeV 0.177102 0 1100.77 mm 14.7411 mm 0 mm
2.31892 MeV 0.175068 0 1129.28 mm 15.1051 mm 0 mm
2.35285 MeV 0.173056 0 1158.54 mm 15.4783 mm 0 mm
2.38727 MeV 0.171065 0 1188.57 mm 15.8609 mm 0 mm
2.42219 MeV 0.169096 0 1219.39 mm 16.2531 mm 0 mm
2.45763 MeV 0.167148 0 1251.03 mm 16.6552 mm 0 mm
2.49358 MeV 0.16522 0 1283.51 mm 17.0675 mm 0 mm
2.53006 MeV 0.163313 0 1316.85 mm 17.4901 mm 0 mm
2.56708 MeV 0.161427 0 1351.07 mm 17.9235 mm 0 mm
2.60463 MeV 0.159561 0 1386.19 mm 18.3677 mm 0 mm
2.64273 MeV 0.157715 0 1422.25 mm 18.8233 mm 0 mm
2.6814 MeV 0.155888 0 1459.26 mm 19.2903 mm 0 mm
2.72062 MeV 0.154082 0 1497.26 mm 19.7692 mm 0 mm
2.76042 MeV 0.152295 0 1536.26 mm 20.2602 mm 0 mm
2.80081 MeV 0.150527 0 1576.3 mm 20.7637 mm 0 mm
2.84178 MeV 0.148779 0 1617.4 mm 21.2799 mm 0 mm
2.88336 MeV 0.147049 0 1659.59 mm 21.8093 mm 0 mm
2.92554 MeV 0.145339 0 1702.91 mm 22.3521 mm 0 mm
2.96834 MeV 0.143646 0 1747.37 mm 22.9087 mm 0 mm
3.01176 MeV 0.141972 0 1793.02 mm 23.4795 mm 0 mm
3.05582 MeV 0.140317 0 1839.88 mm 24.0648 mm 0 mm
3.10053 MeV 0.138679 0 1887.99 mm 24.665 mm 0 mm
3.14588 MeV 0.137059 0 1937.38 mm 25.2805 mm 0 mm
3.19191 MeV 0.135457 0 1988.08 mm 25.9117 mm 0 mm
3.2386 MeV 0.133872 0 2040.13 mm 26.559 mm 0 mm
3.28598 MeV 0.132304 0 2093.57 mm 27.2229 mm 0 mm
3.33405 MeV 0.130754 0 2148.44 mm 27.9037 mm 0 mm
3.38283 MeV 0.129221 0 2204.77 mm 28.6019 mm 0 mm
3.43232 MeV 0.127704 0 2262.6 mm 29.318 mm 0 mm
3.48253 MeV 0.126205 0 2321.97 mm 30.0524 mm 0 mm
3.53348 MeV 0.124721 0 2382.93 mm 30.8056 mm 0 mm
3.58517 MeV 0.123254 0 2445.52 mm 31.5782 mm 0 mm
3.63762 MeV 0.121803 0 2509.77 mm 32.3705 mm 0 mm
3.69083 MeV 0.120368 0 2575.75 mm 33.1832 mm 0 mm
3.74483 MeV 0.118949 0 2643.49 mm 34.0167 mm 0 mm
3.79961 MeV 0.117546 0 2713.04 mm 34.8716 mm 0 mm
3.8552 MeV 0.116158 0 2784.45 mm 35.7486 mm 0 mm
3.9116 MeV 0.114786 0 2857.77 mm 36.648 mm 0 mm
3.96882 MeV 0.113428 0 2933.05 mm 37.5706 mm 0 mm
4.02688 MeV 0.112086 0 3010.35 mm 38.517 mm 0 mm
4.08579 MeV 0.110759 0 3089.72 mm 39.4877 mm 0 mm
4.14557 MeV 0.109446 0 3171.22 mm 40.4834 mm 0 mm
4.20621 MeV 0.108148 0 3254.9 mm 41.5049 mm 0 mm
4.26775 MeV 0.106865 0 3340.82 mm 42.5526 mm 0 mm
4.33018 MeV 0.105596 0 3429.05 mm 43.6274 mm 0 mm
4.39353 MeV 0.104341 0 3519.64 mm 44.73 mm 0 mm
4.45781 MeV 0.1031 0 3612.67 mm 45.861 mm 0 mm
4.52302 MeV 0.101873 0 3708.19 mm 47.0213 mm 0 mm
4.58919 MeV 0.10066 0 3806.28 mm 48.2116 mm 0 mm
4.65633 MeV 0.09946 0 3907 mm 49.4327 mm 0 mm
4.72445 MeV 0.0982739 0 4010.43 mm 50.6854 mm 0 mm
4.79356 MeV 0.097101 0 4116.64 mm 51.9706 mm 0 mm
4.86369 MeV 0.0959415 0 4225.71 mm 53.2891 mm 0 mm
4.93484 MeV 0.0947948 0 4337.71 mm 54.6417 mm 0 mm
5.00703 MeV 0.0936613 0 4452.72 mm 56.0294 mm 0 mm
5.08028 MeV 0.0925406 0 4570.83 mm 57.4532 mm 0 mm
5.1546 MeV 0.0914323 0 4692.12 mm 58.9139 mm 0 mm
5.23001 MeV 0.0903368 0 4816.68 mm 60.4126 mm 0 mm
5.30653 MeV 0.0892537 0 4944.59 mm 61.9502 mm 0 mm
5.38416 MeV 0.0881828 0 5075.94 mm 63.5278 mm 0 mm
5.46292 MeV 0.0871241 0 5210.84 mm 65.1464 mm 0 mm
5.54284 MeV 0.0860773 0 5349.38 mm 66.8072 mm 0 mm
5.62393 MeV 0.0850426 0 5491.65 mm 68.5111 mm 0 mm
5.70621 MeV 0.0840197 0 5637.76 mm 70.2595 mm 0 mm
5.78968 MeV 0.0830083 0 5787.81 mm 72.0535 mm 0 mm
5.87438 MeV 0.0820086 0 5941.91 mm 73.8942 mm 0 mm
5.96032 MeV 0.0810203 0 6100.18 mm 75.7829 mm 0 mm
6.04752 MeV 0.0800432 0 6262.72 mm 77.7209 mm 0 mm
6.13599 MeV 0.0790774 0 6429.65 mm 79.7095 mm 0 mm
6.22575 MeV 0.0781225 0 6601.09 mm 81.7501 mm 0 mm
6.31683 MeV 0.0771787 0 6777.17 mm 83.8439 mm 0 mm
6.40924 MeV 0.0762458 0 6958.01 mm 85.9925 mm 0 mm
6.50301 MeV 0.0753234 0 7143.74 mm 88.1973 mm 0 mm
6.59814 MeV 0.0744118 0 7334.49 mm 90.4597 mm 0 mm
6.69467 MeV 0.0735107 0 7530.41 mm 92.7815 mm 0 mm
6.79261 MeV 0.0726198 0 7731.63 mm 95.1639 mm 0 mm
6.89198 MeV 0.0717394 0 7938.3 mm 97.6088 mm 0 mm
6.99281 MeV 0.070869 0 8150.57 mm 100.118 mm 0 mm
7.09511 MeV 0.0700087 0 8368.59 mm 102.692 mm 0 mm
7.1989 MeV 0.0691585 0 8592.52 mm 105.335 mm 0 mm
7.30422 MeV 0.0683179 0 8822.51 mm 108.046 mm 0 mm
7.41107 MeV 0.0674872 0 9058.75 mm 110.829 mm 0 mm
7.51949 MeV 0.0666662 0 9301.39 mm 113.685 mm 0 mm
7.6295 MeV 0.0658546 0 9550.62 mm 116.616 mm 0 mm
7.74111 MeV 0.0650525 0 9806.6 mm 119.623 mm 0 mm
7.85436 MeV 0.0642596 0 10069.5 mm 122.71 mm 0 mm
7.96927 MeV 0.0634761 0 10339.6 mm 125.878 mm 0 mm
8.08585 MeV 0.0627018 0 10617 mm 129.13 mm 0 mm
8.20414 MeV 0.0619363 0 10902 mm 132.467 mm 0 mm
8.32416 MeV 0.0611799 0 11194.7 mm 135.892 mm 0 mm
8.44594 MeV 0.0604322 0 11495.3 mm 139.407 mm 0 mm
8.5695 MeV 0.0596934 0 11804.1 mm 143.015 mm 0 mm
8.69487 MeV 0.0589632 0 12121.3 mm 146.718 mm 0 mm
8.82207 MeV 0.0582414 0 12447.2 mm 150.518 mm 0 mm
8.95113 MeV 0.0575282 0 12781.9 mm 154.419 mm 0 mm
9.08208 MeV 0.0568235 0 13125.7 mm 158.423 mm 0 mm
9.21494 MeV 0.0561269 0 13478.9 mm 162.532 mm 0 mm
9.34975 MeV 0.0554385 0 13841.6 mm 166.75 mm 0 mm
9.48653 MeV 0.0547578 0 14214.3 mm 171.079 mm 0 mm
9.62531 MeV 0.0540856 0 14597.1 mm 175.523 mm 0 mm
9.76613 MeV 0.053422 0 14990.4 mm 180.084 mm 0 mm
9.909 MeV 0.0527665 0 15394.3 mm 184.766 mm 0 mm
10.054 MeV 0.052115 0 15809.3 mm 189.572 mm 0 mm
10.201 MeV 0.0514668 0 16235.6 mm 194.506 mm 0 mm
10.3503 MeV 0.0508234 0 16673.6 mm 199.573 mm 0 mm
10.5017 MeV 0.0501876 0 17123.7 mm 204.778 mm 0 mm
10.6553 MeV 0.0495595 0 17586.1 mm 210.124 mm 0 mm
10.8112 MeV 0.0489391 0 18061.3 mm 215.614 mm 0 mm
10.9694 MeV 0.0483261 0 18549.5 mm 221.253 mm 0 mm
11.1298 MeV 0.0477204 0 19051.1 mm 227.044 mm 0 mm
11.2927 MeV 0.047122 0 19566.5 mm 232.992 mm 0 mm
11.4579 MeV 0.046531 0 20096.2 mm 239.101 mm 0 mm
11.6255 MeV 0.045947 0 20640.4 mm 245.375 mm 0 mm
11.7956 MeV 0.0453702 0 21199.5 mm 251.819 mm 0 mm
11.9681 MeV 0.0448004 0 21774.1 mm 258.437 mm 0 mm
12.1432 MeV 0.0442375 0 22364.5 mm 265.234 mm 0 mm
12.3209 MeV 0.0436816 0 22971.1 mm 272.215 mm 0 mm
12.5011 MeV 0.0431323 0 23594.5 mm 279.385 mm 0 mm
12.684 MeV 0.0425899 0 24235 mm 286.748 mm 0 mm
12.8696 MeV 0.0420541 0 24893.2 mm 294.311 mm 0 mm
13.0578 MeV 0.0415248 0 25569.5 mm 302.078 mm 0 mm
13.2489 MeV 0.0410021 0 26264.5 mm 310.055 mm 0 mm
13.4427 MeV 0.0404858 0 26978.6 mm 318.247 mm 0 mm
13.6393 MeV 0.0399759 0 27712.4 mm 326.661 mm 0 mm
13.8389 MeV 0.0394723 0 28466.5 mm 335.303 mm 0 mm
14.0413 MeV 0.0389749 0 29241.3 mm 344.178 mm 0 mm
14.2467 MeV 0.0384838 0 30037.5 mm 353.292 mm 0 mm
14.4552 MeV 0.0379988 0 30855.7 mm 362.653 mm 0 mm
14.6666 MeV 0.0375197 0 31696.4 mm 372.267 mm 0 mm
14.8812 MeV 0.0370467 0 32560.3 mm 382.14 mm 0 mm
15.0989 MeV 0.0365796 0 33448.1 mm 392.28 mm 0 mm
15.3198 MeV 0.0361183 0 34360.3 mm 402.694 mm 0 mm
15.5439 MeV 0.0356629 0 35297.7 mm 413.388 mm 0 mm
15.7713 MeV 0.0352132 0 36261 mm 424.371 mm 0 mm
16.002 MeV 0.0347691 0 37250.9 mm 435.651 mm 0 mm
16.2361 MeV 0.0343307 0 38268 mm 447.235 mm 0 mm
16.4737 MeV 0.0338978 0 39313.2 mm 459.13 mm 0 mm
16.7147 MeV 0.0334705 0 40387.3 mm 471.347 mm 0 mm
16.9592 MeV 0.0330485 0 41490.9 mm 483.892 mm 0 mm
17.2073 MeV 0.032632 0 42625 mm 496.776 mm 0 mm
17.459 MeV 0.0322208 0 43790.4 mm 510.006 mm 0 mm
17.7144 MeV 0.0318148 0 44988 mm 523.592 mm 0 mm
17.9736 MeV 0.0314141 0 46218.5 mm 537.544 mm 0 mm
18.2365 MeV 0.0310185 0 47483 mm 551.871 mm 0 mm
18.5033 MeV 0.030628 0 48782.3 mm 566.582 mm 0 mm
18.774 MeV 0.0302427 0 50117.5 mm 581.689 mm 0 mm
19.0486 MeV 0.0298622 0 51489.4 mm 597.202 mm 0 mm
19.3273 MeV 0.0294868 0 52899.1 mm 613.13 mm 0 mm
19.6101 MeV 0.0291163 0 54347.7 mm 629.485 mm 0 mm
19.8969 MeV 0.0287505 0 55836.2 mm 646.279 mm 0 mm
20.188 MeV 0.0283896 0 57365.6 mm 663.522 mm 0 mm
20.4834 MeV 0.0280334 0 58937.1 mm 681.226 mm 0 mm
20.783 MeV 0.027682 0 60551.9 mm 699.403 mm 0 mm
21.0871 MeV 0.0273352 0 62211.1 mm 718.066 mm 0 mm
21.3956 MeV 0.0269929 0 63916 mm 737.227 mm 0 mm
21.7086 MeV 0.0266553 0 65667.6 mm 756.898 mm 0 mm
22.0261 MeV 0.0263222 0 67467.4 mm 777.093 mm 0 mm
22.3484 MeV 0.0259935 0 69316.7 mm 797.825 mm 0 mm
22.6753 MeV 0.0256693 0 71216.7 mm 819.109 mm 0 mm
23.007 MeV 0.0253494 0 73168.8 mm 840.957 mm 0 mm
23.3436 MeV 0.0250339 0 75174.5 mm 863.384 mm 0 mm
23.6851 MeV 0.0247227 0 77235.2 mm 886.405 mm 0 mm
24.0316 MeV 0.0244156 0 79352.3 mm 910.035 mm 0 mm
24.3832 MeV 0.0241128 0 81527.4 mm 934.288 mm 0 mm
24.7399 MeV 0.0238142 0 83762 mm 959.181 mm 0 mm
25.1018 MeV 0.0235197 0 86057.6 mm 984.728 mm 0 mm
25.4691 MeV 0.0232293 0 88416.1 mm 1010.95 mm 0 mm
25.8417 MeV 0.0229428 0 90838.9 mm 1037.86 mm 0 mm
26.2197 MeV 0.0226605 0 93327.8 mm 1065.47 mm 0 mm
26.6033 MeV 0.0223821 0 95884.6 mm 1093.8 mm 0 mm
26.9925 MeV 0.0221075 0 98511 mm 1122.87 mm 0 mm
27.3873 MeV 0.021837 0 101209 mm 1152.7 mm 0 mm
27.788 MeV 0.0215703 0 103980 mm 1183.31 mm 0 mm
28.1945 MeV 0.0213073 0 106827 mm 1214.71 mm 0 mm
28.607 MeV 0.0210481 0 109750 mm 1246.92 mm 0 mm
29.0255 MeV 0.0207926 0 112753 mm 1279.96 mm 0 mm
29.4501 MeV 0.020541 0 115838 mm 1313.85 mm 0 mm
29.881 MeV 0.020293 0 119006 mm 1348.62 mm 0 mm
30.3181 MeV 0.0200485 0 122259 mm 1384.27 mm 0 mm
30.7616 MeV 0.0198071 0 125600 mm 1420.84 mm 0 mm
31.2117 MeV 0.0195687 0 129031 mm 1458.34 mm 0 mm
31.6683 MeV 0.0193333 0 132555 mm 1496.8 mm 0 mm
32.1316 MeV 0.0191009 0 136174 mm 1536.25 mm 0 mm
32.6016 MeV 0.0188713 0 139891 mm 1576.7 mm 0 mm
33.0786 MeV 0.0186447 0 143708 mm 1618.2 mm 0 mm
33.5625 MeV 0.0184209 0 147628 mm 1660.76 mm 0 mm
34.0535 MeV 0.0181998 0 151653 mm 1704.41 mm 0 mm
34.5517 MeV 0.0179815 0 155787 mm 1749.18 mm 0 mm
35.0571 MeV 0.017766 0 160032 mm 1795.1 mm 0 mm
35.57 MeV 0.0175532 0 164392 mm 1842.19 mm 0 mm
36.0904 MeV 0.017343 0 168869 mm 1890.5 mm 0 mm
36.6183 MeV 0.0171355 0 173467 mm 1940.05 mm 0 mm
37.154 MeV 0.0169306 0 178188 mm 1990.86 mm 0 mm
37.6976 MeV 0.0167283 0 183036 mm 2042.98 mm 0 mm
38.2491 MeV 0.0165284 0 188015 mm 2096.44 mm 0 mm
38.8086 MeV 0.0163312 0 193128 mm 2151.27 mm 0 mm
39.3764 MeV 0.0161363 0 198378 mm 2207.51 mm 0 mm
39.9524 MeV 0.015944 0 203769 mm 2265.18 mm 0 mm
40.5369 MeV 0.0157541 0 209305 mm 2324.34 mm 0 mm
41.1299 MeV 0.0155665 0 214990 mm 2385.02 mm 0 mm
41.7316 MeV 0.0153814 0 220827 mm 2447.25 mm 0 mm
42.3421 MeV 0.0151986 0 226821 mm 2511.07 mm 0 mm
42.9616 MeV 0.015018 0 232976 mm 2576.54 mm 0 mm
43.5901 MeV 0.0148398 0 239296 mm 2643.67 mm 0 mm
44.2278 MeV 0.0146637 0 245785 mm 2712.54 mm 0 mm
44.8748 MeV 0.01449 0 252448 mm 2783.16 mm 0 mm
45.5313 MeV 0.0143184 0 259290 mm 2855.59 mm 0 mm
46.1974 MeV 0.014149 0 266315 mm 2929.87 mm 0 mm
46.8732 MeV 0.0139817 0 273528 mm 3006.06 mm 0 mm
47.559 MeV 0.0138166 0 280934 mm 3084.19 mm 0 mm
48.2547 MeV 0.0136535 0 288539 mm 3164.32 mm 0 mm
48.9607 MeV 0.0134925 0 296346 mm 3246.5 mm 0 mm
49.6769 MeV 0.0133335 0 304363 mm 3330.78 mm 0 mm
50.4037 MeV 0.0131766 0 312593 mm 3417.21 mm 0 mm
51.141 MeV 0.0130217 0 321044 mm 3505.84 mm 0 mm
51.8892 MeV 0.0128687 0 329719 mm 3596.74 mm 0 mm
52.6483 MeV 0.0127177 0 338627 mm 3689.95 mm 0 mm
53.4185 MeV 0.0125686 0 347772 mm 3785.55 mm 0 mm
54.2 MeV 0.0124214 0 357161 mm 3883.57 mm 0 mm
54.9929 MeV 0.012276 0 366800 mm 3984.09 mm 0 mm
55.7974 MeV 0.0121325 0 376696 mm 4087.17 mm 0 mm
56.6137 MeV 0.0119909 0 386855 mm 4192.86 mm 0 mm
57.4419 MeV 0.011851 0 397284 mm 4301.25 mm 0 mm
58.2823 MeV 0.0117129 0 407991 mm 4412.38 mm 0 mm
59.1349 MeV 0.0115767 0 418983 mm 4526.34 mm 0 mm
60 MeV 0.0114421 0 430267 mm 4643.19 mm 0 mm
