   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
   168.000 MeV  2.7991E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   169.000 MeV  2.7848E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   170.000 MeV  2.7706E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   171.000 MeV  2.7566E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   172.000 MeV  2.7428E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   173.000 MeV  2.7291E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   174.000 MeV  2.7156E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   175.000 MeV  2.7021E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   176.000 MeV  2.6889E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   177.000 MeV  2.6757E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   178.000 MeV  2.6627E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   179.000 MeV  2.6499E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   180.000 MeV  2.6371E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   181.000 MeV  2.6245E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   182.000 MeV  2.6121E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   183.000 MeV  2.5997E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   184.000 MeV  2.5875E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   185.000 MeV  2.5754E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   186.000 MeV  2.5634E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   187.000 MeV  2.5515E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   188.000 MeV  2.5398E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   189.000 MeV  2.5281E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   190.000 MeV  2.5166E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   191.000 MeV  2.5052E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   192.000 MeV  2.4939E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   193.000 MeV  2.4827E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   194.000 MeV  2.4716E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   195.000 MeV  2.4606E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
   196.000 MeV  2.4497E+00  0.0000E+00     1.000 mm     0.00 um     0.00 um  
