eid,x,y,z,q
2,-39.2659,48.208,133.476,756.708
2,90.8023,60.9599,129.457,102.643
2,-63.8071,73.7119,126.503,521.677
2,-68.7153,73.7119,126.478,1273.93
2,-63.8071,82.2132,126.322,2639.14
2,-44.1741,62.3091,126.127,626.569
2,-66.2612,83.5624,125.671,2722.09
2,-29.4494,45.3065,123.213,3476.44
2,-71.1694,92.0637,124.062,904.451
2,-17.1788,24.0532,124.247,165.067
2,-41.72,58.0584,124.84,985.721
2,98.1647,62.3091,122.758,187.05
2,-68.7153,79.3117,124.592,596.311
2,93.2565,62.3091,121.552,1213.31
2,-36.8118,52.4586,118.065,491.862
2,-36.8118,49.5571,118.135,438.834
2,-34.3576,48.208,116.801,1863.45
2,-51.5365,66.5598,116.051,164.976
2,95.7106,60.9599,113.043,809.015
2,-44.1741,56.7093,115.052,334.904
2,-22.0871,32.5545,112.565,266.48
2,-26.9953,43.9573,108.094,3740.18
3,53.9906,5.70141,373.781,210.915
3,39.2659,-11.3012,370.58,90.5654
3,88.3483,22.704,370.587,124.124
3,90.8024,26.9547,370.241,100.128
3,78.5318,19.8025,370.198,131.632
3,51.5365,7.05056,370.733,822.238
3,78.5318,14.2027,371.134,99.9753
3,49.0824,11.3012,370.267,3287.69
3,95.7106,18.4534,370.98,123.685
3,78.5318,11.3012,371.184,83.6552
3,51.5365,15.5519,370.345,2870.3
3,53.9906,14.2027,370.486,3568.66
3,56.4447,7.05056,371.294,165.103
3,56.4447,15.5519,370.731,3030.05
3,53.9906,11.3012,370.473,1802.05
3,58.8988,11.3012,370.718,158.736
3,93.2565,31.2053,372.295,105.742
3,95.7106,32.5545,372.346,98.5907
3,63.8071,19.8025,371.127,333.515
3,61.3529,15.5519,370.803,249.535
3,26.9953,18.4534,372.163,104.783
3,56.4447,9.95207,370.414,437.732
3,58.8988,14.2027,370.794,904.98
3,41.72,1.45075,368.962,858.654
3,34.3577,2.7999,368.703,1910.67
3,36.8118,1.45075,368.657,1788.2
3,85.8941,24.0532,369.654,119.381
3,39.2659,2.7999,368.876,1978.5
3,36.8118,9.95207,369.458,127.997
3,46.6282,9.95207,369.984,2516.26
3,44.1741,5.70141,369.499,2163.01
3,71.1694,9.95207,368.825,89.8264
3,58.8988,22.704,371.462,2379.95
3,46.6282,1.45075,370.104,227.596
3,34.3577,-2.7999,368.693,289.91
3,26.9953,7.05056,368.536,125.907
3,68.7153,11.3012,368.712,92.4192
3,39.2659,11.3012,369.46,104.136
3,29.4494,-5.70141,368.688,117.378
3,51.5365,9.95207,370.118,2840.56
3,49.0824,14.2027,370.193,1756.57
3,36.8118,-1.45075,368.749,534.553
3,51.5365,18.4534,370.416,1204.51
3,56.4447,26.9547,371.519,210.185
3,53.9906,22.704,371.121,703.851
3,56.4447,24.0532,371.299,1135.22
3,53.9906,19.8025,370.863,2364.86
3,56.4447,18.4534,370.773,3815.5
3,58.8988,19.8025,370.94,2978.82
3,61.3529,18.4534,371.133,982.7
3,61.3529,24.0532,371.679,1456.78
3,58.8988,28.3038,371.841,427.955
3,61.3529,26.9547,371.525,787.787
3,63.8071,28.3038,371.368,199.508
3,63.8071,22.704,371.116,409.222
3,49.0824,2.7999,369.082,124.283
3,36.8118,7.05056,369.263,786.391
3,31.9035,1.45075,368.449,1925.06
3,41.72,9.95207,369.622,779.33
3,85.8941,18.4534,369.741,84.7126
3,39.2659,-2.7999,368.712,176.763
3,31.9035,7.05056,368.352,240.426
3,41.72,-1.45075,369.008,194.964
3,44.1741,11.3012,369.631,789.429
3,49.0824,5.70141,369.724,1051.33
3,34.3577,5.70141,368.721,799.846
3,41.72,7.05056,369.319,2301.76
3,44.1741,2.7999,369.531,888.886
3,39.2659,5.70141,369.401,1922.91
3,76.0776,24.0532,370.201,104.161
3,46.6282,7.05056,370.01,2396.16
3,22.0871,1.45075,366.632,319.968
3,24.5412,2.7999,367.427,856.612
3,29.4494,5.70141,367.737,297.361
3,22.0871,-1.45075,366.743,298.941
3,26.9953,1.45075,367.648,1509.59
3,46.6282,15.5519,370.147,278.891
3,49.0824,19.8025,368.779,121.936
3,29.4494,2.7999,367.976,1251.06
3,44.1741,14.2027,370.101,137.122
3,24.5412,-2.7999,367.17,1188.62
3,26.9953,-1.45075,367.71,1419.71
3,29.4494,-2.7999,367.969,615.823
3,24.5412,5.70141,367.111,150.972
3,31.9035,-1.45075,367.862,1031.12
3,24.5412,-5.70141,368.006,211.563
3,206.146,-62.3768,223.398,33.2187
3,206.146,-62.3768,208.684,41.2822
3,206.146,-62.3768,188.977,49.2003
3,-245.412,-62.3768,187.554,33.5566
3,-245.412,-62.3768,143.342,71.2067
4,14.7247,5.70141,979.081,2782.12
4,22.0871,9.95207,978.267,3357.87
4,63.8071,31.2053,974.491,1960.27
4,66.2612,24.0532,974.745,2303.84
4,19.6329,14.2027,970.991,1012.06
4,19.6329,14.2027,950.278,982.351
4,68.7153,22.704,944.181,1985.45
4,24.5412,11.3012,944.399,1916.19
4,36.8118,24.0532,937.815,1457.92
4,17.1788,15.5519,909.095,890.74
4,34.3577,22.704,885.54,885.17
4,22.0871,7.05056,826.491,1352.72
4,24.5412,5.70141,709.645,564.067
4,24.5412,5.70141,664.944,807.477
