psa,event,x,y,z,pad
max,2,-46.6282,66.5598,981.6,2058
max,2,-24.5412,31.2053,981.6,1002
max,2,-76.0776,83.5624,981.6,2531
max,2,93.2565,70.8104,983.44,2423
max,2,-68.7153,87.813,983.44,2775
max,2,-73.6235,87.813,983.44,2770
max,2,90.8023,69.4613,983.44,2422
max,2,95.7106,69.4613,985.28,2425
max,2,-95.7106,86.4639,985.28,2753
max,2,-49.0823,65.2106,987.12,2056
max,2,-63.8071,79.3117,987.12,2541
max,2,-71.1694,86.4639,988.96,2772
max,2,-31.9035,43.9573,990.8,1546
max,2,-29.4494,36.8052,994.48,1277
max,2,-22.0871,26.9547,998.16,1005
max,2,-58.8988,73.7119,998.16,2299
max,2,-71.1694,83.5624,998.16,2534
max,2,90.8024,66.5598,1000,2170
max,2,95.7106,66.5598,1007.36,2173
max,2,-58.8988,70.8104,1009.2,2300
max,2,93.2565,65.2106,1009.2,2171
max,2,98.1647,65.2106,1011.04,2176
max,2,-29.4494,39.7067,1011.04,1276
max,2,-66.2612,77.9626,1011.04,2538
max,2,-39.2659,48.208,1012.88,1540
max,2,-26.9953,32.5545,1012.88,1001
max,2,-26.9953,35.456,1014.72,1279
max,2,-66.2612,83.5624,1020.24,2539
max,2,-17.1788,24.0532,1020.24,723
max,2,-63.8071,82.2132,1020.24,2540
max,2,98.1647,62.3091,1020.24,2175
max,2,-46.6282,52.4586,1020.24,1799
max,2,-29.4494,45.3065,1020.24,1547
max,2,-68.7153,73.7119,1020.24,2291
max,2,93.2565,62.3091,1020.24,2172
max,2,-63.8071,73.7119,1022.08,2296
max,2,-71.1694,92.0637,1022.08,2773
max,2,-44.1741,62.3091,1022.08,2060
max,2,-41.72,58.0584,1022.08,1803
max,2,-68.7153,79.3117,1022.08,2536
max,2,-49.0823,56.7093,1023.92,1796
max,2,-36.8118,52.4586,1023.92,1807
max,2,17.1788,-60.9599,1023.92,7230
max,2,-76.0777,92.0637,1027.6,2768
max,2,-44.1741,56.7093,1027.6,1801
max,2,-34.3576,48.208,1027.6,1543
max,2,-63.8071,107.717,1029.44,3232
max,2,-51.5365,66.5598,1029.44,2053
max,2,95.7106,60.9599,1031.28,2174
max,2,90.8023,60.9599,1033.12,2169
max,2,-22.0871,32.5545,1033.12,1004
max,2,-22.0871,35.456,1034.96,1282
max,2,-53.9906,87.813,1034.96,2786
max,2,90.8023,58.0584,1034.96,1910
max,2,-24.5412,28.3038,1034.96,1003
max,2,-44.1741,65.2106,1034.96,2059
max,2,-22.0871,49.5571,1034.96,1553
max,2,-24.5412,48.208,1034.96,1551
max,2,-26.9953,49.5571,1034.96,1550
max,2,-34.3576,53.8078,1034.96,1808
max,2,-73.6235,79.3117,1034.96,2533
max,2,90.8024,52.4586,1034.96,1911
max,2,93.2565,56.7093,1034.96,1913
max,2,-26.9953,52.4586,1034.96,1815
max,2,-71.1694,77.9626,1034.96,2535
max,2,-49.0824,90.7145,1034.96,2790
max,2,93.2565,48.208,1034.96,1647
max,2,-58.8988,82.2132,1034.96,2545
max,2,95.7106,58.0584,1034.96,1915
max,2,90.8024,49.5571,1034.96,1646
max,2,93.2565,45.3065,1034.96,1648
max,2,-24.5412,39.7067,1034.96,1281
max,2,-19.6329,28.3038,1034.96,1006
max,2,-22.0871,43.9573,1034.96,1554
max,2,90.8023,43.9573,1034.96,1645
max,2,-22.0871,41.0558,1034.96,1283
max,2,-46.6282,69.4613,1034.96,2310
max,2,-24.5412,45.3065,1034.96,1552
max,2,88.3482,48.208,1034.96,1644
max,2,-61.3529,109.066,1034.96,3234
max,2,-61.3529,83.5624,1034.96,2542
max,2,88.3482,45.3065,1034.96,1643
max,2,-41.72,52.4586,1034.96,1802
max,2,-26.9953,43.9573,1034.96,1549
max,2,-31.9035,49.5571,1034.96,1545
max,2,-51.5365,75.0611,1034.96,2306
max,2,-24.5412,36.8052,1034.96,1280
max,2,-26.9953,41.0558,1034.96,1278
max,2,-39.2659,70.8104,1034.96,2316
max,2,-22.0871,60.9599,1034.96,2078
max,2,-73.6235,99.2159,1034.96,3000
max,2,-14.7247,22.704,1034.96,726
max,2,-29.4494,48.208,1034.96,1548
max,2,-68.7153,82.2132,1034.96,2537
max,3,-112.889,-56.7093,311.84,6865
max,3,-68.7153,-121.818,319.2,8772
max,3,-201.238,-150.359,321.04,9226
max,3,-171.788,-116.354,335.76,8529
max,3,-24.5412,240.904,343.12,4981
max,3,-112.889,-206.899,343.12,9831
max,3,-53.9906,-133.221,343.12,8983
max,3,-56.4447,-128.97,344.96,8981
max,3,-137.431,-96.3821,348.64,8091
max,3,-95.7106,86.4639,363.36,2753
max,3,-211.054,133.357,370.72,3815
max,3,-127.614,130.387,385.44,3832
max,3,-186.513,96.3821,385.44,2961
max,3,-152.155,189.897,387.28,4550
max,3,-34.3576,167.362,390.96,4322
max,3,-29.4494,181.395,392.8,4494
max,3,-147.247,90.85,396.48,2736
max,3,-95.7106,94.9652,396.48,2982
max,3,-22.0871,120.469,402,3689
max,3,-142.339,82.3487,418.56,2496
max,3,-2.45413,35.456,700.08,1298
max,3,-2.45413,52.4586,701.92,1834
max,3,-17.1788,86.4639,707.44,2817
max,3,7.36234,77.9626,725.84,2599
max,3,12.2706,100.565,738.72,3071
max,3,122.706,45.3065,742.4,1672
max,3,125.16,24.0532,744.24,840
max,3,17.1788,100.565,749.76,3074
max,3,49.0824,28.3038,753.44,1062
max,3,-2.45412,100.565,758.96,3058
max,3,2.4541,52.4586,758.96,1839
max,3,76.0776,15.5519,766.32,508
max,3,56.4447,15.5519,768.16,492
max,3,88.3483,22.704,768.16,809
max,3,90.8024,26.9547,768.16,1096
max,3,51.5365,7.05056,768.16,191
max,3,49.0824,11.3012,768.16,486
max,3,95.7106,18.4534,768.16,815
max,3,51.5365,15.5519,768.16,489
max,3,53.9906,5.70141,768.16,194
max,3,53.9906,14.2027,768.16,490
max,3,56.4447,7.05056,768.16,196
max,3,53.9906,11.3012,768.16,491
max,3,56.4447,9.95207,768.16,493
max,3,58.8988,11.3012,768.16,494
max,3,61.3529,15.5519,768.16,497
max,3,22.0871,7.05056,768.16,167
max,3,63.8071,19.8025,768.16,789
max,3,58.8988,14.2027,768.16,495
max,3,78.5318,11.3012,768.16,510
max,3,26.9953,18.4534,768.16,759
max,3,78.5318,14.2027,768.16,511
max,3,98.1647,19.8025,768.16,818
max,3,95.7106,32.5545,768.16,1100
max,3,93.2565,31.2053,768.16,1098
max,3,63.8071,22.704,770,790
max,3,36.8118,9.95207,770,477
max,3,31.9035,7.05056,770,175
max,3,29.4494,-5.70141,770,5293
max,3,49.0824,14.2027,770,487
max,3,41.72,9.95207,770,480
max,3,39.2659,11.3012,770,478
max,3,49.0824,2.7999,770,190
max,3,68.7153,11.3012,770,502
max,3,26.9953,7.05056,770,172
max,3,58.8988,22.704,770,785
max,3,39.2659,-2.7999,770,5302
max,3,63.8071,28.3038,770,1075
max,3,61.3529,26.9547,770,1072
max,3,51.5365,18.4534,770,780
max,3,58.8988,28.3038,770,1070
max,3,61.3529,24.0532,770,787
max,3,61.3529,18.4534,770,788
max,3,58.8988,19.8025,770,786
max,3,56.4447,18.4534,770,783
max,3,53.9906,19.8025,770,781
max,3,56.4447,26.9547,770,1069
max,3,56.4447,24.0532,770,784
max,3,53.9906,22.704,770,782
max,3,39.2659,2.7999,770,182
max,3,49.0824,5.70141,770,189
max,3,34.3577,-2.7999,770,5297
max,3,46.6282,1.45075,770,187
max,3,41.72,1.45075,770,184
max,3,44.1741,11.3012,770,483
max,3,44.1741,5.70141,770,186
max,3,46.6282,9.95207,770,485
max,3,41.72,-1.45075,770,5304
max,3,36.8118,7.05056,770,180
max,3,85.8941,24.0532,770,808
max,3,36.8118,1.45075,770,179
max,3,34.3577,2.7999,770,177
max,3,39.2659,-11.3012,770,5598
max,3,31.9035,1.45075,770,176
max,3,36.8118,-1.45075,770,5299
max,3,85.8941,18.4534,770,807
max,3,44.1741,2.7999,770,185
max,3,51.5365,9.95207,770,488
max,3,78.5318,19.8025,770,802
max,3,46.6282,7.05056,770,188
max,3,76.0776,24.0532,770,800
max,3,34.3577,5.70141,770,178
max,3,39.2659,5.70141,770,181
max,3,41.72,7.05056,770,183
max,3,24.5412,-2.7999,771.84,5289
max,3,44.1741,14.2027,771.84,482
max,3,24.5412,5.70141,771.84,170
max,3,31.9035,-1.45075,771.84,5296
max,3,26.9953,1.45075,771.84,171
max,3,46.6282,15.5519,771.84,484
max,3,29.4494,-2.7999,771.84,5294
max,3,26.9953,-1.45075,771.84,5291
max,3,29.4494,2.7999,771.84,174
max,3,71.1694,9.95207,771.84,504
max,3,24.5412,-5.70141,771.84,5290
max,3,22.0871,1.45075,771.84,168
max,3,24.5412,2.7999,771.84,169
max,3,29.4494,5.70141,771.84,173
max,3,22.0871,-1.45075,771.84,5288
max,3,49.0824,19.8025,773.68,778
max,3,58.8988,-79.3117,775.52,7760
max,3,-19.6329,-22.704,850.96,5841
max,3,-39.2659,-39.7067,852.8,6388
max,3,-100.619,-94.9652,856.48,8099
max,3,46.6282,-60.9599,862,7254
max,3,68.7153,-62.3091,869.36,7271
max,3,-63.8071,-39.7067,876.72,6369
max,3,-7.36236,-26.9547,891.44,6136
max,3,206.146,-62.3768,893.28,7331
max,3,-58.8988,-87.813,893.28,7903
max,3,-71.1694,-109.066,895.12,8346
max,3,-9.81648,-19.8025,895.12,5850
max,3,39.2659,-39.7067,900.64,6452
max,3,73.6235,22.704,915.36,798
max,3,120.252,-7.05056,920.88,5367
max,3,230.687,-121.886,924.56,8927
max,3,186.513,-164.393,928.24,9487
max,3,196.329,-5.83687,930.08,5404
max,3,250.32,-2.86764,930.08,5415
max,3,171.788,2.86764,931.92,279
max,3,-56.4447,58.0584,937.44,1790
max,3,-78.5318,-31.2053,937.44,6079
max,3,147.247,11.3012,939.28,566
max,3,132.522,-116.354,939.28,8702
max,3,-240.504,70.8781,941.12,2228
max,3,78.5318,-82.2132,941.12,7777
max,3,76.0776,-15.5519,941.12,5628
max,3,88.3483,-14.2027,942.96,5639
max,3,-103.073,28.3038,944.8,939
max,3,196.329,-22.8395,946.64,5986
max,3,4.90822,-39.7067,950.32,6425
max,3,68.7153,99.2159,952.16,3117
max,3,-132.522,-116.354,954,8537
max,3,-49.0824,28.3038,955.84,982
max,3,44.1741,-155.891,955.84,9368
max,3,-171.788,-184.364,955.84,9585
max,3,-90.8024,41.0558,957.68,1227
max,3,171.788,19.8703,957.68,861
max,3,29.4494,-141.858,957.68,9179
max,3,-245.412,-62.3768,957.68,7092
max,3,-3.8147e-06,-243.874,961.36,10106
max,3,-71.1694,32.5545,961.36,964
max,3,46.6282,52.4586,963.2,1874
max,3,110.435,-49.5571,963.2,6782
max,3,49.0824,-14.2027,963.2,5607
max,3,-14.7247,-79.3117,965.04,7701
max,3,17.1788,-60.9599,966.88,7230
max,3,-49.0824,164.393,966.88,4319
max,3,-41.72,117.568,966.88,3465
max,3,-7.36236,-100.565,968.72,8175
max,3,-215.962,22.8395,968.72,605
max,3,24.5412,-201.367,968.72,9784
max,3,-78.5318,215.4,972.4,4788
max,3,-12.2706,-120.469,972.4,8817
max,3,-14.7247,-116.218,972.4,8607
max,3,53.9906,73.7119,972.4,2392
max,3,-53.9906,45.3065,972.4,1528
max,3,31.9035,-69.4613,972.4,7494
max,3,-166.88,11.369,972.4,321
max,3,-171.788,19.8703,972.4,614
max,3,-9.81648,-232.403,974.24,10048
max,3,58.8988,73.7119,974.24,2395
max,3,-36.8118,-15.5519,974.24,5537
max,3,-14.7247,-206.899,974.24,9851
max,3,137.431,-96.3821,974.24,8270
max,3,73.6235,-130.32,974.24,9088
max,3,-29.4494,-141.858,974.24,9167
max,3,-152.155,-138.889,974.24,9142
max,3,-12.2706,-1.45075,974.24,5259
max,3,220.871,70.8781,974.24,2463
max,3,9.81648,-19.8025,974.24,5866
max,3,103.073,172.894,974.24,4437
max,3,-152.155,-121.886,976.08,8744
max,3,-26.9953,-134.57,976.08,9006
max,3,53.9906,-133.221,976.08,9071
max,3,147.247,130.387,976.08,3987
max,3,-39.2659,53.8078,976.08,1805
max,3,161.972,-65.3461,977.92,7322
max,3,17.1788,-41.0558,977.92,6435
max,3,49.0824,82.2132,979.76,2633
max,3,-51.5365,9.95207,979.76,405
max,3,117.798,53.8078,983.44,1933
max,3,44.1741,36.8052,985.28,1336
max,3,58.8988,243.874,987.12,4998
max,3,46.6282,-24.0532,987.12,5896
max,3,-100.619,-9.95207,988.96,5485
max,3,-24.5412,-19.8025,988.96,5837
max,3,34.3576,167.362,990.8,4336
max,3,-88.3482,11.3012,992.64,374
max,3,-49.0824,158.861,992.64,4229
max,3,191.421,-99.3513,994.48,8281
max,3,53.9906,138.889,1000,4064
max,3,9.81647,164.393,1001.84,4331
max,3,98.1647,70.8104,1003.68,2428
max,3,137.431,209.868,1003.68,4762
max,3,83.44,-28.3038,1003.68,6211
max,3,49.0823,164.393,1005.52,4339
max,3,122.706,-189.897,1005.52,9726
max,3,68.7153,-147.39,1005.52,9281
max,3,-53.9906,-5.70141,1005.52,5226
max,3,7.36235,-100.565,1007.36,8186
max,3,147.247,90.85,1009.2,2925
max,3,-78.5318,-5.70141,1011.04,5205
max,3,95.7106,86.4639,1011.04,2908
max,3,-58.8988,73.7119,1012.88,2299
max,3,24.5412,-87.813,1012.88,7970
max,3,-83.44,-28.3038,1014.72,6075
max,3,206.146,141.858,1016.56,4095
max,3,93.2565,-53.8078,1016.56,7032
max,3,-61.3529,103.467,1018.4,3233
max,3,44.1741,189.897,1018.4,4590
max,3,-44.1741,104.816,1020.24,3247
max,3,-7.62939e-06,-87.813,1020.24,7951
max,3,-73.6235,121.818,1020.24,3647
max,3,68.7153,53.8078,1022.08,1893
max,3,191.421,104.883,1025.76,3381
max,3,-61.3529,83.5624,1029.44,2542
max,3,-98.1647,-19.8025,1029.44,5778
max,3,-49.0824,82.2132,1031.28,2553
max,3,-186.513,28.3716,1033.12,899
max,3,-147.247,28.3716,1033.12,907
max,3,-171.788,2.86764,1033.12,20
max,3,71.1694,-69.4613,1034.96,7526
max,3,98.1647,-19.8025,1034.96,5938
max,4,19.6329,11.3012,153.6,462
max,4,22.0871,9.95207,155.44,464
max,4,14.7247,5.70141,155.44,162
max,4,63.8071,31.2053,162.8,1074
max,4,66.2612,24.0532,162.8,792
max,4,19.6329,19.8025,162.8,754
max,4,22.0871,18.4534,162.8,756
max,4,19.6329,14.2027,164.64,463
max,4,29.4494,22.704,164.64,761
max,4,22.0871,15.5519,164.64,465
max,4,31.9035,24.0532,184.88,763
max,4,24.5412,19.8025,184.88,757
max,4,73.6235,36.8052,184.88,1360
max,4,66.2612,26.9547,186.72,1077
max,4,63.8071,22.704,186.72,790
max,4,76.0776,32.5545,192.24,1084
max,4,24.5412,11.3012,192.24,467
max,4,68.7153,22.704,192.24,793
max,4,36.8118,24.0532,197.76,768
max,4,17.1788,15.5519,225.36,460
max,4,24.5412,22.704,247.44,758
max,4,34.3577,22.704,247.44,766
max,4,68.7153,31.2053,264,1079
max,4,17.1788,7.05056,264,164
max,4,-152.155,-138.889,280.56,9142
max,4,-14.7247,-79.3117,291.6,7701
max,4,93.2565,-53.8078,293.44,7032
max,4,71.1694,24.0532,308.16,795
max,4,39.2659,22.704,308.16,769
max,4,22.0871,7.05056,308.16,167
max,4,71.1694,32.5545,310,1081
max,4,-49.0824,164.393,311.84,4319
max,4,29.4494,-141.858,311.84,9179
max,4,73.6235,-130.32,311.84,9088
max,4,17.1788,-60.9599,311.84,7230
max,4,-152.155,-121.886,315.52,8744
max,4,68.7153,-147.39,315.52,9281
max,4,-12.2706,-1.45075,317.36,5259
max,4,19.6329,5.70141,319.2,165
max,4,-36.8118,-15.5519,319.2,5537
max,4,-7.36236,-100.565,322.88,8175
max,4,-12.2706,-120.469,324.72,8817
max,4,68.7153,99.2159,326.56,3117
max,4,-88.3482,11.3012,328.4,374
max,4,-171.788,19.8703,328.4,614
max,4,-215.962,22.8395,330.24,605
max,4,53.9906,73.7119,330.24,2392
max,4,220.871,70.8781,330.24,2463
max,4,117.798,53.8078,330.24,1933
max,4,147.247,90.85,330.24,2925
max,4,-49.0824,158.861,330.24,4229
max,4,-14.7247,-206.899,332.08,9851
max,4,53.9906,-133.221,332.08,9071
max,4,24.5412,-201.367,333.92,9784
max,4,-83.44,-28.3038,333.92,6075
max,4,191.421,-99.3513,333.92,8281
max,4,-171.788,-184.364,335.76,9585
max,4,66.2612,35.456,335.76,1354
max,4,49.0824,82.2132,341.28,2633
max,4,-3.8147e-06,-243.874,344.96,10106
max,4,31.9035,-69.4613,344.96,7494
max,4,-24.5412,-19.8025,346.8,5837
max,4,-78.5318,215.4,348.64,4788
max,4,44.1741,-155.891,350.48,9368
max,4,-51.5365,9.95207,350.48,405
max,4,-78.5318,-31.2053,352.32,6079
max,4,-41.72,117.568,354.16,3465
max,4,-29.4494,-141.858,354.16,9167
max,4,9.81648,-19.8025,356,5866
max,4,-14.7247,-116.218,356,8607
max,4,24.5412,14.2027,363.36,466
max,4,-240.504,70.8781,368.88,2228
max,4,191.421,104.883,370.72,3381
max,4,-103.073,28.3038,379.92,939
max,4,66.2612,32.5545,385.44,1076
max,4,-9.81648,-232.403,394.64,10048
max,4,14.7247,11.3012,396.48,459
max,4,61.3529,24.0532,398.32,787
max,4,68.7153,28.3038,402,1078
max,4,-26.9953,-134.57,413.04,9006
max,4,58.8988,73.7119,431.44,2395
max,4,-2.45413,52.4586,440.64,1834
max,4,73.6235,22.704,464.56,798
max,4,93.2565,31.2053,464.56,1098
max,4,24.5412,5.70141,471.92,170
max,4,-17.1788,86.4639,475.6,2817
max,4,63.8071,14.2027,486.64,498
max,4,2.4541,52.4586,488.48,1839
max,4,122.706,45.3065,490.32,1672
max,4,-2.45412,100.565,492.16,3058
max,4,12.2706,100.565,492.16,3071
max,4,9.81648,2.7999,497.68,158
max,4,-2.45413,35.456,508.72,1298
max,4,98.1647,19.8025,508.72,818
max,4,-71.1694,-109.066,516.08,8346
max,4,17.1788,100.565,517.92,3074
max,4,7.36234,77.9626,517.92,2599
max,4,26.9953,9.95207,528.96,469
max,4,-100.619,-94.9652,536.32,8099
max,4,51.5365,9.95207,540,488
max,4,125.16,24.0532,541.84,840
max,4,76.0776,15.5519,543.68,508
max,4,39.2659,-39.7067,571.28,6452
max,4,58.8988,-79.3117,573.12,7760
max,4,-9.81648,-19.8025,578.64,5850
max,4,46.6282,-60.9599,587.84,7254
max,4,26.9953,7.05056,589.68,172
max,4,-39.2659,-39.7067,593.36,6388
max,4,-7.36236,-26.9547,602.56,6136
max,4,63.8071,11.3012,609.92,499
max,4,-63.8071,-39.7067,613.6,6369
max,4,68.7153,-62.3091,613.6,7271
max,4,-58.8988,-87.813,622.8,7903
max,4,-19.6329,-22.704,622.8,5841
max,4,-49.0824,28.3038,622.8,982
max,4,-71.1694,32.5545,624.64,964
max,4,206.146,-62.3768,628.32,7331
max,4,31.9035,-1.45075,637.52,5296
max,4,-53.9906,45.3065,639.36,1528
max,4,-90.8024,41.0558,643.04,1227
max,4,147.247,11.3012,644.88,566
max,4,88.3483,-14.2027,648.56,5639
max,4,76.0776,-15.5519,665.12,5628
max,4,132.522,-116.354,668.8,8702
max,4,171.788,2.86764,670.64,279
max,4,24.5412,2.7999,674.32,169
max,4,186.513,-164.393,676.16,9487
max,4,196.329,-5.83687,676.16,5404
max,4,196.329,-22.8395,676.16,5986
max,4,171.788,19.8703,678,861
max,4,98.1647,-19.8025,685.36,5938
max,4,-7.62939e-06,-87.813,687.2,7951
max,4,250.32,-2.86764,687.2,5415
max,4,7.36235,-100.565,689.04,8186
max,4,71.1694,-69.4613,689.04,7526
max,4,24.5412,-87.813,696.4,7970
max,4,4.90822,-39.7067,696.4,6425
max,4,110.435,-49.5571,696.4,6782
max,4,49.0824,-14.2027,700.08,5607
max,4,83.44,-28.3038,701.92,6211
max,4,39.2659,11.3012,707.44,478
max,4,31.9035,7.05056,709.28,175
max,4,95.7106,86.4639,709.28,2908
max,4,78.5318,-82.2132,709.28,7777
max,4,61.3529,15.5519,711.12,497
max,4,53.9906,138.889,722.16,4064
max,4,206.146,141.858,724,4095
max,4,120.252,-7.05056,725.84,5367
max,4,161.972,-65.3461,727.68,7322
max,4,103.073,172.894,729.52,4437
max,4,-98.1647,-19.8025,735.04,5778
max,4,147.247,130.387,738.72,3987
max,4,49.0823,164.393,738.72,4339
max,4,137.431,209.868,738.72,4762
max,4,34.3576,167.362,738.72,4336
max,4,98.1647,70.8104,742.4,2428
max,4,61.3529,9.95207,746.08,496
max,4,66.2612,7.05056,747.92,204
max,4,31.9035,-7.05056,749.76,5295
max,4,-100.619,-9.95207,749.76,5485
max,4,63.8071,5.70141,751.6,202
max,4,-171.788,2.86764,751.6,20
max,4,-186.513,28.3716,753.44,899
max,4,58.8988,243.874,757.12,4998
max,4,44.1741,189.897,764.48,4590
max,4,9.81647,164.393,781.04,4331
max,4,63.8071,19.8025,782.88,789
max,4,-147.247,28.3716,786.56,907
max,4,-56.4447,58.0584,786.56,1790
max,4,-53.9906,-5.70141,792.08,5226
max,4,-44.1741,104.816,799.44,3247
max,4,73.6235,11.3012,799.44,507
max,4,17.1788,-41.0558,804.96,6435
max,4,-61.3529,83.5624,808.64,2542
max,4,-58.8988,73.7119,808.64,2299
max,4,-61.3529,103.467,814.16,3233
max,4,-73.6235,121.818,823.36,3647
max,4,-49.0824,82.2132,825.2,2553
max,4,26.9953,1.45075,825.2,171
max,4,-78.5318,-5.70141,839.92,5205
max,4,-39.2659,53.8078,849.12,1805
max,4,14.7247,-2.7999,889.6,5281
max,4,230.687,-121.886,909.84,8927
max,4,22.0871,1.45075,941.12,168
max,4,-112.889,-206.899,994.48,9831
max,4,-137.431,-96.3821,1001.84,8091
max,4,-53.9906,-133.221,1001.84,8983
max,4,-171.788,-116.354,1001.84,8529
max,4,46.6282,-24.0532,1003.68,5896
max,4,-22.0871,120.469,1011.04,3689
max,4,-68.7153,-121.818,1012.88,8772
max,4,-142.339,82.3487,1012.88,2496
max,4,-56.4447,-128.97,1012.88,8981
max,4,-95.7106,94.9652,1012.88,2982
max,4,137.431,-96.3821,1012.88,8270
max,4,-127.614,130.387,1018.4,3832
max,4,-132.522,-116.354,1018.4,8537
max,4,-112.889,-56.7093,1020.24,6865
max,4,-29.4494,181.395,1020.24,4494
max,4,-152.155,189.897,1022.08,4550
max,4,-95.7106,86.4639,1023.92,2753
max,4,122.706,-189.897,1025.76,9726
max,4,-201.238,-150.359,1029.44,9226
max,4,-147.247,90.85,1029.44,2736
max,4,-186.513,96.3821,1031.28,2961
max,4,24.5412,-2.7999,1033.12,5289
max,4,46.6282,52.4586,1033.12,1874
max,4,-211.054,133.357,1033.12,3815
max,4,-24.5412,240.904,1034.96,4981
max,4,-34.3576,167.362,1034.96,4322
max,4,-166.88,11.369,1034.96,321
max,4,68.7153,53.8078,1034.96,1893
max,4,44.1741,36.8052,1034.96,1336
max,5,-49.0824,5.70141,153.6,109
max,5,-46.6282,7.05056,153.6,111
max,5,-34.3577,-11.3012,155.44,5539
max,5,-26.9953,1.45075,155.44,128
max,5,-63.8071,19.8025,157.28,685
max,5,-78.5318,14.2027,157.28,383
max,5,-66.2612,15.5519,157.28,393
max,5,-78.5318,11.3012,157.28,382
max,5,-76.0777,18.4534,157.28,676
max,5,-34.3577,-5.70141,157.28,5242
max,5,-9.81648,-2.7999,157.28,5262
max,5,-36.8118,7.05056,159.12,119
max,5,-76.0777,24.0532,159.12,675
max,5,-22.0871,-7.05056,159.12,5252
max,5,-76.0777,15.5519,159.12,385
max,5,-12.2706,-1.45075,159.12,5259
max,5,-46.6282,9.95207,159.12,408
max,5,-29.4494,5.70141,172,125
max,5,-44.1741,-11.3012,173.84,5531
max,5,-88.3482,28.3038,173.84,950
max,5,-93.2565,19.8025,173.84,661
max,5,-44.1741,5.70141,173.84,114
max,5,-36.8118,-9.95207,173.84,5536
max,5,-90.8024,24.0532,173.84,664
max,5,-22.0871,1.45075,173.84,131
max,5,-90.8024,18.4534,173.84,663
max,5,-44.1741,11.3012,173.84,411
max,5,-44.1741,-5.70141,173.84,5234
max,5,-88.3482,22.704,173.84,665
max,5,-90.8024,15.5519,173.84,372
max,5,-39.2659,2.7999,173.84,118
max,5,-85.8941,24.0532,175.68,667
max,5,-26.9953,7.05056,190.4,127
max,5,-31.9035,1.45075,190.4,123
max,5,-41.72,7.05056,192.24,116
max,5,-83.44,19.8025,192.24,669
max,5,-41.72,-1.45075,192.24,5235
max,5,-41.72,-7.05056,192.24,5236
max,5,-80.9859,24.0532,192.24,672
max,5,-31.9035,7.05056,194.08,124
max,5,-83.44,14.2027,194.08,378
max,5,-85.8941,15.5519,197.76,377
max,5,-41.72,9.95207,199.6,413
max,5,-80.9859,18.4534,201.44,671
max,5,-44.1741,14.2027,208.8,410
max,5,-103.073,14.2027,210.64,362
max,5,-115.344,32.5545,210.64,929
max,5,-95.7106,9.95207,210.64,368
max,5,-115.344,26.9547,210.64,928
max,5,-80.9859,9.95207,210.64,381
max,5,-88.3483,39.7067,214.32,1228
max,5,-88.3483,36.8052,214.32,1229
max,5,-39.2659,11.3012,216.16,414
max,5,-39.2659,14.2027,216.16,415
max,5,-41.72,15.5519,218,412
max,5,-24.5412,5.70141,223.52,130
max,5,-29.4494,-2.7999,223.52,5246
max,5,-66.2612,9.95207,225.36,392
max,5,-85.8941,41.0558,234.56,1230
max,5,-85.8941,35.456,240.08,1231
max,5,-36.8118,15.5519,243.76,417
max,5,-34.3577,14.2027,260.32,418
max,5,12.2706,100.565,262.16,3071
max,5,-76.0777,26.9547,262.16,960
max,5,-51.5365,18.4534,262.16,695
max,5,-36.8118,18.4534,264,708
max,5,-63.8071,31.2053,264,970
max,5,17.1788,100.565,265.84,3074
max,5,-73.6235,31.2053,265.84,962
max,5,-73.6235,36.8052,267.68,1240
max,5,-29.4494,14.2027,273.2,423
max,5,-29.4494,11.3012,276.88,422
max,5,-85.8941,32.5545,276.88,953
max,5,-17.1788,86.4639,278.72,2817
max,5,-34.3577,19.8025,280.56,709
max,5,-31.9035,15.5519,282.4,420
max,5,-31.9035,18.4534,282.4,711
max,5,-31.9035,9.95207,291.6,421
max,5,-34.3577,11.3012,291.6,419
max,5,-98.1647,31.2053,295.28,943
max,5,-93.2565,36.8052,295.28,1224
max,5,-93.2565,39.7067,297.12,1225
max,5,-95.7106,32.5545,297.12,945
max,5,-90.8024,41.0558,298.96,1227
max,5,-83.44,39.7067,300.8,1233
max,5,-88.3482,31.2053,302.64,951
max,5,-46.6282,24.0532,304.48,699
max,5,-90.8024,32.5545,306.32,948
max,5,-29.4494,19.8025,310,714
max,5,269.953,-2.86764,311.84,5419
max,5,265.045,-5.83687,313.68,5418
max,5,260.136,-2.86764,317.36,5417
max,5,-7.36236,-100.565,317.36,8175
max,5,31.9035,-69.4613,322.88,7494
max,5,17.1788,-60.9599,322.88,7230
max,5,-26.9953,18.4534,322.88,716
max,5,-49.0824,22.704,324.72,697
max,5,255.228,-5.83687,324.72,5416
max,5,-73.6235,28.3038,326.56,963
max,5,-73.6235,22.704,326.56,678
max,5,-68.7153,36.8052,326.56,1245
max,5,-61.353,26.9547,326.56,973
max,5,-71.1694,32.5545,328.4,964
max,5,9.81648,-19.8025,328.4,5866
max,5,17.1788,-41.0558,328.4,6435
max,5,-24.5412,14.2027,330.24,426
max,5,-26.9953,15.5519,332.08,425
max,5,245.412,-11.369,335.76,5708
max,5,-41.72,117.568,335.76,3465
max,5,137.431,-96.3821,335.76,8270
max,5,-49.0824,164.393,337.6,4319
max,5,240.504,-14.3382,339.44,5707
max,5,-19.6329,-22.704,339.44,5841
max,5,191.421,-99.3513,341.28,8281
