psa,event,x,y,z,pad
max,5,-24.5412,19.8025,341.28,717
max,5,-29.4494,22.704,341.28,713
max,5,68.7153,-147.39,341.28,9281
max,5,-100.619,-94.9652,341.28,8099
max,5,58.8988,73.7119,341.28,2395
max,5,-3.8147e-06,-243.874,343.12,10106
max,5,-7.36236,7.05056,344.96,143
max,5,-53.9906,19.8025,344.96,693
max,5,-56.4447,24.0532,344.96,691
max,5,-14.7247,14.2027,344.96,434
max,5,-4.90825,2.7999,344.96,145
max,5,-12.2706,9.95207,344.96,437
max,5,147.247,90.85,344.96,2925
max,5,-26.9953,24.0532,346.8,715
max,5,-29.4494,-141.858,348.64,9167
max,5,29.4494,-141.858,348.64,9179
max,5,230.687,-14.3382,350.48,5705
max,5,-171.788,19.8703,350.48,614
max,5,-12.2706,-120.469,350.48,8817
max,5,49.0824,82.2132,350.48,2633
max,5,122.706,-189.897,350.48,9726
max,5,93.2565,-53.8078,350.48,7032
max,5,-26.9953,-134.57,352.32,9006
max,5,46.6282,52.4586,352.32,1874
max,5,-49.0824,158.861,352.32,4229
max,5,-24.5412,22.704,352.32,718
max,5,-78.5318,215.4,354.16,4788
max,5,58.8988,-79.3117,354.16,7760
max,5,230.687,-121.886,356,8927
max,5,-103.073,28.3038,357.84,939
max,5,220.871,-14.3382,359.68,5703
max,5,-63.8071,-39.7067,359.68,6369
max,5,220.871,-19.8703,359.68,5991
max,5,44.1741,36.8052,361.52,1336
max,5,-49.0824,28.3038,361.52,982
max,5,73.6235,-130.32,361.52,9088
max,5,-19.6329,5.70141,363.36,133
max,5,-166.88,11.369,363.36,321
max,5,-22.0871,18.4534,363.36,719
max,5,-171.788,-184.364,363.36,9585
max,5,-78.5318,-31.2053,363.36,6079
max,5,-19.6329,11.3012,365.2,430
max,5,-66.2612,26.9547,365.2,968
max,5,-66.2612,24.0532,365.2,683
max,5,-39.2659,22.704,365.2,705
max,5,-17.1788,7.05056,365.2,135
max,5,-19.6329,14.2027,365.2,431
max,5,-14.7247,-206.899,365.2,9851
max,5,220.871,70.8781,365.2,2463
max,5,-22.0871,15.5519,365.2,428
max,5,-152.155,-138.889,367.04,9142
max,5,215.962,-22.8395,367.04,5990
max,5,44.1741,-155.891,367.04,9368
max,5,211.054,-19.8703,368.88,5989
max,5,-36.8118,-15.5519,370.72,5537
max,5,24.5412,-201.367,370.72,9784
max,5,46.6282,-60.9599,376.24,7254
max,5,53.9906,-133.221,378.08,9071
max,5,206.146,-22.8395,378.08,5988
max,5,-215.962,22.8395,379.92,605
max,5,-19.6329,19.8025,379.92,722
max,5,68.7153,-62.3091,381.76,7271
max,5,-83.44,28.3038,381.76,955
max,5,-7.36236,-26.9547,381.76,6136
max,5,-22.0871,24.0532,381.76,720
max,5,201.238,-19.8703,383.6,5987
max,5,-19.6329,22.704,383.6,721
max,5,-14.7247,-79.3117,383.6,7701
max,5,196.329,-22.8395,387.28,5986
max,5,117.798,53.8078,389.12,1933
max,5,-132.522,-116.354,389.12,8537
max,5,191.421,104.883,390.96,3381
max,5,-240.504,70.8781,392.8,2228
max,5,39.2659,-39.7067,394.64,6452
max,5,-39.2659,-39.7067,394.64,6388
max,5,-152.155,-121.886,394.64,8744
max,5,68.7153,99.2159,396.48,3117
max,5,186.513,-28.3716,398.32,6266
max,5,186.513,-22.8395,400.16,5984
max,5,-9.81648,-19.8025,400.16,5850
max,5,-71.1694,35.456,400.16,1242
max,5,-24.5412,-19.8025,402,5837
max,5,-83.44,-28.3038,403.84,6075
max,5,-76.0777,35.456,403.84,1239
max,5,-71.1694,-109.066,403.84,8346
max,5,-78.5318,28.3038,403.84,958
max,5,-56.4447,32.5545,405.68,977
max,5,-12.2706,15.5519,405.68,436
max,5,-9.81648,11.3012,405.68,438
max,5,-2.45413,1.45075,405.68,147
max,5,-88.3482,11.3012,405.68,374
max,5,-56.4447,18.4534,407.52,692
max,5,53.9906,73.7119,407.52,2392
max,5,176.697,-28.3716,411.2,6264
max,5,-17.1788,24.0532,411.2,723
max,5,-17.1788,18.4534,414.88,724
max,5,-14.7247,22.704,414.88,726
max,5,166.88,-28.3716,418.56,6262
max,5,-17.1788,26.9547,420.4,1008
max,5,-14.7247,19.8025,420.4,725
max,5,-66.2612,75.0611,424.08,2293
max,5,-58.8988,73.7119,424.08,2299
max,5,-58.8988,-87.813,425.92,7903
max,5,-9.81648,-232.403,427.76,10048
max,5,-61.3529,75.0611,427.76,2298
max,5,157.064,-28.3716,429.6,6260
max,5,-22.0871,41.0558,436.96,1283
max,5,-39.2659,56.7093,436.96,1804
max,5,-56.4447,75.0611,438.8,2301
max,5,-76.0777,100.565,440.64,2999
max,5,132.522,-116.354,440.64,8702
max,5,147.247,-28.3716,440.64,6258
max,5,-49.0824,19.8025,440.64,698
max,5,-83.44,90.7145,440.64,2763
max,5,-80.9859,86.4639,440.64,2764
max,5,-78.5318,99.2159,440.64,2997
max,5,186.513,-164.393,442.48,9487
max,5,71.1694,-69.4613,442.48,7526
max,5,-12.2706,24.0532,444.32,728
max,5,142.339,-31.3408,444.32,6257
max,5,139.885,-26.9547,446.16,6256
max,5,137.431,-28.3038,448,6254
max,5,-53.9906,45.3065,451.68,1528
max,5,-9.81648,22.704,451.68,729
max,5,134.976,-26.9547,453.52,6253
max,5,130.068,-26.9547,455.36,6248
max,5,171.788,19.8703,455.36,861
max,5,161.972,-65.3461,457.2,7322
max,5,-1.14441e-05,45.3065,457.2,1571
max,5,-9.81648,45.3065,459.04,1563
max,5,-12.2706,26.9547,459.04,1013
max,5,-12.2706,32.5545,460.88,1012
max,5,-12.2706,18.4534,460.88,727
max,5,-7.36237,32.5545,460.88,1017
max,5,-9.81648,19.8025,462.72,730
max,5,125.16,-26.9547,464.56,6245
max,5,206.146,141.858,464.56,4095
max,5,122.706,-22.704,464.56,5958
max,5,120.252,-26.9547,466.4,6240
max,5,-7.62939e-06,-87.813,468.24,7951
max,5,120.252,-24.0532,470.08,5955
max,5,117.798,-28.3038,470.08,6238
max,5,46.6282,-24.0532,471.92,5896
max,5,115.344,-24.0532,473.76,5952
max,5,110.435,-49.5571,473.76,6782
max,5,-39.2659,53.8078,475.6,1805
max,5,4.90822,-39.7067,475.6,6425
max,5,-7.36236,24.0532,477.44,731
max,5,-4.90825,62.3091,477.44,2092
max,5,110.435,-24.0532,477.44,5947
max,5,9.81647,164.393,479.28,4331
max,5,-9.81648,28.3038,479.28,1014
max,5,107.981,-22.704,479.28,5945
max,5,-7.36236,60.9599,479.28,2089
max,5,7.36235,-100.565,479.28,8186
max,5,-1.33514e-05,11.3012,479.28,446
max,5,-1.14441e-05,62.3091,481.12,2095
max,5,105.527,-24.0532,481.12,5944
max,5,49.0823,164.393,482.96,4339
max,5,103.073,-22.704,486.64,5942
max,5,-2.45413,52.4586,488.48,1834
max,5,-4.90825,22.704,490.32,734
max,5,-9.81648,82.2132,492.16,2585
max,5,95.7106,-24.0532,492.16,5936
max,5,98.1647,-22.704,492.16,5937
max,5,98.1647,-19.8025,492.16,5938
max,5,93.2565,-19.8025,494,5933
max,5,95.7106,-18.4534,494,5935
max,5,-14.7247,56.7093,494,1825
max,5,-7.62939e-06,87.813,495.84,2831
max,5,-4.90825,36.8052,495.84,1296
max,5,-9.81648,73.7119,495.84,2339
max,5,-12.2706,92.0637,495.84,2821
max,5,120.252,-7.05056,497.68,5367
max,5,-7.36236,26.9547,499.52,1016
max,5,88.3483,-19.8025,501.36,5930
max,5,90.8024,-18.4534,501.36,5932
max,5,137.431,209.868,501.36,4762
max,5,88.3483,-14.2027,503.2,5639
max,5,44.1741,189.897,505.04,4590
max,5,-2.45413,26.9547,505.04,1021
max,5,85.8941,-18.4534,506.88,5927
max,5,83.44,-19.8025,506.88,5925
max,5,53.9906,138.889,506.88,4064
max,5,-4.90825,28.3038,508.72,1019
max,5,103.073,172.894,508.72,4437
max,5,-14.7247,31.2053,510.56,1010
max,5,80.9859,-18.4534,510.56,5924
max,5,-7.36236,75.0611,510.56,2341
max,5,78.5318,-14.2027,512.4,5631
max,5,80.9859,-15.5519,512.4,5633
max,5,58.8988,243.874,512.4,4998
max,5,-4.90825,19.8025,512.4,733
max,5,76.0776,-15.5519,514.24,5628
max,5,76.0776,-18.4534,514.24,5919
max,5,34.3576,167.362,517.92,4336
max,5,-2.45413,24.0532,519.76,736
max,5,73.6235,-14.2027,519.76,5626
max,5,71.1694,-15.5519,521.6,5625
max,5,147.247,130.387,523.44,3987
max,5,24.5412,-87.813,523.44,7970
max,5,68.7153,-14.2027,525.28,5623
max,5,78.5318,-82.2132,527.12,7777
max,5,68.7153,-11.3012,527.12,5622
max,5,-186.513,28.3716,530.8,899
max,5,63.8071,-11.3012,530.8,5619
max,5,61.3529,-9.95207,532.64,5616
max,5,58.8988,-11.3012,534.48,5614
max,5,-4.90824,70.8104,536.32,2343
max,5,-147.247,28.3716,536.32,907
max,5,-1.33514e-05,22.704,538.16,737
max,5,56.4447,-9.95207,538.16,5613
max,5,-245.412,-62.3768,540,7092
max,5,-171.788,2.86764,543.68,20
max,5,-49.0824,82.2132,549.2,2553
max,5,44.1741,-5.70141,551.04,5306
max,5,-44.1741,104.816,551.04,3247
max,5,-1.33514e-05,31.2053,552.88,1023
max,5,44.1741,-2.7999,552.88,5305
max,5,46.6282,-1.45075,552.88,5307
max,5,-1.33514e-05,5.70141,554.72,149
max,5,39.2659,-2.7999,556.56,5302
max,5,-78.5318,-5.70141,556.56,5205
max,5,-73.6235,121.818,558.4,3647
max,5,2.4541,24.0532,560.24,739
max,5,-61.3529,103.467,563.92,3233
max,5,95.7106,86.4639,571.28,2908
max,5,-53.9906,-5.70141,573.12,5226
max,5,26.9953,7.05056,574.96,172
max,5,-61.3529,83.5624,574.96,2542
max,5,-98.1647,-19.8025,576.8,5778
max,5,4.90825,22.704,578.64,742
max,5,-100.619,-9.95207,580.48,5485
max,5,83.44,-28.3038,595.2,6211
max,5,7.36237,24.0532,654.08,744
max,5,-56.4447,58.0584,657.76,1790
max,5,9.81648,22.704,665.12,745
max,5,9.81648,19.8025,724,746
max,5,12.2706,18.4534,746.08,748
max,5,-171.788,-116.354,746.08,8529
max,5,-68.7153,-121.818,751.6,8772
max,5,-112.889,-56.7093,753.44,6865
max,5,14.7247,19.8025,784.72,749
max,5,-137.431,-96.3821,788.4,8091
max,5,-201.238,-150.359,788.4,9226
max,5,-56.4447,-128.97,792.08,8981
max,5,-53.9906,-133.221,793.92,8983
max,5,-24.5412,240.904,797.6,4981
max,5,-112.889,-206.899,797.6,9831
max,5,-127.614,130.387,799.44,3832
max,5,-29.4494,181.395,808.64,4494
max,5,12.2706,24.0532,814.16,747
max,5,-95.7106,86.4639,816,2753
max,5,-211.054,133.357,816,3815
max,5,-95.7106,94.9652,821.52,2982
max,5,-34.3576,167.362,821.52,4322
max,5,-142.339,82.3487,830.72,2496
max,5,-152.155,189.897,830.72,4550
max,5,14.7247,22.704,832.56,750
max,5,68.7153,53.8078,839.92,1893
max,5,-147.247,90.85,841.76,2736
max,5,-186.513,96.3821,854.64,2961
max,5,-22.0871,120.469,865.68,3689
max,5,17.1788,18.4534,900.64,751
max,5,-14.7247,-116.218,909.84,8607
max,5,196.329,-5.83687,944.8,5404
max,5,17.1788,15.5519,950.32,460
max,5,98.1647,70.8104,968.72,2428
max,5,93.2565,31.2053,981.6,1098
max,5,122.706,45.3065,988.96,1672
max,5,49.0824,28.3038,988.96,1062
max,5,73.6235,22.704,988.96,798
max,5,125.16,24.0532,1011.04,840
max,5,19.6329,14.2027,1016.56,463
max,5,22.0871,15.5519,1022.08,465
max,5,171.788,2.86764,1023.92,279
max,5,7.36234,77.9626,1027.6,2599
max,5,19.6329,11.3012,1031.28,462
max,5,19.6329,19.8025,1034.96,754
multifit,0,-41.72,117.568,264.375,3465
multifit,0,-240.504,70.8781,357.013,2228
multifit,0,-78.5318,-31.2053,356.737,6079
multifit,0,46.6282,52.4586,361.436,1874
multifit,0,76.0776,15.5519,360.026,508
multifit,0,68.7153,53.8078,363.785,1893
multifit,0,51.5365,9.95207,370.202,488
multifit,0,-171.788,19.8703,370.84,614
multifit,0,-215.962,22.8395,373.283,605
multifit,0,-24.5412,-19.8025,375.724,5837
multifit,0,-83.44,-28.3038,378.971,6075
multifit,0,-166.88,11.369,380.623,321
multifit,0,-36.8118,-15.5519,384.149,5537
multifit,0,58.8988,73.7119,411.956,2395
multifit,0,-2.45412,100.565,436.869,3058
multifit,0,17.1788,100.565,441.319,3074
multifit,0,12.2706,100.565,440.969,3071
multifit,0,125.16,24.0532,442.673,840
multifit,0,44.1741,36.8052,444.969,1336
multifit,0,2.4541,52.4586,445.916,1839
multifit,0,7.36234,77.9626,451.323,2599
multifit,0,98.1647,19.8025,452.208,818
multifit,0,-2.45413,35.456,469.331,1298
multifit,0,122.706,45.3065,470.233,1672
multifit,0,-17.1788,86.4639,474.375,2817
multifit,0,-2.45413,52.4586,481.589,1834
multifit,0,93.2565,31.2053,493.775,1098
multifit,0,-100.619,-94.9652,512.626,8099
multifit,0,73.6235,22.704,516.922,798
multifit,0,68.7153,-62.3091,519.675,7271
multifit,0,-58.8988,-87.813,521.539,7903
multifit,0,-7.36236,-26.9547,526.534,6136
multifit,0,-152.155,-138.889,542.641,9142
multifit,0,-171.788,-184.364,553.901,9585
multifit,0,-9.81648,-19.8025,554.727,5850
multifit,0,58.8988,-79.3117,558.382,7760
multifit,0,-152.155,-121.886,559.623,8744
multifit,0,46.6282,-60.9599,564.054,7254
multifit,0,-132.522,-116.354,568.723,8537
multifit,0,-39.2659,-39.7067,572.095,6388
multifit,0,-19.6329,-22.704,571.881,5841
multifit,0,39.2659,-39.7067,573.316,6452
multifit,0,-63.8071,-39.7067,585.159,6369
multifit,0,78.5318,-82.2132,591.739,7777
multifit,0,76.0776,-15.5519,607.402,5628
multifit,0,-71.1694,32.5545,618.118,964
multifit,0,-90.8024,41.0558,620.915,1227
multifit,0,-53.9906,45.3065,621.599,1528
multifit,0,132.522,-116.354,621.353,8702
multifit,0,71.1694,-69.4613,622.944,7526
multifit,0,196.329,-5.83687,625.642,5404
multifit,0,250.32,-2.86764,630.674,5415
multifit,0,24.5412,-87.813,633.403,7970
multifit,0,161.972,-65.3461,634.886,7322
multifit,0,171.788,19.8703,634.807,861
multifit,0,120.252,-7.05056,637.296,5367
multifit,0,-71.1694,-109.066,637.358,8346
multifit,0,-49.0824,28.3038,639.484,982
multifit,0,137.431,209.868,647.376,4762
multifit,0,110.435,-49.5571,648.464,6782
multifit,0,147.247,11.3012,649.82,566
multifit,0,171.788,2.86764,648.753,279
multifit,0,83.44,-28.3038,653.406,6211
multifit,0,4.90822,-39.7067,655.382,6425
multifit,0,7.36235,-100.565,657.328,8186
multifit,0,88.3483,-14.2027,660.103,5639
multifit,0,-7.36236,-100.565,661.211,8175
multifit,0,186.513,-164.393,667.559,9487
multifit,0,196.329,-22.8395,667.769,5986
multifit,0,49.0823,164.393,677.38,4339
multifit,0,46.6282,-24.0532,679.17,5896
multifit,0,49.0824,-14.2027,680.79,5607
multifit,0,-98.1647,-19.8025,682.034,5778
multifit,0,34.3576,167.362,682.509,4336
multifit,0,98.1647,70.8104,685.267,2428
multifit,0,9.81647,164.393,684.073,4331
multifit,0,44.1741,189.897,684.208,4590
multifit,0,206.146,141.858,685.858,4095
multifit,0,58.8988,243.874,686.828,4998
multifit,0,103.073,172.894,688.226,4437
multifit,0,-100.619,-9.95207,687.296,5485
multifit,0,53.9906,138.889,689.599,4064
multifit,0,147.247,130.387,693.094,3987
multifit,0,-14.7247,-116.218,694.896,8607
multifit,0,-14.7247,-79.3117,699.458,7701
multifit,0,-147.247,28.3716,699.842,907
multifit,0,95.7106,86.4639,700.218,2908
multifit,0,-39.2659,53.8078,708.615,1805
multifit,0,-12.2706,-120.469,711.936,8817
multifit,0,-186.513,28.3716,713.931,899
multifit,0,-171.788,2.86764,715.374,20
multifit,0,-245.412,-62.3768,719.95,7092
multifit,0,-58.8988,73.7119,722.875,2299
multifit,0,-73.6235,121.818,724.911,3647
multifit,0,-53.9906,-5.70141,737.677,5226
multifit,0,-7.62939e-06,-87.813,739.108,7951
multifit,0,-49.0824,82.2132,742.844,2553
multifit,0,-61.3529,103.467,744.66,3233
multifit,0,98.1647,-19.8025,746.729,5938
multifit,0,-78.5318,-5.70141,771.984,5205
multifit,0,-44.1741,104.816,793.202,3247
multifit,0,-61.3529,83.5624,805.815,2542
multifit,0,-3.8147e-06,-243.874,816.834,10106
multifit,0,-56.4447,58.0584,817.474,1790
multifit,0,73.6235,-130.32,816.536,9088
multifit,0,44.1741,-155.891,819.622,9368
multifit,0,68.7153,-147.39,823.2,9281
multifit,0,24.5412,-201.367,824.097,9784
multifit,0,-29.4494,-141.858,837.44,9167
multifit,0,-14.7247,-206.899,841.868,9851
multifit,0,29.4494,-141.858,845.468,9179
multifit,0,122.706,-189.897,849.912,9726
multifit,0,53.9906,-133.221,857.62,9071
multifit,0,-26.9953,-134.57,884.702,9006
multifit,0,-9.81648,-232.403,896.987,10048
multifit,0,49.0824,28.3038,905.826,1062
multifit,0,230.687,-121.886,922.908,8927
multifit,0,93.2565,-53.8078,927.206,7032
multifit,0,191.421,-99.3513,937.393,8281
multifit,0,-53.9906,-133.221,940.788,8983
multifit,0,137.431,-96.3821,943.942,8270
multifit,0,-112.889,-206.899,951.697,9831
multifit,0,-137.431,-96.3821,957.318,8091
multifit,0,-112.889,-56.7093,959.062,6865
multifit,0,-68.7153,-121.818,957.897,8772
multifit,0,-201.238,-150.359,965.248,9226
multifit,0,-171.788,-116.354,968.073,8529
multifit,0,31.9035,-69.4613,969.805,7494
multifit,0,9.81648,-19.8025,968.729,5866
multifit,0,17.1788,-60.9599,973.489,7230
multifit,0,17.1788,-41.0558,973.893,6435
multifit,0,-56.4447,-128.97,979.85,8981
multifit,0,-95.7106,94.9652,981.577,2982
multifit,0,-152.155,189.897,989.754,4550
multifit,0,-142.339,82.3487,994.951,2496
multifit,0,-34.3576,167.362,999.681,4322
multifit,0,-127.614,130.387,998.415,3832
multifit,0,-95.7106,86.4639,1003.12,2753
multifit,0,-186.513,96.3821,1003.8,2961
multifit,0,-147.247,90.85,1007.2,2736
multifit,0,-22.0871,120.469,1012.82,3689
multifit,0,-24.5412,240.904,1013.21,4981
multifit,0,-211.054,133.357,1018.43,3815
multifit,0,-29.4494,181.395,1028.16,4494
multifit,0,68.7153,99.2159,1034.04,3117
multifit,1,17.1788,-18.4534,223.843,5871
multifit,1,14.7247,-19.8025,225.012,5869
multifit,1,51.5365,-58.0584,228.433,6998
multifit,1,24.5412,-36.8052,228.066,6440
multifit,1,14.7247,-14.2027,228.028,5578
multifit,1,36.8118,-43.9573,245.462,6722
multifit,1,39.2659,-45.3065,263.12,6723
multifit,1,17.1788,-24.0532,268.974,5872
multifit,1,39.2659,-36.8052,270.254,6453
multifit,1,44.1741,-39.7067,271.06,6457
multifit,1,39.2659,-39.7067,269.805,6452
multifit,1,12.2706,-15.5519,288.744,5577
multifit,1,41.72,-35.456,288.557,6455
multifit,1,36.8118,-35.456,288.233,6450
multifit,1,34.3577,-45.3065,288.218,6720
multifit,1,41.72,-41.0558,288.52,6454
multifit,1,22.0871,-32.5545,290.497,6161
multifit,1,12.2706,-18.4534,290.688,5868
multifit,1,14.7247,-22.704,293.132,5870
multifit,1,2.45413,-18.4534,338.711,5860
multifit,1,2.45413,-32.5545,339.467,6145
multifit,1,9.81648,-19.8025,342.236,5866
multifit,1,9.81648,-22.704,344.704,5865
multifit,1,2.4541,-35.456,370.502,6423
multifit,1,9.81648,-22.704,388.16,5865
multifit,1,-17.1788,86.4639,559.701,2817
multifit,1,49.0824,28.3038,592.807,1062
multifit,1,122.706,45.3065,594.394,1672
multifit,1,98.1647,19.8025,596.474,818
multifit,1,17.1788,100.565,596.224,3074
multifit,1,7.36234,77.9626,598.355,2599
multifit,1,-2.45413,35.456,597.082,1298
multifit,1,-2.45413,52.4586,600.847,1834
multifit,1,73.6235,22.704,611.463,798
multifit,1,12.2706,100.565,612.642,3071
multifit,1,76.0776,15.5519,614.934,508
multifit,1,51.5365,9.95207,614.849,488
multifit,1,-2.45412,100.565,618.346,3058
multifit,1,2.4541,52.4586,619.738,1839
multifit,1,125.16,24.0532,623.432,840
multifit,1,93.2565,31.2053,624.59,1098
multifit,1,-9.81648,-19.8025,680.865,5850
multifit,1,-100.619,-94.9652,683.691,8099
multifit,1,53.9906,73.7119,685.312,2392
multifit,1,-39.2659,-39.7067,692.263,6388
multifit,1,68.7153,99.2159,690.942,3117
multifit,1,-63.8071,-39.7067,695.531,6369
multifit,1,-58.8988,-87.813,701.538,7903
multifit,1,-71.1694,-109.066,701.045,8346
multifit,1,68.7153,-62.3091,701.603,7271
multifit,1,58.8988,-79.3117,700.574,7760
multifit,1,-26.9953,-134.57,704.091,9006
multifit,1,-19.6329,-22.704,708.5,5841
multifit,1,-49.0824,164.393,710.977,4319
multifit,1,-49.0824,28.3038,709.565,982
multifit,1,-90.8024,41.0558,718.283,1227
multifit,1,-7.36236,-26.9547,719.827,6136
multifit,1,-14.7247,-79.3117,720.433,7701
multifit,1,-53.9906,45.3065,724.407,1528
multifit,1,46.6282,-60.9599,724.035,7254
multifit,1,-36.8118,-15.5519,737.384,5537
multifit,1,-171.788,-184.364,736.958,9585
multifit,1,68.7153,53.8078,737.631,1893
multifit,1,-7.36236,-100.565,741.563,8175
multifit,1,93.2565,-53.8078,742.283,7032
multifit,1,191.421,104.883,741.424,3381
multifit,1,17.1788,-41.0558,741.369,6435
multifit,1,-24.5412,-19.8025,742.568,5837
multifit,1,-14.7247,-206.899,743.018,9851
multifit,1,147.247,90.85,744.326,2925
multifit,1,-51.5365,9.95207,745.889,405
multifit,1,49.0824,82.2132,747.064,2633
multifit,1,44.1741,-155.891,746.677,9368
multifit,1,-103.073,28.3038,746.716,939
multifit,1,191.421,-99.3513,748.11,8281
multifit,1,137.431,-96.3821,748.321,8270
multifit,1,-88.3482,11.3012,748.169,374
multifit,1,24.5412,-201.367,747.979,9784
multifit,1,-166.88,11.369,750.014,321
multifit,1,196.329,-22.8395,750.725,5986
multifit,1,-78.5318,215.4,750.094,4788
multifit,1,117.798,53.8078,752.111,1933
multifit,1,7.36235,-100.565,753.035,8186
multifit,1,-132.522,-116.354,752.245,8537
multifit,1,-83.44,-28.3038,752.993,6075
multifit,1,-171.788,19.8703,754.725,614
multifit,1,73.6235,-130.32,754.08,9088
multifit,1,-9.81648,-232.403,754.971,10048
multifit,1,-3.8147e-06,-243.874,756.519,10106
multifit,1,29.4494,-141.858,755.397,9179
multifit,1,-41.72,117.568,756.279,3465
multifit,1,-12.2706,-1.45075,755.78,5259
multifit,1,-152.155,-138.889,755.674,9142
multifit,1,-152.155,-121.886,757.998,8744
multifit,1,24.5412,-87.813,758.543,7970
multifit,1,58.8988,73.7119,760.46,2395
multifit,1,31.9035,-69.4613,762.077,7494
multifit,1,-240.504,70.8781,760.917,2228
multifit,1,44.1741,36.8052,764.195,1336
multifit,1,122.706,-189.897,764.233,9726
multifit,1,-215.962,22.8395,764.436,605
multifit,1,46.6282,52.4586,766.811,1874
multifit,1,171.788,19.8703,766.886,861
multifit,1,-78.5318,-31.2053,770.412,6079
multifit,1,53.9906,-133.221,771.521,9071
multifit,1,-29.4494,-141.858,772.324,9167
multifit,1,230.687,-121.886,772.221,8927
multifit,1,4.90822,-39.7067,772.353,6425
multifit,1,171.788,2.86764,775.048,279
multifit,1,78.5318,-82.2132,776.234,7777
multifit,1,196.329,-5.83687,778.46,5404
multifit,1,147.247,11.3012,777.758,566
multifit,1,132.522,-116.354,781.92,8702
multifit,1,49.0824,-14.2027,783.327,5607
multifit,1,220.871,70.8781,784.929,2463
multifit,1,206.146,-62.3768,787.55,7331
multifit,1,-49.0824,158.861,786.82,4229
multifit,1,-71.1694,32.5545,788.201,964
multifit,1,68.7153,-147.39,791.384,9281
multifit,1,250.32,-2.86764,790.882,5415
multifit,1,186.513,-164.393,792.662,9487
multifit,1,161.972,-65.3461,801.496,7322
multifit,1,71.1694,-69.4613,802.162,7526
multifit,1,110.435,-49.5571,805.124,6782
multifit,1,-14.7247,-116.218,805.816,8607
multifit,1,-7.62939e-06,-87.813,807.862,7951
multifit,1,-12.2706,-120.469,807.72,8817
multifit,1,76.0776,-15.5519,812.615,5628
multifit,1,137.431,209.868,814.9,4762
multifit,1,120.252,-7.05056,814.331,5367
multifit,1,206.146,-62.3768,817.758,7331
multifit,1,83.44,-28.3038,826.089,6211
multifit,1,46.6282,-24.0532,829.457,5896
multifit,1,-245.412,-62.3768,839.748,7092
multifit,1,49.0823,164.393,841.682,4339
multifit,1,53.9906,138.889,843.304,4064
multifit,1,88.3483,-14.2027,843.576,5639
multifit,1,-49.0824,82.2132,844.937,2553
multifit,1,58.8988,243.874,847.18,4998
multifit,1,17.1788,-60.9599,847.941,7230
multifit,1,34.3576,167.362,851.321,4336
multifit,1,9.81647,164.393,853.278,4331
multifit,1,44.1741,189.897,853.022,4590
multifit,1,103.073,172.894,859.314,4437
multifit,1,-245.412,-62.3768,861.08,7092
multifit,1,98.1647,70.8104,866.766,2428
multifit,1,206.146,141.858,868.402,4095
multifit,1,98.1647,-19.8025,869.285,5938
multifit,1,95.7106,86.4639,869.756,2908
multifit,1,147.247,130.387,875.08,3987
multifit,1,-186.513,28.3716,877.852,899
multifit,1,-147.247,28.3716,876.872,907
multifit,1,-44.1741,104.816,880.148,3247
multifit,1,-245.412,-62.3768,878.705,7092
multifit,1,-58.8988,73.7119,885.705,2299
multifit,1,-56.4447,58.0584,886.298,1790
multifit,1,-73.6235,121.818,889.421,3647
multifit,1,-39.2659,53.8078,888.613,1805
multifit,1,-245.412,-62.3768,892.921,7092
multifit,1,-98.1647,-19.8025,893.133,5778
multifit,1,-61.3529,103.467,896.73,3233
multifit,1,-61.3529,83.5624,895.616,2542
multifit,1,-171.788,2.86764,898.145,20
multifit,1,-100.619,-9.95207,907.972,5485
multifit,1,-53.9906,-5.70141,959.59,5226
multifit,1,-78.5318,-5.70141,959.969,5205
multifit,1,-112.889,-56.7093,1024.7,6865
multifit,1,-56.4447,-128.97,1031.84,8981
multifit,2,73.6235,-130.32,330.197,9088
multifit,2,-215.962,22.8395,330.272,605
multifit,2,-41.72,117.568,331.92,3465
multifit,2,-2.45412,100.565,335.241,3058
multifit,2,-78.5318,215.4,339.229,4788
multifit,2,53.9906,-133.221,343.256,9071
multifit,2,-132.522,-116.354,354.85,8537
multifit,2,125.16,24.0532,356.667,840
multifit,2,98.1647,19.8025,357.456,818
multifit,2,76.0776,15.5519,359.465,508
multifit,2,-7.36236,-100.565,358.87,8175
multifit,2,17.1788,-41.0558,359.297,6435
multifit,2,44.1741,-155.891,361.007,9368
multifit,2,-152.155,-138.889,360.573,9142
multifit,2,51.5365,9.95207,360.88,488
multifit,2,53.9906,73.7119,360.266,2392
multifit,2,-9.81648,-232.403,363.143,10048
multifit,2,-12.2706,-120.469,365.038,8817
multifit,2,-49.0824,158.861,366.502,4229
multifit,2,-14.7247,-206.899,368.1,9851
multifit,2,230.687,-121.886,367.92,8927
multifit,2,-51.5365,9.95207,368.45,405
multifit,2,58.8988,73.7119,370.503,2395
multifit,2,-103.073,28.3038,369.512,939
multifit,2,88.3482,45.3065,370.643,1643
multifit,2,9.81648,-19.8025,369.856,5866
multifit,2,-2.45413,52.4586,371.224,1834
multifit,2,49.0824,82.2132,372.362,2633
multifit,2,117.798,53.8078,372.511,1933
multifit,2,-78.5318,-31.2053,371.402,6079
multifit,2,191.421,-99.3513,370.855,8281
multifit,2,-26.9953,-134.57,372.596,9006
multifit,2,-29.4494,-141.858,374.245,9167
multifit,2,-83.44,-28.3038,373.797,6075
