eid,x,y,z,q
2,-46.6282,32.5545,273.095,100.4
2,-68.7153,-121.818,267.647,32.2
2,-41.72,35.456,268.64,3469.6
2,-112.889,-206.899,264.673,33.2
2,-36.8118,35.456,259.66,2968.1
2,-39.2659,36.8052,259.708,3338.05
2,-117.798,48.208,262.129,127.2
2,93.2565,87.813,259.427,1247
2,-34.3577,31.2053,254.061,539.2
2,-201.238,-150.359,257.52,33.25
2,-73.6235,70.8104,254.125,338.1
2,-93.2565,121.886,254.912,135.6
2,90.8023,86.4639,252.166,409.7
2,-98.1647,124.855,252.944,61.85
2,-93.2565,99.2159,252.387,522.6
2,-171.788,-116.354,252.125,31.2
2,-80.9859,109.066,246.863,197.6
2,-80.9859,103.467,244.922,406
2,95.7106,86.4639,241.291,312.35
2,-53.9906,65.2106,241.366,568.65
2,-85.8941,103.467,241.385,2474.85
2,-88.3482,104.816,241.391,1331.4
2,-88.3482,99.2159,239.553,2288.2
2,-56.4447,52.4586,237.757,91.2
2,90.8023,83.5624,237.792,381.1
2,-137.431,-96.3821,241.185,31.75
2,-93.2565,107.717,235.927,2154.55
2,-90.8024,111.968,234.12,2054.1
2,-78.5318,104.816,234.07,381.6
2,93.2565,82.2132,234.074,1027.9
2,95.7106,83.5624,233.981,571.95
2,-63.8071,65.2106,230.637,190.25
2,-112.889,-56.7093,233.264,38.3
2,-44.1741,53.8078,230.429,1189.7
2,-58.8988,56.7093,228.749,146.3
2,-68.7153,70.8104,228.775,99.2
2,-142.339,82.3487,228.744,31.45
2,-56.4447,69.4613,226.863,1673.45
2,-49.0823,62.3091,225.075,1520.1
2,-88.3482,113.317,225.063,1461.25
2,-71.1694,75.0611,225.289,95.4
2,-29.4494,31.2053,225.05,406.8
2,-78.5318,79.3117,225.196,67.65
2,-83.44,104.816,225.034,1704.35
2,-39.2659,39.7067,223.175,2943.4
2,-34.3576,36.8052,221.384,2504.85
2,-85.8941,117.568,221.554,900.65
2,-46.6282,58.0584,219.553,507.05
2,-58.8988,65.2106,217.707,643.7
2,-93.2565,116.354,218.507,89.35
2,-36.8118,41.0558,216.018,1913.15
2,-211.054,133.357,216.188,30.85
2,-22.0871,120.469,214.502,32.75
2,93.2565,79.3117,213.961,884.9
2,-88.3482,116.218,214.223,123.4
2,-63.8071,70.8104,212.173,102.3
2,-147.247,90.85,212.572,28.25
2,-39.2659,45.3065,208.527,391.75
2,-186.513,96.3821,208.991,29.5
2,-34.3576,39.7067,206.778,3162.7
2,98.1647,79.3117,206.726,114.35
2,-51.5365,60.9599,205.164,157.9
2,-85.8941,111.968,204.894,555.85
2,-152.155,189.897,207.038,21.05
2,95.7106,77.9626,203.109,840.2
2,90.8023,77.9626,201.294,93.55
2,-41.72,49.5571,199.674,237.8
2,-95.7106,94.9652,201.009,29.15
2,-29.4494,181.395,198.875,32.8
2,-39.2659,53.8078,199.553,578.85
2,-90.8024,109.066,195.923,375.3
2,-83.44,113.317,195.953,242.5
2,-34.3576,167.362,195.233,29
2,-44.1741,36.8052,194.101,1099.1
2,-31.9035,32.5545,194.061,118.55
2,-41.72,43.9573,188.643,124.55
2,90.8023,75.0611,188.442,86
2,95.7106,75.0611,186.779,808.1
2,-26.9953,26.9547,185.028,1161.6
2,-41.72,41.0558,185.079,490.6
2,-78.5318,87.813,185.139,1336.1
2,93.2565,73.7119,183.126,603
2,-24.5412,240.904,182.327,31.5
2,-31.9035,35.456,183.191,2234.25
2,98.1647,73.7119,181.277,98.8
2,-58.8988,-87.813,180,21.85
2,-44.1741,45.3065,177.876,400.3
2,-73.6235,82.2132,177.812,2018.45
2,-49.0824,70.8104,177.751,674.3
2,-76.0776,86.4639,177.738,1867.7
2,-68.7153,90.7145,177.734,1457.4
2,-56.4447,66.5598,177.936,141.6
2,-127.614,130.387,177.952,28.55
2,-31.9035,41.0558,172.291,2576.45
2,-66.2612,86.4639,172.408,1844.3
2,-61.3529,75.0611,170.59,72.55
2,-36.8118,49.5571,168.6,350.35
2,-39.2659,56.7093,168.708,208.4
2,-36.8118,43.9573,166.735,2498
2,-61.3529,60.9599,167.194,88.4
