psa,x,y,z,pad,mult,rank
max,-53.9906,65.2106,657.76,2051,1,0
max,-53.9906,62.3091,655.92,2052,1,0
max,-51.5365,60.9599,657.76,2054,1,0
max,-31.9035,66.5598,615.44,2069,1,0
max,-31.9035,60.9599,611.76,2070,1,0
max,-29.4494,62.3091,615.44,2071,1,0
max,-29.4494,65.2106,615.44,2072,1,0
max,-26.9953,60.9599,613.6,2073,1,0
max,-26.9953,66.5598,615.44,2074,1,0
max,-24.5412,65.2106,615.44,2075,1,0
max,-24.5412,62.3091,615.44,2076,1,0
max,-22.0871,66.5598,615.44,2077,1,0
max,-17.1788,60.9599,563.92,2081,1,0
max,-17.1788,66.5598,565.76,2082,1,0
max,-14.7247,65.2106,565.76,2083,1,0
max,-14.7247,62.3091,565.76,2084,1,0
max,-12.2706,66.5598,565.76,2085,1,0
max,-12.2706,60.9599,565.76,2086,1,0
max,-9.81648,62.3091,565.76,2087,1,0
max,-9.81648,65.2106,565.76,2088,1,0
max,-4.90825,65.2106,512.4,2091,1,0
max,-4.90825,62.3091,510.56,2092,1,0
max,-2.45413,66.5598,512.4,2093,1,0
max,-2.45413,60.9599,510.56,2094,1,0
max,-1.14441e-05,62.3091,510.56,2095,1,0
max,-1.14441e-05,65.2106,512.4,2096,1,0
max,4.90822,65.2106,457.2,2099,1,0
max,4.90822,62.3091,457.2,2100,1,0
max,7.36234,66.5598,457.2,2101,1,0
max,7.36237,60.9599,455.36,2102,1,0
max,9.81649,62.3091,457.2,2103,1,0
max,9.81649,65.2106,457.2,2104,1,0
max,12.2706,60.9599,390.96,2105,1,0
max,12.2706,66.5598,392.8,2106,1,0
max,14.7247,65.2106,392.8,2107,1,0
max,14.7247,62.3091,389.12,2108,1,0
max,17.1788,66.5598,392.8,2109,1,0
max,17.1788,60.9599,389.12,2110,1,0
max,-240.504,70.8781,1034.96,2228,1,0
max,-171.788,70.8781,424.08,2242,1,0
max,-166.88,73.8474,422.24,2243,1,0
max,-161.972,70.8781,484.8,2244,1,0
max,-157.064,73.8474,484.8,2245,1,0
max,-152.155,70.8781,538.16,2246,1,0
max,-147.247,73.8474,538.16,2247,1,0
max,-142.339,70.8781,589.68,2248,1,0
max,-137.431,73.8474,589.68,2249,1,0
max,-132.522,70.8781,591.52,2250,1,0
max,-122.706,70.8781,635.68,2252,1,0
max,-117.798,73.8474,633.84,2253,1,0
max,-115.344,69.4613,635.68,2254,1,0
max,-78.5318,70.8104,635.68,2284,1,0
max,-76.0776,75.0611,655.92,2285,1,0
max,-73.6235,73.7119,654.08,2288,1,0
max,-71.1694,69.4613,654.08,2289,1,0
max,-71.1694,75.0611,655.92,2290,1,0
max,-66.2612,69.4613,657.76,2294,1,0
max,-63.8071,70.8104,657.76,2295,1,0
max,-61.3529,69.4613,657.76,2297,1,0
max,-58.8988,73.7119,655.92,2299,1,0
max,-58.8988,70.8104,657.76,2300,1,0
max,-56.4447,69.4613,657.76,2302,1,0
max,-34.3576,73.7119,617.28,2320,1,0
max,-31.9035,69.4613,615.44,2321,1,0
max,-31.9035,75.0611,617.28,2322,1,0
max,-29.4494,73.7119,615.44,2323,1,0
max,-29.4494,70.8104,615.44,2324,1,0
max,-26.9953,75.0611,617.28,2325,1,0
max,-26.9953,69.4613,615.44,2326,1,0
max,-24.5412,70.8104,615.44,2327,1,0
max,-24.5412,73.7119,617.28,2328,1,0
max,-22.0871,69.4613,615.44,2329,1,0
max,-19.6329,73.7119,567.6,2331,1,0
max,-17.1788,75.0611,567.6,2333,1,0
max,-17.1788,69.4613,565.76,2334,1,0
max,-14.7247,70.8104,567.6,2335,1,0
max,-14.7247,73.7119,567.6,2336,1,0
max,-12.2706,69.4613,565.76,2337,1,0
max,-12.2706,75.0611,567.6,2338,1,0
max,-9.81648,73.7119,567.6,2339,1,0
max,-9.81648,70.8104,569.44,2340,1,0
max,-7.36236,75.0611,512.4,2341,1,0
max,-4.90824,70.8104,512.4,2343,1,0
max,-4.90824,73.7119,512.4,2344,1,0
max,-2.45413,69.4613,512.4,2345,1,0
max,-2.45413,75.0611,512.4,2346,1,0
max,-9.53674e-06,73.7119,514.24,2347,1,0
max,-9.53674e-06,70.8104,512.4,2348,1,0
max,2.45411,75.0611,457.2,2349,1,0
max,2.45411,69.4613,457.2,2350,1,0
max,4.90822,70.8104,457.2,2351,1,0
max,4.90822,73.7119,459.04,2352,1,0
max,7.36234,69.4613,457.2,2353,1,0
max,7.36234,75.0611,457.2,2354,1,0
max,9.81646,70.8104,457.2,2356,1,0
max,12.2706,75.0611,390.96,2357,1,0
max,12.2706,69.4613,392.8,2358,1,0
max,14.7247,70.8104,390.96,2359,1,0
max,14.7247,73.7119,390.96,2360,1,0
max,17.1788,69.4613,392.8,2361,1,0
max,53.9906,73.7119,1020.24,2392,1,0
max,58.8988,73.7119,1005.52,2395,1,0
max,98.1647,70.8104,727.68,2428,1,0
max,220.871,70.8781,1016.56,2463,1,0
max,-171.788,82.3487,422.24,2490,1,0
max,-166.88,79.3795,422.24,2491,1,0
max,-161.972,82.3487,484.8,2492,1,0
max,-157.064,79.3795,484.8,2493,1,0
max,-152.155,82.3487,538.16,2494,1,0
max,-147.247,79.3795,538.16,2495,1,0
max,-142.339,82.3487,589.68,2496,1,0
max,-137.431,79.3795,589.68,2497,1,0
max,-132.522,82.3487,589.68,2498,1,0
max,-122.706,82.3487,633.84,2500,1,0
max,-117.798,79.3795,633.84,2501,1,0
max,-112.889,82.3487,633.84,2502,1,0
max,-93.2565,79.3117,589.68,2517,1,0
max,-80.9859,83.5624,654.08,2526,1,0
max,-61.3529,83.5624,795.76,2542,1,0
max,-39.2659,82.2132,617.28,2561,1,0
max,-36.8118,77.9626,617.28,2562,1,0
max,-36.8118,83.5624,619.12,2563,1,0
max,-34.3576,82.2132,617.28,2564,1,0
max,-34.3576,79.3117,617.28,2565,1,0
max,-31.9035,83.5624,617.28,2566,1,0
max,-31.9035,77.9626,617.28,2567,1,0
max,-29.4494,79.3117,617.28,2568,1,0
max,-29.4494,82.2132,619.12,2569,1,0
max,-26.9953,77.9626,617.28,2570,1,0
max,-22.0871,83.5624,571.28,2574,1,0
max,-19.6329,79.3117,567.6,2576,1,0
max,-19.6329,82.2132,567.6,2577,1,0
max,-17.1788,77.9626,567.6,2578,1,0
max,-17.1788,83.5624,569.44,2579,1,0
max,-14.7247,82.2132,567.6,2580,1,0
max,-14.7247,79.3117,567.6,2581,1,0
max,-12.2706,77.9626,567.6,2583,1,0
max,-9.81648,79.3117,512.4,2584,1,0
max,-9.81648,82.2132,514.24,2585,1,0
max,-7.36236,77.9626,512.4,2586,1,0
max,-7.36236,83.5624,514.24,2587,1,0
max,-4.90824,82.2132,514.24,2588,1,0
max,-4.90824,79.3117,512.4,2589,1,0
max,-2.45413,83.5624,514.24,2590,1,0
max,-2.45413,77.9626,512.4,2591,1,0
max,-9.53674e-06,79.3117,459.04,2592,1,0
max,2.45411,77.9626,457.2,2594,1,0
max,2.45411,83.5624,459.04,2595,1,0
max,4.90822,82.2132,459.04,2596,1,0
max,4.90822,79.3117,457.2,2597,1,0
max,7.36234,77.9626,457.2,2599,1,0
max,9.81646,79.3117,392.8,2600,1,0
max,9.81646,82.2132,390.96,2601,1,0
max,12.2706,77.9626,392.8,2602,1,0
max,12.2706,83.5624,390.96,2603,1,0
max,14.7247,82.2132,390.96,2604,1,0
max,14.7247,79.3117,390.96,2605,1,0
max,49.0824,82.2132,990.8,2633,1,0
max,-171.788,87.8808,422.24,2731,1,0
max,-166.88,90.85,422.24,2732,1,0
max,-161.972,87.8808,482.96,2733,1,0
max,-157.064,90.85,482.96,2734,1,0
max,-152.155,87.8808,538.16,2735,1,0
max,-147.247,90.85,536.32,2736,1,0
max,-142.339,87.8808,538.16,2737,1,0
max,-137.431,90.85,589.68,2738,1,0
max,-132.522,87.8808,589.68,2739,1,0
max,-127.614,90.85,589.68,2740,1,0
max,-122.706,87.8808,633.84,2741,1,0
max,-117.798,90.85,632,2742,1,0
max,-112.889,87.8808,633.84,2743,1,0
max,-107.981,90.85,632,2744,1,0
max,-105.527,86.4639,633.84,2745,1,0
max,-103.073,90.7145,632,2747,1,0
max,-98.1647,90.7145,633.84,2750,1,0
max,-95.7106,86.4639,692.72,2753,1,0
max,-46.6282,92.0637,620.96,2792,1,0
max,-44.1741,87.813,620.96,2794,1,0
max,-44.1741,90.7145,619.12,2795,1,0
max,-41.72,86.4639,619.12,2796,1,0
max,-41.72,92.0637,619.12,2797,1,0
max,-39.2659,90.7145,619.12,2798,1,0
max,-39.2659,87.813,619.12,2799,1,0
max,-36.8118,92.0637,619.12,2800,1,0
max,-36.8118,86.4639,619.12,2801,1,0
max,-34.3576,87.813,619.12,2802,1,0
max,-34.3576,90.7145,620.96,2803,1,0
max,-31.9035,86.4639,620.96,2804,1,0
max,-26.9953,92.0637,571.28,2808,1,0
max,-24.5412,87.813,571.28,2810,1,0
max,-24.5412,90.7145,571.28,2811,1,0
max,-22.0871,86.4639,569.44,2812,1,0
max,-22.0871,92.0637,569.44,2813,1,0
max,-19.6329,90.7145,569.44,2814,1,0
max,-19.6329,87.813,569.44,2815,1,0
max,-17.1788,92.0637,567.6,2816,1,0
max,-17.1788,86.4639,567.6,2817,1,0
max,-14.7247,87.813,569.44,2818,1,0
max,-14.7247,90.7145,516.08,2819,1,0
max,-12.2706,92.0637,514.24,2821,1,0
max,-9.81647,90.7145,514.24,2822,1,0
max,-9.81647,87.813,514.24,2823,1,0
max,-7.36236,92.0637,514.24,2824,1,0
max,-7.36236,86.4639,514.24,2825,1,0
max,-4.90824,87.813,514.24,2826,1,0
max,-4.90824,90.7145,514.24,2827,1,0
max,-2.45412,86.4639,459.04,2828,1,0
max,-2.45413,92.0637,457.2,2829,1,0
max,-7.62939e-06,90.7145,459.04,2830,1,0
max,-7.62939e-06,87.813,459.04,2831,1,0
max,2.45411,92.0637,460.88,2832,1,0
max,2.45411,86.4639,459.04,2833,1,0
max,4.90823,87.813,459.04,2834,1,0
max,4.90823,90.7145,460.88,2835,1,0
max,7.36234,86.4639,392.8,2836,1,0
max,7.36234,92.0637,392.8,2837,1,0
max,9.81646,90.7145,392.8,2838,1,0
max,9.81646,87.813,392.8,2839,1,0
max,12.2706,92.0637,394.64,2840,1,0
max,12.2706,86.4639,392.8,2841,1,0
max,95.7106,86.4639,760.8,2908,1,0
max,147.247,90.85,1018.4,2925,1,0
max,-186.513,96.3821,747.92,2961,1,0
max,-166.88,96.3821,420.4,2965,1,0
max,-161.972,99.3513,418.56,2966,1,0
max,-157.064,96.3821,481.12,2967,1,0
max,-152.155,99.3513,481.12,2968,1,0
max,-147.247,96.3821,538.16,2969,1,0
max,-142.339,99.3513,538.16,2970,1,0
max,-137.431,96.3821,538.16,2971,1,0
max,-132.522,99.3513,587.84,2972,1,0
max,-127.614,96.3821,587.84,2973,1,0
max,-122.706,99.3513,587.84,2974,1,0
max,-117.798,96.3821,633.84,2975,1,0
max,-112.889,99.3513,632,2976,1,0
max,-107.981,96.3821,632,2977,1,0
max,-103.073,99.3513,632,2978,1,0
max,-100.619,94.9652,632,2979,1,0
max,-98.1647,96.3143,630.16,2980,1,0
max,-98.1647,99.2159,630.16,2981,1,0
max,-95.7106,94.9652,633.84,2982,1,0
max,-95.7106,100.565,630.16,2983,1,0
max,-93.2565,99.2159,630.16,2984,1,0
max,-90.8024,100.565,628.32,2986,1,0
max,-88.3482,99.2159,657.76,2989,1,0
max,-61.3529,100.565,624.64,3010,1,0
max,-58.8988,99.2159,620.96,3013,1,0
max,-56.4447,100.565,622.8,3015,1,0
max,-53.9906,99.2159,620.96,3016,1,0
max,-51.5365,100.565,620.96,3018,1,0
max,-51.5365,94.9652,620.96,3019,1,0
max,-49.0824,96.3143,620.96,3020,1,0
max,-49.0824,99.2159,620.96,3021,1,0
max,-46.6282,94.9652,620.96,3022,1,0
max,-46.6282,100.565,620.96,3023,1,0
max,-44.1741,99.2159,620.96,3024,1,0
max,-44.1741,96.3143,620.96,3025,1,0
max,-41.72,100.565,619.12,3026,1,0
max,-41.72,94.9652,619.12,3027,1,0
max,-39.2659,96.3143,619.12,3028,1,0
max,-36.8118,94.9652,619.12,3030,1,0
max,-31.9035,100.565,573.12,3034,1,0
max,-29.4494,96.3143,573.12,3036,1,0
max,-29.4494,99.2159,573.12,3037,1,0
max,-26.9953,94.9652,573.12,3038,1,0
max,-26.9953,100.565,573.12,3039,1,0
max,-24.5412,99.2159,571.28,3040,1,0
max,-24.5412,96.3143,573.12,3041,1,0
max,-22.0871,94.9652,569.44,3043,1,0
max,-17.1788,100.565,517.92,3047,1,0
max,-14.7247,99.2159,516.08,3048,1,0
max,-14.7247,96.3143,516.08,3049,1,0
max,-12.2706,100.565,516.08,3050,1,0
max,-12.2706,94.9652,514.24,3051,1,0
max,-9.81647,96.3143,516.08,3052,1,0
max,-9.81647,99.2159,514.24,3053,1,0
max,-7.36236,94.9652,516.08,3054,1,0
max,-7.36236,100.565,459.04,3055,1,0
max,-4.90824,99.2159,459.04,3056,1,0
max,-4.90824,96.3143,459.04,3057,1,0
max,-2.45412,100.565,459.04,3058,1,0
max,-2.45412,94.9652,459.04,3059,1,0
max,-5.72205e-06,96.3143,457.2,3060,1,0
max,-5.72205e-06,99.2159,460.88,3061,1,0
max,2.45411,94.9652,460.88,3062,1,0
max,2.45411,100.565,394.64,3063,1,0
max,4.90823,99.2159,394.64,3064,1,0
max,4.90823,96.3143,392.8,3065,1,0
max,7.36235,100.565,394.64,3066,1,0
max,7.36234,94.9652,394.64,3067,1,0
max,9.81646,96.3143,394.64,3068,1,0
max,9.81646,99.2159,394.64,3069,1,0
max,12.2706,94.9652,392.8,3070,1,0
max,12.2706,100.565,392.8,3071,1,0
max,17.1788,100.565,302.64,3074,1,0
max,68.7153,99.2159,994.48,3117,1,0
max,-161.972,104.883,420.4,3192,1,0
max,-157.064,107.853,420.4,3193,1,0
max,-152.155,104.883,482.96,3194,1,0
max,-147.247,107.853,482.96,3195,1,0
max,-142.339,104.883,538.16,3196,1,0
max,-137.431,107.853,536.32,3197,1,0
max,-132.522,104.883,534.48,3198,1,0
max,-127.614,107.853,587.84,3199,1,0
max,-122.706,104.883,587.84,3200,1,0
max,-117.798,107.853,587.84,3201,1,0
max,-107.981,107.853,587.84,3203,1,0
max,-103.073,104.883,630.16,3204,1,0
max,-98.1647,107.853,630.16,3205,1,0
max,-95.7106,103.467,630.16,3206,1,0
max,-93.2565,104.816,630.16,3207,1,0
max,-93.2565,107.717,630.16,3208,1,0
max,-90.8024,103.467,630.16,3209,1,0
max,-90.8024,109.066,628.32,3210,1,0
max,-88.3482,107.717,628.32,3211,1,0
max,-88.3482,104.816,628.32,3212,1,0
max,-85.8941,109.066,628.32,3213,1,0
max,-85.8941,103.467,628.32,3214,1,0
max,-83.44,104.816,628.32,3215,1,0
max,-83.44,107.717,628.32,3216,1,0
max,-80.9859,103.467,628.32,3217,1,0
max,-80.9859,109.066,628.32,3218,1,0
max,-78.5318,107.717,624.64,3219,1,0
max,-78.5318,104.816,628.32,3220,1,0
max,-76.0777,109.066,624.64,3221,1,0
max,-76.0777,103.467,628.32,3222,1,0
max,-73.6235,104.816,624.64,3223,1,0
max,-73.6235,107.717,624.64,3224,1,0
max,-71.1694,103.467,624.64,3225,1,0
max,-71.1694,109.066,624.64,3226,1,0
max,-68.7153,107.717,624.64,3227,1,0
max,-68.7153,104.816,624.64,3228,1,0
max,-66.2612,109.066,624.64,3229,1,0
max,-66.2612,103.467,624.64,3230,1,0
max,-63.8071,104.816,622.8,3231,1,0
max,-63.8071,107.717,624.64,3232,1,0
max,-61.3529,103.467,622.8,3233,1,0
max,-61.3529,109.066,624.64,3234,1,0
max,-58.8988,107.717,622.8,3235,1,0
max,-58.8988,104.816,622.8,3236,1,0
max,-56.4447,109.066,622.8,3237,1,0
max,-56.4447,103.467,622.8,3238,1,0
max,-53.9906,104.816,622.8,3239,1,0
max,-53.9906,107.717,620.96,3240,1,0
max,-51.5365,103.467,620.96,3241,1,0
max,-49.0824,104.816,620.96,3244,1,0
max,-46.6282,109.066,574.96,3245,1,0
max,-46.6282,103.467,620.96,3246,1,0
max,-44.1741,104.816,619.12,3247,1,0
max,-41.72,109.066,576.8,3250,1,0
max,-39.2659,107.717,576.8,3251,1,0
max,-39.2659,104.816,578.64,3252,1,0
max,-36.8118,109.066,576.8,3253,1,0
max,-36.8118,103.467,574.96,3254,1,0
max,-34.3576,104.816,574.96,3255,1,0
max,-34.3576,107.717,576.8,3256,1,0
max,-31.9035,103.467,574.96,3257,1,0
max,-31.9035,109.066,573.12,3258,1,0
max,-29.4494,107.717,573.12,3259,1,0
max,-29.4494,104.816,573.12,3260,1,0
max,-26.9953,103.467,573.12,3262,1,0
max,-22.0871,109.066,517.92,3266,1,0
max,-19.6329,107.717,517.92,3267,1,0
max,-19.6329,104.816,516.08,3268,1,0
max,-17.1788,109.066,517.92,3269,1,0
max,-17.1788,103.467,516.08,3270,1,0
max,-14.7247,107.717,517.92,3272,1,0
max,-12.2706,103.467,516.08,3273,1,0
max,-12.2706,109.066,462.72,3274,1,0
max,-9.81647,107.717,460.88,3275,1,0
max,-9.81647,104.816,460.88,3276,1,0
max,-7.36236,109.066,460.88,3277,1,0
max,-7.36236,103.467,460.88,3278,1,0
max,-4.90824,104.816,460.88,3279,1,0
max,-4.90824,107.717,459.04,3280,1,0
max,-2.45412,103.467,459.04,3281,1,0
max,-2.45412,109.066,394.64,3282,1,0
max,-5.72205e-06,107.717,394.64,3283,1,0
max,-5.72205e-06,104.816,392.8,3284,1,0
max,2.45411,109.066,396.48,3285,1,0
max,2.45411,103.467,394.64,3286,1,0
max,4.90823,104.816,394.64,3287,1,0
max,4.90823,107.717,394.64,3288,1,0
max,7.36235,103.467,394.64,3289,1,0
max,191.421,104.883,1018.4,3381,1,0
max,-157.064,113.385,420.4,3412,1,0
max,-152.155,116.354,422.24,3413,1,0
max,-147.247,113.385,481.12,3414,1,0
max,-142.339,116.354,481.12,3415,1,0
max,-137.431,113.385,534.48,3416,1,0
max,-132.522,116.354,534.48,3417,1,0
max,-127.614,113.385,534.48,3418,1,0
max,-122.706,116.354,534.48,3419,1,0
max,-117.798,113.385,586,3420,1,0
max,-112.889,116.354,586,3421,1,0
max,-107.981,113.385,586,3422,1,0
max,-103.073,116.354,584.16,3423,1,0
max,-98.1647,113.385,584.16,3424,1,0
max,-93.2565,116.354,584.16,3425,1,0
max,-85.8941,111.968,628.32,3429,1,0
max,-80.9859,111.968,624.64,3434,1,0
max,-76.0777,111.968,626.48,3437,1,0
max,-73.6235,113.317,624.64,3440,1,0
max,-71.1694,111.968,624.64,3442,1,0
max,-66.2612,111.968,622.8,3445,1,0
max,-63.8071,113.317,620.96,3448,1,0
max,-61.3529,117.568,576.8,3449,1,0
max,-58.8988,116.218,576.8,3452,1,0
max,-56.4447,117.568,576.8,3454,1,0
max,-53.9906,116.218,576.8,3455,1,0
max,-51.5365,117.568,578.64,3457,1,0
max,-49.0824,113.317,578.64,3459,1,0
max,-49.0824,116.218,578.64,3460,1,0
max,-46.6282,111.968,576.8,3461,1,0
max,-46.6282,117.568,578.64,3462,1,0
max,-44.1741,116.218,578.64,3463,1,0
max,-44.1741,113.317,578.64,3464,1,0
max,-41.72,117.568,576.8,3465,1,0
max,-41.72,111.968,576.8,3466,1,0
max,-39.2659,113.317,576.8,3467,1,0
max,-39.2659,116.218,578.64,3468,1,0
max,-36.8118,111.968,576.8,3469,1,0
max,-36.8118,117.568,523.44,3470,1,0
max,-34.3577,113.317,576.8,3472,1,0
max,-31.9035,117.568,521.6,3473,1,0
max,-31.9035,111.968,574.96,3474,1,0
max,-29.4494,113.317,519.76,3475,1,0
max,-29.4494,116.218,519.76,3476,1,0
max,-26.9953,111.968,519.76,3477,1,0
max,-26.9953,117.568,519.76,3478,1,0
max,-24.5412,116.218,519.76,3479,1,0
max,-24.5412,113.317,519.76,3480,1,0
max,-22.0871,117.568,464.56,3481,1,0
max,-22.0871,111.968,519.76,3482,1,0
max,-19.6329,113.317,517.92,3483,1,0
max,-19.6329,116.218,462.72,3484,1,0
max,-17.1788,111.968,516.08,3485,1,0
max,-17.1788,117.568,460.88,3486,1,0
max,-14.7247,116.218,460.88,3487,1,0
max,-14.7247,113.317,460.88,3488,1,0
max,-12.2706,117.568,460.88,3489,1,0
max,-12.2706,111.968,462.72,3490,1,0
max,-9.81647,113.317,460.88,3491,1,0
max,-9.81647,116.218,394.64,3492,1,0
max,-7.36235,111.968,460.88,3493,1,0
max,-7.36236,117.568,396.48,3494,1,0
max,-4.90824,116.218,394.64,3495,1,0
max,-4.90824,113.317,394.64,3496,1,0
max,-2.45412,117.568,396.48,3497,1,0
max,-2.45412,111.968,394.64,3498,1,0
max,-3.8147e-06,113.317,394.64,3499,1,0
max,-3.8147e-06,116.218,396.48,3500,1,0
max,-152.155,121.886,420.4,3624,1,0
max,-147.247,124.855,418.56,3625,1,0
max,-142.339,121.886,481.12,3626,1,0
max,-137.431,124.855,481.12,3627,1,0
max,-132.522,121.886,479.28,3628,1,0
max,-127.614,124.855,479.28,3629,1,0
max,-122.706,121.886,534.48,3630,1,0
max,-117.798,124.855,532.64,3631,1,0
max,-112.889,121.886,532.64,3632,1,0
max,-107.981,124.855,530.8,3633,1,0
max,-103.073,121.886,584.16,3634,1,0
max,-98.1647,124.855,584.16,3635,1,0
max,-93.2565,121.886,584.16,3636,1,0
max,-88.3482,124.855,580.48,3637,1,0
max,-85.8941,120.469,578.64,3638,1,0
max,-83.44,121.818,580.48,3639,1,0
max,-83.44,124.72,580.48,3640,1,0
max,-80.9859,120.469,580.48,3641,1,0
max,-80.9859,126.069,580.48,3642,1,0
max,-78.5318,124.72,580.48,3643,1,0
max,-78.5318,121.818,580.48,3644,1,0
max,-76.0777,126.069,580.48,3645,1,0
max,-76.0777,120.469,578.64,3646,1,0
max,-73.6235,121.818,580.48,3647,1,0
max,-73.6235,124.72,578.64,3648,1,0
max,-71.1694,120.469,578.64,3649,1,0
max,-71.1694,126.069,578.64,3650,1,0
max,-68.7153,124.72,578.64,3651,1,0
max,-68.7153,121.818,578.64,3652,1,0
max,-66.2612,126.069,578.64,3653,1,0
max,-66.2612,120.469,578.64,3654,1,0
max,-63.8071,121.818,578.64,3655,1,0
max,-63.8071,124.72,576.8,3656,1,0
max,-61.353,120.469,578.64,3657,1,0
max,-61.3529,126.069,576.8,3658,1,0
max,-58.8988,124.72,578.64,3659,1,0
max,-58.8988,121.818,578.64,3660,1,0
max,-56.4447,120.469,578.64,3662,1,0
max,-53.9906,121.818,578.64,3663,1,0
max,-51.5365,120.469,578.64,3665,1,0
max,-49.0824,121.818,578.64,3668,1,0
max,-46.6282,126.069,525.28,3669,1,0
max,-46.6282,120.469,578.64,3670,1,0
max,-44.1741,121.818,525.28,3671,1,0
max,-44.1741,124.72,525.28,3672,1,0
max,-41.72,120.469,525.28,3673,1,0
max,-41.72,126.069,523.44,3674,1,0
max,-39.2659,124.72,523.44,3675,1,0
max,-39.2659,121.818,525.28,3676,1,0
max,-36.8118,126.069,523.44,3677,1,0
max,-36.8118,120.469,523.44,3678,1,0
max,-34.3577,121.818,521.6,3679,1,0
max,-34.3577,124.72,521.6,3680,1,0
max,-31.9035,120.469,521.6,3681,1,0
max,-31.9035,126.069,464.56,3682,1,0
max,-29.4494,121.818,521.6,3684,1,0
max,-26.9953,126.069,466.4,3685,1,0
max,-26.9953,120.469,519.76,3686,1,0
max,-24.5412,121.818,464.56,3687,1,0
max,-24.5412,124.72,464.56,3688,1,0
max,-22.0871,120.469,464.56,3689,1,0
max,-22.0871,126.069,464.56,3690,1,0
max,-19.6329,124.72,464.56,3691,1,0
max,-19.6329,121.818,462.72,3692,1,0
max,-17.1788,126.069,398.32,3693,1,0
max,-17.1788,120.469,462.72,3694,1,0
max,-14.7247,121.818,462.72,3695,1,0
max,-14.7247,124.72,396.48,3696,1,0
max,-12.2706,120.469,394.64,3697,1,0
max,-12.2706,126.069,396.48,3698,1,0
max,-9.81647,124.72,396.48,3699,1,0
max,-9.81647,121.818,396.48,3700,1,0
max,-7.36235,120.469,396.48,3702,1,0
max,-4.90824,121.818,396.48,3703,1,0
max,-2.45412,120.469,394.64,3705,1,0
max,-211.054,133.357,762.64,3815,1,0
max,-147.247,130.387,416.72,3828,1,0
max,-142.339,133.357,416.72,3829,1,0
max,-137.431,130.387,416.72,3830,1,0
max,-132.522,133.357,414.88,3831,1,0
max,-127.614,130.387,479.28,3832,1,0
max,-122.706,133.357,477.44,3833,1,0
max,-117.798,130.387,477.44,3834,1,0
max,-112.889,133.357,477.44,3835,1,0
max,-107.981,130.387,532.64,3836,1,0
max,-103.073,133.357,530.8,3837,1,0
max,-98.1647,130.387,530.8,3838,1,0
max,-93.2565,133.357,528.96,3839,1,0
max,-88.3482,130.387,527.12,3840,1,0
max,-83.44,133.357,527.12,3841,1,0
max,-78.5318,133.221,527.12,3844,1,0
max,-76.0777,128.97,580.48,3845,1,0
max,-76.0777,134.57,527.12,3846,1,0
max,-73.6235,133.221,525.28,3847,1,0
max,-71.1694,134.57,525.28,3849,1,0
max,-71.1694,128.97,578.64,3850,1,0
max,-68.7153,130.32,525.28,3851,1,0
max,-68.7153,133.221,525.28,3852,1,0
max,-66.2612,134.57,527.12,3854,1,0
max,-63.8071,133.221,527.12,3855,1,0
max,-63.8071,130.32,527.12,3856,1,0
max,-61.353,134.57,527.12,3857,1,0
max,-58.8988,130.32,525.28,3859,1,0
max,-58.8988,133.221,525.28,3860,1,0
max,-56.4447,128.97,525.28,3861,1,0
max,-56.4447,134.57,527.12,3862,1,0
max,-53.9906,133.221,525.28,3863,1,0
max,-53.9906,130.32,525.28,3864,1,0
max,-51.5365,134.57,525.28,3865,1,0
max,-51.5365,128.97,525.28,3866,1,0
max,-49.0824,130.32,525.28,3867,1,0
max,-49.0824,133.221,525.28,3868,1,0
max,-46.6282,128.97,525.28,3869,1,0
max,-46.6282,134.57,470.08,3870,1,0
max,-44.1741,130.32,525.28,3872,1,0
max,-41.72,134.57,470.08,3873,1,0
max,-41.72,128.97,525.28,3874,1,0
max,-39.2659,133.221,468.24,3876,1,0
max,-36.8118,134.57,466.4,3878,1,0
max,-34.3577,133.221,466.4,3879,1,0
max,-34.3577,130.32,466.4,3880,1,0
max,-31.9035,134.57,466.4,3881,1,0
max,-31.9035,128.97,466.4,3882,1,0
max,-29.4494,130.32,466.4,3883,1,0
max,-29.4494,133.221,464.56,3884,1,0
max,-26.9953,128.97,466.4,3885,1,0
max,-26.9953,134.57,400.16,3886,1,0
max,-24.5412,133.221,400.16,3887,1,0
max,-24.5412,130.32,466.4,3888,1,0
max,-22.0871,134.57,400.16,3889,1,0
max,-22.0871,128.97,464.56,3890,1,0
max,-19.6329,130.32,398.32,3891,1,0
max,-19.6329,133.221,400.16,3892,1,0
max,-17.1788,128.97,396.48,3893,1,0
max,-17.1788,134.57,398.32,3894,1,0
max,-14.7247,130.32,396.48,3896,1,0
max,-12.2706,128.97,396.48,3898,1,0
max,147.247,130.387,720.32,3987,1,0
max,-132.522,138.889,414.88,4026,1,0
max,-127.614,141.858,414.88,4027,1,0
max,-122.706,138.889,477.44,4028,1,0
max,-117.798,141.858,414.88,4029,1,0
max,-112.889,138.889,477.44,4030,1,0
max,-107.981,141.858,477.44,4031,1,0
max,-103.073,138.889,475.6,4032,1,0
max,-98.1647,141.858,473.76,4033,1,0
max,-93.2565,138.889,527.12,4034,1,0
max,-88.3482,141.858,471.92,4035,1,0
max,-83.44,138.889,527.12,4036,1,0
max,-78.5318,141.858,471.92,4037,1,0
max,-73.6235,138.889,528.96,4038,1,0
max,-68.7153,141.858,471.92,4039,1,0
