psa,x,y,z,pad,mult,rank
multifit,-130.068,18.4534,544.74,631,1,0
multifit,-127.614,22.704,600.812,633,2,0
multifit,-127.614,22.704,547.639,633,2,1
multifit,-127.614,19.8025,546.055,634,2,0
multifit,-127.614,19.8025,601.271,634,2,1
multifit,-125.16,24.0532,600.349,635,1,0
multifit,-125.16,18.4534,601.249,636,2,0
multifit,-125.16,18.4534,547.839,636,2,1
multifit,-122.706,19.8025,601.211,637,1,0
multifit,-122.706,22.704,601.515,638,1,0
multifit,-120.252,18.4534,601.318,639,1,0
multifit,-120.252,24.0532,601.376,640,1,0
multifit,-117.798,22.704,601.401,641,1,0
multifit,-117.798,19.8025,600.902,642,1,0
multifit,-115.344,18.4534,601.566,644,1,0
multifit,-112.889,19.8025,601.359,645,1,0
multifit,-110.435,18.4534,601.475,647,1,0
multifit,-100.619,24.0532,645.054,656,1,0
multifit,-98.1647,22.704,645.94,657,1,0
multifit,-95.7106,24.0532,646.379,659,1,0
multifit,-93.2565,22.704,646.445,662,1,0
multifit,-90.8024,24.0532,647.477,664,1,0
multifit,-88.3482,22.704,647.225,665,1,0
multifit,-85.8941,24.0532,647.808,667,1,0
multifit,-83.44,22.704,648.333,670,1,0
multifit,-80.9859,24.0532,649.21,672,1,0
multifit,-78.5318,22.704,649.258,673,1,0
multifit,-76.0777,24.0532,649.475,675,2,0
multifit,-76.0777,24.0532,560.964,675,2,1
multifit,-73.6235,22.704,649.775,678,1,0
multifit,-71.1694,24.0532,650.067,680,1,0
multifit,-51.5365,18.4534,611.601,695,2,0
multifit,-51.5365,18.4534,648.604,695,2,1
multifit,-49.0824,22.704,611.534,697,1,0
multifit,-49.0824,19.8025,610.528,698,2,0
multifit,-49.0824,19.8025,648.059,698,2,1
multifit,-46.6282,24.0532,613.742,699,1,0
multifit,-46.6282,18.4534,611.319,700,2,0
multifit,-46.6282,18.4534,648.737,700,2,1
multifit,-44.1741,19.8025,611.58,701,2,0
multifit,-44.1741,19.8025,647.637,701,2,1
multifit,-44.1741,22.704,611.932,702,1,0
multifit,-41.72,18.4534,611.319,703,2,0
multifit,-41.72,18.4534,648.171,703,2,1
multifit,-41.72,24.0532,611.423,704,1,0
multifit,-39.2659,22.704,612.491,705,2,0
multifit,-39.2659,22.704,650.357,705,2,1
multifit,-39.2659,19.8025,611.258,706,2,0
multifit,-39.2659,19.8025,647.998,706,2,1
multifit,-36.8118,24.0532,613.017,707,2,0
multifit,-36.8118,24.0532,650.244,707,2,1
multifit,-34.3577,22.704,612.105,710,2,0
multifit,-34.3577,22.704,650.632,710,2,1
multifit,-31.9035,18.4534,562.716,711,1,0
multifit,-29.4494,22.704,564.561,713,1,0
multifit,-29.4494,19.8025,564.568,714,2,0
multifit,-29.4494,19.8025,649.379,714,2,1
multifit,-26.9953,24.0532,564.183,715,1,0
multifit,-26.9953,18.4534,564.685,716,1,0
multifit,-24.5412,19.8025,564.495,717,1,0
multifit,-24.5412,22.704,564.464,718,2,0
multifit,-24.5412,22.704,649.312,718,2,1
multifit,-22.0871,18.4534,563.717,719,2,0
multifit,-22.0871,18.4534,648.015,719,2,1
multifit,-22.0871,24.0532,565.053,720,2,0
multifit,-22.0871,24.0532,649.877,720,2,1
multifit,-19.6329,22.704,564.133,721,1,0
multifit,-17.1788,18.4534,510.887,724,1,0
multifit,-14.7247,19.8025,510.357,725,1,0
multifit,-14.7247,22.704,509.888,726,1,0
multifit,-12.2706,18.4534,511.589,727,1,0
multifit,-12.2706,24.0532,507.593,728,1,0
multifit,-9.81648,22.704,507.264,729,1,0
multifit,-9.81648,19.8025,507.771,730,1,0
multifit,-7.36236,24.0532,507.78,731,1,0
multifit,-2.45413,24.0532,451.546,736,1,0
multifit,-1.33514e-05,22.704,453.083,737,1,0
multifit,2.4541,24.0532,453.409,739,2,0
multifit,2.4541,24.0532,1022.17,739,2,1
multifit,4.90825,22.704,386.265,742,1,0
multifit,7.36237,24.0532,385.533,744,1,0
multifit,9.81648,22.704,385.715,745,1,0
multifit,98.1647,19.8025,277.571,818,1,0
multifit,125.16,24.0532,273.804,840,1,0
multifit,171.788,19.8703,622.067,861,1,0
multifit,-186.513,28.3716,858.965,899,1,0
multifit,-166.88,28.3716,432.172,903,1,0
multifit,-161.972,31.3408,432.317,904,2,0
multifit,-161.972,31.3408,492.512,904,2,1
multifit,-157.064,28.3716,493.157,905,2,0
multifit,-157.064,28.3716,432.622,905,2,1
multifit,-152.155,31.3408,493.282,906,1,0
multifit,-147.247,28.3716,547.638,907,2,0
multifit,-147.247,28.3716,493.899,907,2,1
multifit,-142.339,31.3408,547.778,908,1,0
multifit,-139.885,26.9547,543.955,909,1,0
multifit,-137.431,28.3038,543.083,910,1,0
multifit,-137.431,31.2053,547.483,911,2,0
multifit,-137.431,31.2053,599.713,911,2,1
multifit,-134.976,32.5545,599.614,913,1,0
multifit,-132.522,31.2053,599.669,914,1,0
multifit,-132.522,28.3038,599.677,915,1,0
multifit,-130.068,32.5545,599.335,916,1,0
multifit,-130.068,26.9547,600.098,917,1,0
multifit,-127.614,28.3038,599.696,918,1,0
multifit,-127.614,31.2053,599.472,919,1,0
multifit,-125.16,26.9547,600.264,920,1,0
multifit,-125.16,32.5545,600.309,921,1,0
multifit,-122.706,31.2053,601.27,922,1,0
multifit,-122.706,28.3038,600.539,923,1,0
multifit,-120.252,26.9547,600.771,925,1,0
multifit,-110.435,32.5545,643.336,932,1,0
multifit,-107.981,28.3038,644.177,934,1,0
multifit,-107.981,31.2053,643.916,935,1,0
multifit,-105.527,26.9547,646.17,936,2,0
multifit,-105.527,26.9547,601.386,936,2,1
multifit,-105.527,32.5545,644.434,937,1,0
multifit,-103.073,31.2053,645.225,938,1,0
multifit,-103.073,28.3038,645.181,939,1,0
multifit,-100.619,32.5545,644.933,940,1,0
multifit,-100.619,26.9547,645.416,941,1,0
multifit,-98.1647,28.3038,646.028,942,1,0
multifit,-98.1647,31.2053,645.951,943,1,0
multifit,-95.7106,26.9547,646.475,944,1,0
multifit,-95.7106,32.5545,645.902,945,1,0
multifit,-93.2565,31.2053,646.437,946,1,0
multifit,-93.2565,28.3038,646.656,947,1,0
multifit,-90.8024,32.5545,647.921,948,1,0
multifit,-90.8024,26.9547,647.505,949,2,0
multifit,-90.8024,26.9547,972.862,949,2,1
multifit,-88.3482,28.3038,647.703,950,1,0
multifit,-88.3482,31.2053,647.951,951,1,0
multifit,-85.8941,26.9547,648.361,952,1,0
multifit,-83.44,31.2053,649.737,954,2,0
multifit,-83.44,31.2053,610.759,954,2,1
multifit,-83.44,28.3038,648.424,955,1,0
multifit,-80.9859,32.5545,648.807,956,1,0
multifit,-80.9859,26.9547,649.281,957,1,0
multifit,-78.5318,28.3038,649.435,958,2,0
multifit,-78.5318,28.3038,610.236,958,2,1
multifit,-78.5318,31.2053,649.592,959,1,0
multifit,-76.0777,26.9547,649.639,960,1,0
multifit,-76.0777,32.5545,650.278,961,1,0
multifit,-73.6235,31.2053,650.314,962,1,0
multifit,-73.6235,28.3038,649.983,963,1,0
multifit,-71.1694,32.5545,651.111,964,1,0
multifit,-71.1694,26.9547,650.426,965,1,0
multifit,-68.7153,28.3038,650.765,966,1,0
multifit,-68.7153,31.2053,651.328,967,1,0
multifit,-66.2612,26.9547,651.085,968,1,0
multifit,-66.2612,32.5545,651.801,969,1,0
multifit,-63.8071,31.2053,652.158,970,1,0
multifit,-63.8071,28.3038,651.398,971,1,0
multifit,-61.353,32.5545,652.453,972,1,0
multifit,-58.8988,31.2053,654.428,975,1,0
multifit,-49.0824,31.2053,653.417,983,1,0
multifit,-41.72,26.9547,612.822,989,1,0
multifit,-39.2659,28.3038,612.645,990,1,0
multifit,-39.2659,31.2053,613.21,991,2,0
multifit,-39.2659,31.2053,649.876,991,2,1
multifit,-36.8118,26.9547,613.318,992,1,0
multifit,-36.8118,32.5545,612.588,993,2,0
multifit,-36.8118,32.5545,584.13,993,2,1
multifit,-34.3577,31.2053,612.376,994,1,0
multifit,-34.3577,28.3038,611.959,995,1,0
multifit,-31.9035,32.5545,613.189,996,2,0
multifit,-31.9035,32.5545,656.813,996,2,1
multifit,-31.9035,26.9547,612.293,997,1,0
multifit,-29.4494,28.3038,655.186,998,3,0
multifit,-29.4494,28.3038,610.635,998,3,1
multifit,-29.4494,28.3038,585.784,998,3,2
multifit,-29.4494,31.2053,613.764,999,1,0
multifit,-24.5412,28.3038,565.255,1003,1,0
multifit,-22.0871,26.9547,565.011,1005,1,0
multifit,-19.6329,28.3038,565.439,1006,1,0
multifit,-19.6329,31.2053,562.234,1007,1,0
multifit,-17.1788,26.9547,561.185,1008,1,0
multifit,-17.1788,32.5545,562.031,1009,1,0
multifit,-14.7247,31.2053,562.892,1010,1,0
multifit,-12.2706,26.9547,507.753,1013,1,0
multifit,-9.81648,28.3038,507.652,1014,1,0
multifit,-9.81648,31.2053,508.211,1015,1,0
multifit,-7.36236,26.9547,508.424,1016,1,0
multifit,-7.36237,32.5545,508.818,1017,1,0
multifit,-4.90825,31.2053,508.104,1018,1,0
multifit,-4.90825,28.3038,508.635,1019,1,0
multifit,-2.45413,26.9547,450.983,1021,2,0
multifit,-2.45413,26.9547,510.225,1021,2,1
multifit,-1.33514e-05,28.3038,451.394,1022,1,0
multifit,-1.33514e-05,31.2053,453.702,1023,1,0
multifit,2.4541,26.9547,453.341,1024,1,0
multifit,2.45413,32.5545,454.118,1025,1,0
multifit,4.90825,31.2053,453.887,1026,1,0
multifit,7.36237,32.5545,386.281,1028,1,0
multifit,7.36237,26.9547,386.293,1029,1,0
multifit,9.81648,28.3038,386.523,1030,1,0
multifit,9.81648,31.2053,386.602,1031,1,0
multifit,12.2706,32.5545,387.175,1033,1,0
multifit,49.0824,28.3038,281.478,1062,1,0
multifit,93.2565,31.2053,277.938,1098,1,0
multifit,-171.788,36.8729,431.443,1183,1,0
multifit,-166.88,39.8421,431.434,1184,1,0
multifit,-161.972,36.8729,431.872,1185,2,0
multifit,-161.972,36.8729,492.164,1185,2,1
multifit,-157.064,39.8421,491.881,1186,1,0
multifit,-152.155,36.8729,546.425,1187,2,0
multifit,-152.155,36.8729,492.555,1187,2,1
multifit,-147.247,39.8421,546.494,1188,1,0
multifit,-142.339,36.8729,547.089,1189,1,0
multifit,-137.431,39.8421,597.865,1190,1,0
multifit,-134.976,35.456,598.561,1191,1,0
multifit,-132.522,36.8052,598.74,1192,1,0
multifit,-132.522,39.7067,598.23,1193,1,0
multifit,-130.068,35.456,598.322,1194,1,0
multifit,-130.068,41.0558,598.987,1195,1,0
multifit,-127.614,36.8052,600.721,1197,1,0
multifit,-125.16,41.0558,654.297,1198,1,0
multifit,-125.16,35.456,599.867,1199,1,0
multifit,-117.798,39.7067,642.74,1204,1,0
multifit,-117.798,36.8052,643.045,1205,2,0
multifit,-117.798,36.8052,605.471,1205,2,1
multifit,-115.344,41.0558,642.692,1206,1,0
multifit,-115.344,35.456,643.576,1207,1,0
multifit,-112.889,36.8052,642.372,1208,1,0
multifit,-112.889,39.7067,643.301,1209,2,0
multifit,-112.889,39.7067,769.846,1209,2,1
multifit,-110.435,35.456,643.384,1210,1,0
multifit,-110.435,41.0558,643.387,1211,1,0
multifit,-107.981,39.7067,643.004,1212,1,0
multifit,-107.981,36.8052,643.888,1213,1,0
multifit,-105.527,41.0558,643.084,1214,1,0
multifit,-105.527,35.456,644.318,1215,1,0
multifit,-103.073,36.8052,643.914,1216,1,0
multifit,-103.073,39.7067,644.362,1217,1,0
multifit,-100.619,35.456,645.229,1218,1,0
multifit,-90.8024,41.0558,610.071,1227,1,0
multifit,-71.1694,35.456,650.265,1242,1,0
multifit,-68.7153,39.7067,652.812,1244,1,0
multifit,-68.7153,36.8052,650.815,1245,1,0
multifit,-66.2612,41.0558,651.525,1246,1,0
multifit,-66.2612,35.456,652.155,1247,1,0
multifit,-63.8071,36.8052,652.873,1248,1,0
multifit,-63.8071,39.7067,653.276,1249,1,0
multifit,-61.353,35.456,652.913,1250,1,0
multifit,-61.3529,41.0558,653.641,1251,1,0
multifit,-58.8988,39.7067,653.843,1252,1,0
multifit,-58.8988,36.8052,653.262,1253,1,0
multifit,-56.4447,41.0558,654.424,1254,1,0
multifit,-56.4447,35.456,653.207,1255,1,0
multifit,-53.9906,36.8052,653.566,1256,1,0
multifit,-53.9906,39.7067,654.319,1257,1,0
multifit,-36.8118,35.456,612.441,1271,1,0
multifit,-34.3576,36.8052,612.78,1272,1,0
multifit,-34.3576,39.7067,613.864,1273,1,0
multifit,-31.9035,35.456,613.233,1274,1,0
multifit,-31.9035,41.0558,613.816,1275,1,0
multifit,-29.4494,39.7067,614.494,1276,1,0
multifit,-29.4494,36.8052,613.608,1277,1,0
multifit,-26.9953,41.0558,614.727,1278,1,0
multifit,-26.9953,35.456,612.98,1279,1,0
multifit,-19.6329,39.7067,564.076,1284,1,0
multifit,-19.6329,36.8052,562.658,1285,1,0
multifit,-17.1788,41.0558,563.095,1286,1,0
multifit,-17.1788,35.456,562.38,1287,1,0
multifit,-14.7247,36.8052,562.636,1288,1,0
multifit,-14.7247,39.7067,563.532,1289,1,0
multifit,-12.2706,35.456,561.825,1290,1,0
multifit,-12.2706,41.0558,563.39,1291,2,0
multifit,-12.2706,41.0558,507.052,1291,2,1
multifit,-7.36236,41.0558,509.352,1294,1,0
multifit,-7.36236,35.456,509.184,1295,1,0
multifit,-4.90825,36.8052,508.852,1296,1,0
multifit,-4.90825,39.7067,509.467,1297,2,0
multifit,-4.90825,39.7067,564.032,1297,2,1
multifit,-2.45413,35.456,508.359,1298,1,0
multifit,-2.45413,41.0558,509.956,1299,1,0
multifit,2.45411,41.0558,454.487,1302,1,0
multifit,2.4541,35.456,454.063,1303,1,0
multifit,4.90822,36.8052,454.496,1304,1,0
multifit,4.90822,39.7067,454.863,1305,1,0
multifit,7.36234,35.456,453.905,1306,2,0
multifit,7.36234,35.456,385.463,1306,2,1
multifit,7.36237,41.0558,454.924,1307,1,0
multifit,9.81649,39.7067,388.561,1308,1,0
multifit,9.81649,36.8052,387.302,1309,2,0
multifit,9.81649,36.8052,455.923,1309,2,1
multifit,12.2706,41.0558,388.315,1310,1,0
multifit,12.2706,35.456,387.302,1311,1,0
multifit,14.7247,36.8052,387.325,1312,1,0
multifit,14.7247,39.7067,387.269,1313,1,0
multifit,44.1741,36.8052,1017.05,1336,1,0
multifit,-171.788,48.3434,430.417,1457,1,0
multifit,-166.88,45.3742,431.061,1458,1,0
multifit,-161.972,48.3434,491.483,1459,1,0
multifit,-157.064,45.3742,491.272,1460,1,0
multifit,-152.155,48.3434,545.634,1461,1,0
multifit,-147.247,45.3742,546.172,1462,1,0
multifit,-142.339,48.3434,596.943,1463,1,0
multifit,-137.431,45.3742,597.366,1464,1,0
multifit,-132.522,48.3434,597.035,1465,1,0
multifit,-130.068,43.9573,598.06,1466,1,0
multifit,-122.706,48.208,640.73,1471,1,0
multifit,-122.706,45.3065,651.848,1472,1,0
multifit,-120.252,49.5571,641.657,1473,1,0
multifit,-120.252,43.9573,643.019,1474,1,0
multifit,-117.798,45.3065,641.874,1475,1,0
multifit,-117.798,48.208,641.627,1476,1,0
multifit,-115.344,43.9573,642.301,1477,1,0
multifit,-115.344,49.5571,641.896,1478,1,0
multifit,-112.889,48.208,642.567,1479,1,0
multifit,-112.889,45.3065,642.585,1480,1,0
multifit,-110.435,49.5571,651.141,1481,1,0
multifit,-110.435,43.9573,643.131,1482,1,0
multifit,-107.981,45.3065,643.499,1483,1,0
multifit,-107.981,48.208,642.845,1484,1,0
multifit,-73.6235,48.208,655.271,1511,1,0
multifit,-71.1694,49.5571,656.581,1513,1,0
multifit,-68.7153,48.208,655.277,1516,1,0
multifit,-63.8071,45.3065,654.392,1520,1,0
multifit,-61.353,49.5571,654.983,1521,1,0
multifit,-61.3529,43.9573,654.282,1522,1,0
multifit,-58.8988,45.3065,654.774,1523,1,0
multifit,-58.8988,48.208,654.446,1524,2,0
multifit,-58.8988,48.208,630.734,1524,2,1
multifit,-56.4447,43.9573,654.716,1525,1,0
multifit,-56.4447,49.5571,654.689,1526,1,0
multifit,-53.9906,48.208,654.71,1527,1,0
multifit,-53.9906,45.3065,655.207,1528,1,0
multifit,-51.5365,49.5571,654.798,1529,1,0
multifit,-51.5365,43.9573,654.649,1530,1,0
multifit,-49.0823,48.208,656.313,1532,1,0
multifit,-46.6282,43.9573,644.075,1533,1,0
multifit,-31.9035,49.5571,613.963,1545,1,0
multifit,-31.9035,43.9573,614.724,1546,1,0
multifit,-29.4494,45.3065,613.103,1547,1,0
multifit,-29.4494,48.208,614.09,1548,1,0
multifit,-26.9953,43.9573,612.886,1549,1,0
multifit,-26.9953,49.5571,614.158,1550,1,0
multifit,-24.5412,48.208,614.9,1551,1,0
multifit,-24.5412,45.3065,615.043,1552,1,0
multifit,-17.1788,43.9573,563.664,1557,1,0
multifit,-17.1788,49.5571,568.244,1558,1,0
multifit,-14.7247,48.208,564.358,1559,1,0
multifit,-14.7247,45.3065,563.955,1560,1,0
multifit,-12.2706,49.5571,564.298,1561,1,0
multifit,-12.2706,43.9573,563.309,1562,1,0
multifit,-9.81648,45.3065,563.739,1563,2,0
multifit,-9.81648,45.3065,507.47,1563,2,1
multifit,-9.81648,48.208,564.8,1564,1,0
multifit,-4.90825,48.208,510.781,1567,1,0
multifit,-4.90825,45.3065,510.202,1568,1,0
multifit,-2.45413,49.5571,510.352,1569,1,0
multifit,-2.45413,43.9573,510.509,1570,1,0
multifit,-1.14441e-05,45.3065,510.147,1571,1,0
multifit,-1.14441e-05,48.208,512.15,1572,1,0
multifit,4.90822,48.208,455.258,1575,1,0
multifit,4.90822,45.3065,455.344,1576,1,0
multifit,7.36234,49.5571,457.215,1577,1,0
multifit,7.36237,43.9573,455.282,1578,1,0
multifit,9.81649,48.208,455.837,1580,1,0
multifit,12.2706,43.9573,387.189,1581,1,0
multifit,12.2706,49.5571,388.279,1582,1,0
multifit,14.7247,48.208,389.324,1583,1,0
multifit,14.7247,45.3065,389.06,1584,1,0
multifit,122.706,45.3065,837.765,1672,1,0
multifit,-171.788,53.8755,426.599,1725,1,0
multifit,-166.88,56.8448,426.171,1726,2,0
multifit,-166.88,56.8448,486.961,1726,2,1
multifit,-161.972,53.8755,487.015,1727,1,0
multifit,-157.064,56.8448,486.981,1728,2,0
multifit,-157.064,56.8448,539.468,1728,2,1
multifit,-152.155,53.8755,541.674,1729,1,0
multifit,-147.247,56.8448,541.218,1730,1,0
multifit,-142.339,53.8755,596.442,1731,1,0
multifit,-137.431,56.8448,595.949,1732,1,0
multifit,-132.522,53.8755,596.445,1733,1,0
multifit,-127.614,56.8448,639.899,1734,1,0
multifit,-122.706,53.8078,640.754,1736,1,0
multifit,-122.706,56.7093,637.12,1737,1,0
multifit,-120.252,52.4586,637.536,1738,1,0
multifit,-120.252,58.0584,636.781,1739,2,0
multifit,-120.252,58.0584,591.077,1739,2,1
multifit,-117.798,56.7093,641.86,1740,1,0
multifit,-117.798,53.8078,637.809,1741,1,0
multifit,-115.344,58.0584,636.934,1742,1,0
multifit,-115.344,52.4586,637.938,1743,1,0
multifit,-112.889,53.8078,635.962,1744,1,0
multifit,-71.1694,52.4586,654.998,1778,2,0
multifit,-71.1694,52.4586,585.145,1778,2,1
multifit,-68.7153,53.8078,656.738,1781,1,0
multifit,-66.2612,52.4586,655.805,1783,1,0
multifit,-63.8071,53.8078,656.144,1784,1,0
multifit,-63.8071,56.7093,655.908,1785,1,0
multifit,-61.353,52.4586,655.367,1786,1,0
multifit,-61.3529,58.0584,656.858,1787,2,0
multifit,-61.3529,58.0584,631.896,1787,2,1
multifit,-58.8988,56.7093,656.323,1788,1,0
multifit,-58.8988,53.8078,655.678,1789,2,0
multifit,-58.8988,53.8078,631.671,1789,2,1
multifit,-56.4447,58.0584,656.456,1790,1,0
multifit,-56.4447,52.4586,655.451,1791,1,0
multifit,-53.9906,53.8078,655.851,1792,1,0
multifit,-53.9906,56.7093,656.36,1793,1,0
multifit,-51.5365,52.4586,655.273,1794,1,0
multifit,-51.5365,58.0584,656.936,1795,1,0
multifit,-49.0823,56.7093,656.968,1796,1,0
multifit,-49.0823,53.8078,655.063,1797,1,0
multifit,-39.2659,53.8078,819.994,1805,1,0
multifit,-31.9035,52.4586,614.899,1810,1,0
multifit,-31.9035,58.0584,612.652,1811,1,0
multifit,-29.4494,56.7093,614.692,1812,1,0
multifit,-29.4494,53.8078,614.612,1813,1,0
multifit,-26.9953,58.0584,615.21,1814,1,0
multifit,-26.9953,52.4586,613.846,1815,1,0
multifit,-24.5412,53.8078,613.505,1816,1,0
multifit,-24.5412,56.7093,614.876,1817,1,0
multifit,-22.0871,52.4586,614.752,1818,1,0
multifit,-17.1788,58.0584,566.387,1822,1,0
multifit,-17.1788,52.4586,564.716,1823,1,0
multifit,-14.7247,53.8078,565.248,1824,2,0
multifit,-14.7247,53.8078,513.783,1824,2,1
multifit,-14.7247,56.7093,566.118,1825,2,0
multifit,-14.7247,56.7093,512.697,1825,2,1
multifit,-12.2706,52.4586,564.733,1826,2,0
multifit,-12.2706,52.4586,512.463,1826,2,1
multifit,-12.2706,58.0584,565.456,1827,1,0
multifit,-9.81648,56.7093,565.519,1828,1,0
multifit,-9.81648,53.8078,564.585,1829,1,0
multifit,-4.90825,53.8078,510.945,1832,2,0
multifit,-4.90825,53.8078,565.471,1832,2,1
multifit,-4.90825,56.7093,511.26,1833,1,0
multifit,-2.45413,52.4586,510.929,1834,1,0
multifit,-2.45413,58.0584,512.134,1835,1,0
multifit,-1.14441e-05,56.7093,514.079,1836,1,0
multifit,-1.14441e-05,53.8078,510.774,1837,1,0
multifit,2.4541,52.4586,455.036,1839,2,0
multifit,2.4541,52.4586,512.456,1839,2,1
multifit,4.90822,53.8078,456.795,1840,2,0
multifit,4.90822,53.8078,391.748,1840,2,1
multifit,4.90822,56.7093,457.1,1841,1,0
multifit,7.36234,52.4586,456.738,1842,2,0
multifit,7.36234,52.4586,395.022,1842,2,1
multifit,7.36237,58.0584,457.331,1843,1,0
multifit,9.81649,56.7093,456.198,1844,1,0
multifit,9.81649,53.8078,457.072,1845,1,0
multifit,12.2706,58.0584,390.036,1846,1,0
multifit,12.2706,52.4586,389.923,1847,1,0
multifit,14.7247,53.8078,390.18,1848,1,0
multifit,14.7247,56.7093,390.066,1849,1,0
multifit,17.1788,52.4586,390.013,1850,1,0
multifit,17.1788,58.0584,390.689,1851,1,0
multifit,46.6282,52.4586,1006.22,1874,1,0
multifit,68.7153,53.8078,1008,1893,1,0
multifit,117.798,53.8078,1017.49,1933,1,0
multifit,-171.788,65.3461,425.25,1987,1,0
multifit,-166.88,62.3768,425.55,1988,2,0
multifit,-166.88,62.3768,486.618,1988,2,1
multifit,-161.972,65.3461,485.855,1989,1,0
multifit,-157.064,62.3768,486.849,1990,2,0
multifit,-157.064,62.3768,540.384,1990,2,1
multifit,-152.155,65.3461,540.063,1991,1,0
multifit,-147.247,62.3768,540.579,1992,1,0
multifit,-137.431,62.3768,592.094,1994,1,0
multifit,-132.522,65.3461,590.683,1995,1,0
multifit,-127.614,62.3768,636.578,1996,1,0
multifit,-122.706,65.3461,635.54,1997,1,0
multifit,-120.252,60.9599,636.624,1998,1,0
multifit,-117.798,62.3091,636.187,1999,1,0
multifit,-117.798,65.2106,635.688,2000,2,0
multifit,-117.798,65.2106,419.24,2000,2,1
multifit,-115.344,60.9599,635.335,2001,1,0
multifit,-115.344,66.5598,635.603,2002,1,0
multifit,-103.073,65.2106,634.204,2011,1,0
multifit,-90.8024,60.9599,635.169,2022,1,0
multifit,-85.8941,60.9599,590.496,2025,1,0
multifit,-83.44,62.3091,590.561,2028,1,0
multifit,-66.2612,66.5598,657.331,2042,1,0
multifit,-63.8071,65.2106,658.426,2043,1,0
multifit,-63.8071,62.3091,657.887,2044,1,0
multifit,-61.353,66.5598,657.794,2045,1,0
multifit,-61.3529,60.9599,657.558,2046,2,0
multifit,-61.3529,60.9599,630.696,2046,2,1
multifit,-58.8988,62.3091,656.939,2047,1,0
multifit,-58.8988,65.2106,657.95,2048,1,0
multifit,-56.4447,60.9599,657.049,2049,1,0
multifit,-56.4447,66.5598,658.052,2050,1,0
multifit,-53.9906,65.2106,657.931,2051,1,0
multifit,-53.9906,62.3091,657.302,2052,1,0
multifit,-51.5365,60.9599,657.86,2054,2,0
multifit,-51.5365,60.9599,627.886,2054,2,1
multifit,-31.9035,66.5598,616.687,2069,1,0
multifit,-31.9035,60.9599,614.71,2070,1,0
multifit,-29.4494,62.3091,615.852,2071,1,0
multifit,-29.4494,65.2106,616.347,2072,1,0
multifit,-26.9953,60.9599,615.384,2073,1,0
multifit,-26.9953,66.5598,616.42,2074,1,0
multifit,-24.5412,65.2106,616.382,2075,1,0
multifit,-24.5412,62.3091,616.317,2076,1,0
multifit,-22.0871,66.5598,616.486,2077,1,0
multifit,-17.1788,60.9599,565.708,2081,1,0
multifit,-17.1788,66.5598,566.676,2082,1,0
multifit,-14.7247,65.2106,566.689,2083,2,0
multifit,-14.7247,65.2106,509.222,2083,2,1
multifit,-14.7247,62.3091,566.345,2084,1,0
multifit,-12.2706,66.5598,566.49,2085,2,0
multifit,-12.2706,66.5598,510.422,2085,2,1
multifit,-12.2706,60.9599,566.171,2086,1,0
multifit,-9.81648,62.3091,566.802,2087,1,0
multifit,-9.81648,65.2106,565.731,2088,2,0
multifit,-9.81648,65.2106,513.113,2088,2,1
multifit,-4.90825,65.2106,512.367,2091,1,0
multifit,-4.90825,62.3091,511.657,2092,1,0
multifit,-2.45413,66.5598,512.789,2093,2,0
multifit,-2.45413,66.5598,459.283,2093,2,1
multifit,-2.45413,60.9599,511.974,2094,2,0
multifit,-2.45413,60.9599,565.46,2094,2,1
multifit,-1.14441e-05,62.3091,511.848,2095,1,0
multifit,-1.14441e-05,65.2106,513.576,2096,1,0
multifit,4.90822,65.2106,457.784,2099,1,0
multifit,4.90822,62.3091,458.448,2100,1,0
multifit,7.36234,66.5598,458.025,2101,1,0
multifit,7.36237,60.9599,457.38,2102,1,0
multifit,9.81649,62.3091,457.319,2103,1,0
multifit,9.81649,65.2106,457.654,2104,2,0
multifit,9.81649,65.2106,395.515,2104,2,1
multifit,12.2706,60.9599,391.153,2105,2,0
multifit,12.2706,60.9599,455.125,2105,2,1
multifit,12.2706,66.5598,393.775,2106,1,0
multifit,14.7247,65.2106,393.073,2107,1,0
multifit,14.7247,62.3091,391.035,2108,1,0
multifit,17.1788,66.5598,393.944,2109,1,0
multifit,17.1788,60.9599,390.721,2110,1,0
multifit,-240.504,70.8781,1008.01,2228,1,0
multifit,-171.788,70.8781,424.575,2242,1,0
multifit,-166.88,73.8474,423.976,2243,2,0
multifit,-166.88,73.8474,485.185,2243,2,1
multifit,-161.972,70.8781,485.18,2244,1,0
multifit,-157.064,73.8474,485.069,2245,1,0
multifit,-152.155,70.8781,539.291,2246,1,0
multifit,-147.247,73.8474,539.231,2247,1,0
multifit,-142.339,70.8781,590.934,2248,1,0
multifit,-137.431,73.8474,590.692,2249,1,0
multifit,-132.522,70.8781,591.862,2250,1,0
multifit,-122.706,70.8781,636.995,2252,1,0
multifit,-117.798,73.8474,634.709,2253,2,0
multifit,-117.798,73.8474,589.793,2253,2,1
multifit,-115.344,69.4613,637.12,2254,1,0
multifit,-78.5318,70.8104,636.563,2284,1,0
multifit,-76.0776,75.0611,656.133,2285,1,0
multifit,-73.6235,73.7119,654.571,2288,1,0
multifit,-71.1694,69.4613,655.395,2289,1,0
multifit,-71.1694,75.0611,656.071,2290,1,0
multifit,-66.2612,69.4613,658.08,2294,1,0
multifit,-63.8071,70.8104,657.686,2295,1,0
multifit,-61.3529,69.4613,658.507,2297,1,0
