pad,x,y
1289,-14.7247,39.7067
1290,-12.2706,35.456
1291,-12.2706,41.0558
1292,-9.81648,39.7067
1293,-9.81648,36.8052
1294,-7.36236,41.0558
1295,-7.36236,35.456
1296,-4.90825,36.8052
1297,-4.90825,39.7067
1298,-2.45413,35.456
1299,-2.45413,41.0558
1300,-1.14441e-05,39.7067
1301,-1.14441e-05,36.8052
1302,2.45411,41.0558
1303,2.4541,35.456
1304,4.90822,36.8052
1305,4.90822,39.7067
1306,7.36234,35.456
1307,7.36237,41.0558
1308,9.81649,39.7067
1309,9.81649,36.8052
1310,12.2706,41.0558
1311,12.2706,35.456
1312,14.7247,36.8052
1313,14.7247,39.7067
1314,17.1788,35.456
1315,17.1788,41.0558
1316,19.633,39.7067
1317,19.633,36.8052
1318,22.0871,41.0558
1319,22.0871,35.456
1320,24.5412,36.8052
1321,24.5412,39.7067
1322,26.9953,35.456
1323,26.9953,41.0558
1324,29.4494,39.7067
1325,29.4494,36.8052
1326,31.9035,41.0558
1327,31.9035,35.456
1328,34.3577,36.8052
1329,34.3577,39.7067
1330,36.8118,35.456
1331,36.8118,41.0558
1332,39.2659,39.7067
1333,39.2659,36.8052
1334,41.72,41.0558
1335,41.72,35.456
1336,44.1741,36.8052
1337,44.1741,39.7067
1338,46.6282,35.456
1339,46.6282,41.0558
1340,49.0824,39.7067
1341,49.0824,36.8052
1342,51.5365,41.0558
1343,51.5365,35.456
1344,53.9906,36.8052
1345,53.9906,39.7067
1346,56.4447,35.456
1347,56.4447,41.0558
1348,58.8988,39.7067
1349,58.8988,36.8052
1350,61.3529,41.0558
1351,61.3529,35.456
1352,63.8071,36.8052
1353,63.8071,39.7067
1354,66.2612,35.456
1355,66.2612,41.0558
1356,68.7153,39.7067
1357,68.7153,36.8052
1358,71.1694,41.0558
1359,71.1694,35.456
1360,73.6235,36.8052
1361,73.6235,39.7067
1362,76.0776,35.456
1363,76.0776,41.0558
1364,78.5318,39.7067
1365,78.5318,36.8052
1366,80.9859,41.0558
1367,80.9859,35.456
1368,83.44,36.8052
1369,83.44,39.7067
1370,85.8941,35.456
1371,85.8941,41.0558
1372,88.3482,39.7067
1373,88.3482,36.8052
1374,90.8023,41.0558
1375,90.8024,35.456
1376,93.2565,36.8052
1377,93.2565,39.7067
1378,95.7106,35.456
1379,95.7106,41.0558
1380,98.1647,39.7067
1381,98.1647,36.8052
1382,100.619,41.0558
1383,100.619,35.456
1384,103.073,36.8052
1385,103.073,39.7067
1386,105.527,35.456
1387,105.527,41.0558
1388,107.981,39.7067
1389,107.981,36.8052
1390,110.435,41.0558
1395,115.344,41.0558
1396,117.798,39.7067
1397,117.798,36.8052
1399,120.252,35.456
1400,122.706,36.8052
1401,122.706,39.7067
1402,125.16,35.456
1403,125.16,41.0558
1404,127.614,39.7067
1405,127.614,36.8052
1406,130.068,41.0558
1407,130.068,35.456
1408,132.522,36.8052
1409,132.522,39.7067
1410,134.976,35.456
1411,137.431,39.8421
1412,142.339,36.8729
1413,147.247,39.8421
1414,152.155,36.8729
1415,157.064,39.8421
1416,161.972,36.8729
1417,166.88,39.8421
1418,171.788,36.8729
1420,181.605,36.8729
1421,186.513,39.8421
1422,191.421,36.8729
1423,196.329,39.8421
1424,201.238,36.8729
1425,206.146,39.8421
1426,211.054,36.8729
1427,215.962,39.8421
1428,220.871,36.8729
1429,225.779,39.8421
1430,230.687,36.8729
1431,235.595,39.8421
1432,240.504,36.8729
1433,245.412,39.8421
1434,250.32,36.8729
1435,255.228,39.8421
1436,260.137,36.8729
1437,265.045,39.8421
1442,-245.412,45.3742
1443,-240.504,48.3434
1444,-235.595,45.3742
1445,-230.687,48.3434
1446,-225.779,45.3742
1447,-220.871,48.3434
1448,-215.962,45.3742
1449,-211.054,48.3434
1450,-206.146,45.3742
1451,-201.238,48.3434
1452,-196.329,45.3742
1453,-191.421,48.3434
1454,-186.513,45.3742
1455,-181.605,48.3434
1456,-176.696,45.3742
1457,-171.788,48.3434
1458,-166.88,45.3742
1459,-161.972,48.3434
1460,-157.064,45.3742
1461,-152.155,48.3434
1462,-147.247,45.3742
1463,-142.339,48.3434
1464,-137.431,45.3742
1465,-132.522,48.3434
1466,-130.068,43.9573
1467,-127.614,45.3065
1468,-127.614,48.208
1469,-125.16,43.9573
1470,-125.16,49.5571
1471,-122.706,48.208
1472,-122.706,45.3065
1473,-120.252,49.5571
1474,-120.252,43.9573
1475,-117.798,45.3065
1476,-117.798,48.208
1477,-115.344,43.9573
1478,-115.344,49.5571
1479,-112.889,48.208
1480,-112.889,45.3065
1481,-110.435,49.5571
1482,-110.435,43.9573
1483,-107.981,45.3065
1484,-107.981,48.208
1485,-105.527,43.9573
1486,-105.527,49.5571
1487,-103.073,48.208
1488,-103.073,45.3065
1489,-100.619,49.5571
1490,-100.619,43.9573
1491,-98.1647,45.3065
1492,-98.1647,48.208
1493,-95.7106,43.9573
1494,-95.7106,49.5571
1495,-93.2565,48.208
1496,-93.2565,45.3065
1497,-90.8024,49.5571
1498,-90.8024,43.9573
1499,-88.3483,45.3065
1500,-88.3483,48.208
1501,-85.8941,43.9573
1502,-85.8941,49.5571
1503,-83.44,48.208
1504,-83.44,45.3065
1505,-80.9859,49.5571
1506,-80.9859,43.9573
1507,-78.5318,45.3065
1508,-78.5318,48.208
1509,-76.0777,43.9573
1510,-76.0777,49.5571
1511,-73.6235,48.208
1512,-73.6235,45.3065
1513,-71.1694,49.5571
1514,-71.1694,43.9573
1515,-68.7153,45.3065
1516,-68.7153,48.208
1517,-66.2612,43.9573
1518,-66.2612,49.5571
1519,-63.8071,48.208
1520,-63.8071,45.3065
1521,-61.353,49.5571
1522,-61.3529,43.9573
1523,-58.8988,45.3065
1524,-58.8988,48.208
1525,-56.4447,43.9573
1526,-56.4447,49.5571
1527,-53.9906,48.208
1528,-53.9906,45.3065
1529,-51.5365,49.5571
1530,-51.5365,43.9573
1531,-49.0823,45.3065
1532,-49.0823,48.208
1533,-46.6282,43.9573
1534,-46.6282,49.5571
1535,-44.1741,48.208
1536,-44.1741,45.3065
1537,-41.72,49.5571
1538,-41.72,43.9573
1539,-39.2659,45.3065
1540,-39.2659,48.208
1541,-36.8118,43.9573
1542,-36.8118,49.5571
1543,-34.3576,48.208
1544,-34.3576,45.3065
1545,-31.9035,49.5571
1546,-31.9035,43.9573
1547,-29.4494,45.3065
1548,-29.4494,48.208
1549,-26.9953,43.9573
1550,-26.9953,49.5571
1551,-24.5412,48.208
1552,-24.5412,45.3065
1553,-22.0871,49.5571
1554,-22.0871,43.9573
1555,-19.6329,45.3065
1556,-19.6329,48.208
1557,-17.1788,43.9573
1558,-17.1788,49.5571
1559,-14.7247,48.208
1560,-14.7247,45.3065
1561,-12.2706,49.5571
1562,-12.2706,43.9573
1563,-9.81648,45.3065
1564,-9.81648,48.208
1565,-7.36236,43.9573
1566,-7.36236,49.5571
1567,-4.90825,48.208
1568,-4.90825,45.3065
1569,-2.45413,49.5571
1570,-2.45413,43.9573
1571,-1.14441e-05,45.3065
1572,-1.14441e-05,48.208
1573,2.45411,43.9573
1574,2.4541,49.5571
1575,4.90822,48.208
1576,4.90822,45.3065
1577,7.36234,49.5571
1578,7.36237,43.9573
1579,9.81649,45.3065
1580,9.81649,48.208
1581,12.2706,43.9573
1582,12.2706,49.5571
1583,14.7247,48.208
1584,14.7247,45.3065
1585,17.1788,49.5571
1586,17.1788,43.9573
1587,19.633,45.3065
1588,19.633,48.208
1589,22.0871,43.9573
1590,22.0871,49.5571
1591,24.5412,48.208
1592,24.5412,45.3065
1593,26.9953,49.5571
1594,26.9953,43.9573
1595,29.4494,45.3065
1596,29.4494,48.208
1597,31.9035,43.9573
1598,31.9035,49.5571
1599,34.3577,48.208
1600,34.3577,45.3065
1601,36.8118,49.5571
1602,36.8118,43.9573
1603,39.2659,45.3065
1604,39.2659,48.208
1605,41.72,43.9573
1606,41.72,49.5571
1607,44.1741,48.208
1608,44.1741,45.3065
1609,46.6282,49.5571
1610,46.6282,43.9573
1611,49.0824,45.3065
1612,49.0824,48.208
1613,51.5365,43.9573
1615,53.9906,48.208
1616,53.9906,45.3065
1617,56.4447,49.5571
1618,56.4447,43.9573
1619,58.8988,45.3065
1620,58.8988,48.208
1621,61.3529,43.9573
1622,61.3529,49.5571
1623,63.8071,48.208
1624,63.8071,45.3065
1625,66.2612,49.5571
1626,66.2612,43.9573
1628,68.7153,48.208
1629,71.1694,43.9573
1630,71.1694,49.5571
1631,73.6235,48.208
1632,73.6235,45.3065
1633,76.0776,49.5571
1634,76.0776,43.9573
1635,78.5318,45.3065
1636,78.5318,48.208
1637,80.9859,43.9573
1638,80.9859,49.5571
1639,83.44,48.208
1640,83.44,45.3065
1641,85.8941,49.5571
1642,85.8941,43.9573
1643,88.3482,45.3065
1644,88.3482,48.208
1645,90.8023,43.9573
1646,90.8024,49.5571
1647,93.2565,48.208
1648,93.2565,45.3065
1649,95.7106,49.5571
1650,95.7106,43.9573
1651,98.1647,45.3065
1652,98.1647,48.208
1653,100.619,43.9573
1654,100.619,49.5571
1655,103.073,48.208
1656,103.073,45.3065
1657,105.527,49.5571
1658,105.527,43.9573
1659,107.981,45.3065
1660,107.981,48.208
1661,110.435,43.9573
1662,110.435,49.5571
1663,112.889,48.208
1664,112.889,45.3065
1665,115.344,49.5571
1667,117.798,45.3065
1668,117.798,48.208
1670,120.252,49.5571
1671,122.706,48.208
1672,122.706,45.3065
1673,125.16,49.5571
1674,125.16,43.9573
1675,127.614,45.3065
1676,127.614,48.208
1677,130.068,43.9573
1678,132.522,48.3434
1679,137.431,45.3742
1680,142.339,48.3434
1681,147.247,45.3742
1682,152.155,48.3434
1683,157.064,45.3742
1684,161.972,48.3434
1685,166.88,45.3742
1686,171.788,48.3434
1687,176.697,45.3742
1688,181.605,48.3434
1689,186.513,45.3742
1690,191.421,48.3434
1691,196.329,45.3742
1692,201.238,48.3434
1693,206.146,45.3742
1694,211.054,48.3434
1695,215.962,45.3742
1696,220.871,48.3434
1697,225.779,45.3742
1698,230.687,48.3434
1699,235.595,45.3742
1700,240.504,48.3434
1701,245.412,45.3742
1702,250.32,48.3434
1703,255.228,45.3742
1704,260.137,48.3434
1705,265.045,45.3742
1711,-240.504,53.8755
1712,-235.595,56.8448
1713,-230.687,53.8755
1714,-225.779,56.8448
1715,-220.871,53.8755
1716,-215.962,56.8448
1725,-171.788,53.8755
1726,-166.88,56.8448
1727,-161.972,53.8755
1728,-157.064,56.8448
1729,-152.155,53.8755
1730,-147.247,56.8448
1731,-142.339,53.8755
1732,-137.431,56.8448
1733,-132.522,53.8755
1734,-127.614,56.8448
1735,-125.16,52.4586
1736,-122.706,53.8078
1737,-122.706,56.7093
1738,-120.252,52.4586
1739,-120.252,58.0584
1740,-117.798,56.7093
1741,-117.798,53.8078
1742,-115.344,58.0584
1743,-115.344,52.4586
1744,-112.889,53.8078
1745,-112.889,56.7093
1746,-110.435,52.4586
1747,-110.435,58.0584
1748,-107.981,56.7093
1749,-107.981,53.8078
1750,-105.527,58.0584
1751,-105.527,52.4586
1752,-103.073,53.8078
1753,-103.073,56.7093
1754,-100.619,52.4586
1755,-100.619,58.0584
1756,-98.1647,56.7093
1757,-98.1647,53.8078
1758,-95.7106,58.0584
1759,-95.7106,52.4586
1760,-93.2565,53.8078
1761,-93.2565,56.7093
1762,-90.8024,52.4586
1763,-90.8024,58.0584
1764,-88.3483,56.7093
1765,-88.3483,53.8078
1766,-85.8941,58.0584
1767,-85.8941,52.4586
1768,-83.44,53.8078
1769,-83.44,56.7093
1770,-80.9859,52.4586
1771,-80.9859,58.0584
1772,-78.5318,56.7093
1773,-78.5318,53.8078
1774,-76.0777,58.0584
1775,-76.0777,52.4586
1776,-73.6235,53.8078
1777,-73.6235,56.7093
1778,-71.1694,52.4586
1779,-71.1694,58.0584
1780,-68.7153,56.7093
1781,-68.7153,53.8078
1782,-66.2612,58.0584
1783,-66.2612,52.4586
1784,-63.8071,53.8078
1785,-63.8071,56.7093
1786,-61.353,52.4586
1787,-61.3529,58.0584
1788,-58.8988,56.7093
1789,-58.8988,53.8078
1790,-56.4447,58.0584
1791,-56.4447,52.4586
1792,-53.9906,53.8078
1793,-53.9906,56.7093
1794,-51.5365,52.4586
1795,-51.5365,58.0584
1796,-49.0823,56.7093
1797,-49.0823,53.8078
1798,-46.6282,58.0584
1799,-46.6282,52.4586
1800,-44.1741,53.8078
1801,-44.1741,56.7093
1802,-41.72,52.4586
1803,-41.72,58.0584
1804,-39.2659,56.7093
1805,-39.2659,53.8078
1806,-36.8118,58.0584
1807,-36.8118,52.4586
1808,-34.3576,53.8078
1809,-34.3576,56.7093
1810,-31.9035,52.4586
1811,-31.9035,58.0584
1812,-29.4494,56.7093
1813,-29.4494,53.8078
1814,-26.9953,58.0584
1815,-26.9953,52.4586
1816,-24.5412,53.8078
1817,-24.5412,56.7093
1818,-22.0871,52.4586
1819,-22.0871,58.0584
1820,-19.6329,56.7093
1821,-19.6329,53.8078
1822,-17.1788,58.0584
1823,-17.1788,52.4586
1824,-14.7247,53.8078
1825,-14.7247,56.7093
1826,-12.2706,52.4586
1827,-12.2706,58.0584
1828,-9.81648,56.7093
1829,-9.81648,53.8078
1830,-7.36236,58.0584
1831,-7.36236,52.4586
1832,-4.90825,53.8078
1833,-4.90825,56.7093
1834,-2.45413,52.4586
1835,-2.45413,58.0584
1836,-1.14441e-05,56.7093
1837,-1.14441e-05,53.8078
1838,2.45411,58.0584
1839,2.4541,52.4586
1840,4.90822,53.8078
1841,4.90822,56.7093
1842,7.36234,52.4586
1843,7.36237,58.0584
1844,9.81649,56.7093
1845,9.81649,53.8078
1846,12.2706,58.0584
1847,12.2706,52.4586
1848,14.7247,53.8078
1849,14.7247,56.7093
1850,17.1788,52.4586
1851,17.1788,58.0584
1852,19.633,56.7093
1853,19.633,53.8078
1854,22.0871,58.0584
1855,22.0871,52.4586
1856,24.5412,53.8078
1857,24.5412,56.7093
1858,26.9953,52.4586
1859,26.9953,58.0584
1860,29.4494,56.7093
1861,29.4494,53.8078
1862,31.9035,58.0584
1863,31.9035,52.4586
1864,34.3577,53.8078
1865,34.3577,56.7093
1866,36.8118,52.4586
1867,36.8118,58.0584
1868,39.2659,56.7093
1869,39.2659,53.8078
1870,41.72,58.0584
1871,41.72,52.4586
1872,44.1741,53.8078
1873,44.1741,56.7093
1874,46.6282,52.4586
1875,46.6282,58.0584
1876,49.0824,56.7093
1877,49.0824,53.8078
1878,51.5365,58.0584
1879,51.5365,52.4586
1880,53.9906,53.8078
1881,53.9906,56.7093
1882,56.4447,52.4586
1883,56.4447,58.0584
1884,58.8988,56.7093
1885,58.8988,53.8078
1886,61.3529,58.0584
1887,61.3529,52.4586
1888,63.8071,53.8078
1889,63.8071,56.7093
1890,66.2612,52.4586
1891,66.2612,58.0584
1892,68.7153,56.7093
1893,68.7153,53.8078
1894,71.1694,58.0584
1895,71.1694,52.4586
1896,73.6235,53.8078
1897,73.6235,56.7093
1898,76.0776,52.4586
1899,76.0776,58.0584
1900,78.5318,56.7093
1901,78.5318,53.8078
1902,80.9859,58.0584
1903,80.9859,52.4586
1904,83.44,53.8078
1905,83.44,56.7093
1906,85.8941,52.4586
1907,85.8941,58.0584
1908,88.3482,56.7093
1909,88.3482,53.8078
1910,90.8023,58.0584
1911,90.8024,52.4586
1912,93.2565,53.8078
1913,93.2565,56.7093
1914,95.7106,52.4586
1915,95.7106,58.0584
1916,98.1647,56.7093
1917,98.1647,53.8078
1918,100.619,58.0584
1919,100.619,52.4586
1920,103.073,53.8078
1921,103.073,56.7093
1922,105.527,52.4586
1923,105.527,58.0584
1924,107.981,56.7093
1925,107.981,53.8078
1926,110.435,58.0584
1927,110.435,52.4586
1928,112.889,53.8078
1929,112.889,56.7093
1930,115.344,52.4586
1931,115.344,58.0584
1932,117.798,56.7093
1933,117.798,53.8078
1934,120.252,58.0584
1935,120.252,52.4586
1936,122.706,53.8078
1937,122.706,56.7093
1938,125.16,52.4586
1939,127.614,56.8448
1940,132.522,53.8755
1941,137.431,56.8448
1942,142.339,53.8755
1943,147.247,56.8448
1944,152.155,53.8755
1945,157.064,56.8448
1946,161.972,53.8755
1947,166.88,56.8448
1948,171.788,53.8755
1949,176.697,56.8448
1950,181.605,53.8755
1951,186.513,56.8448
1952,191.421,53.8755
1953,196.329,56.8448
1954,201.238,53.8755
1955,206.146,56.8448
1965,255.228,56.8448
1966,260.137,53.8755
1974,-235.595,62.3768
1975,-230.687,65.3461
1976,-225.779,62.3768
1978,-215.962,62.3768
1979,-211.054,65.3461
1980,-206.146,62.3768
1981,-201.238,65.3461
1982,-196.329,62.3768
1983,-191.421,65.3461
1985,-181.605,65.3461
1987,-171.788,65.3461
1988,-166.88,62.3768
1989,-161.972,65.3461
1990,-157.064,62.3768
1991,-152.155,65.3461
1992,-147.247,62.3768
1994,-137.431,62.3768
1995,-132.522,65.3461
1996,-127.614,62.3768
1997,-122.706,65.3461
1998,-120.252,60.9599
1999,-117.798,62.3091
2000,-117.798,65.2106
2001,-115.344,60.9599
2002,-115.344,66.5598
2003,-112.889,65.2106
2004,-112.889,62.3091
2005,-110.435,66.5598
2006,-110.435,60.9599
2007,-107.981,62.3091
2008,-107.981,65.2106
2009,-105.527,60.9599
2010,-105.527,66.5598
2011,-103.073,65.2106
2012,-103.073,62.3091
2013,-100.619,66.5598
2014,-100.619,60.9599
2015,-98.1647,62.3091
2016,-98.1647,65.2106
2017,-95.7106,60.9599
2018,-95.7106,66.5598
2019,-93.2565,65.2106
2020,-93.2565,62.3091
2021,-90.8024,66.5598
2022,-90.8024,60.9599
2023,-88.3483,62.3091
2024,-88.3483,65.2106
2025,-85.8941,60.9599
2026,-85.8941,66.5598
2027,-83.44,65.2106
2028,-83.44,62.3091
2029,-80.9859,66.5598
2030,-80.9859,60.9599
2031,-78.5318,62.3091
2032,-78.5318,65.2106
2033,-76.0777,60.9599
2034,-76.0777,66.5598
2035,-73.6235,65.2106
2036,-73.6235,62.3091
2037,-71.1694,66.5598
2038,-71.1694,60.9599
2039,-68.7153,62.3091
2040,-68.7153,65.2106
2041,-66.2612,60.9599
2042,-66.2612,66.5598
2043,-63.8071,65.2106
2044,-63.8071,62.3091
2045,-61.353,66.5598
2046,-61.3529,60.9599
2047,-58.8988,62.3091
2048,-58.8988,65.2106
2049,-56.4447,60.9599
2050,-56.4447,66.5598
2051,-53.9906,65.2106
2052,-53.9906,62.3091
2053,-51.5365,66.5598
2054,-51.5365,60.9599
2055,-49.0823,62.3091
2056,-49.0823,65.2106
2057,-46.6282,60.9599
2058,-46.6282,66.5598
2059,-44.1741,65.2106
2060,-44.1741,62.3091
2061,-41.72,66.5598
2062,-41.72,60.9599
2063,-39.2659,62.3091
2064,-39.2659,65.2106
2065,-36.8118,60.9599
2066,-36.8118,66.5598
2067,-34.3576,65.2106
2068,-34.3576,62.3091
2069,-31.9035,66.5598
2070,-31.9035,60.9599
2071,-29.4494,62.3091
2072,-29.4494,65.2106
2073,-26.9953,60.9599
2074,-26.9953,66.5598
2075,-24.5412,65.2106
2076,-24.5412,62.3091
2077,-22.0871,66.5598
2078,-22.0871,60.9599
2079,-19.6329,62.3091
2080,-19.6329,65.2106
2081,-17.1788,60.9599
2082,-17.1788,66.5598
2083,-14.7247,65.2106
2084,-14.7247,62.3091
2085,-12.2706,66.5598
2086,-12.2706,60.9599
2087,-9.81648,62.3091
2088,-9.81648,65.2106
2089,-7.36236,60.9599
2090,-7.36236,66.5598
2091,-4.90825,65.2106
2092,-4.90825,62.3091
2093,-2.45413,66.5598
2094,-2.45413,60.9599
2095,-1.14441e-05,62.3091
2096,-1.14441e-05,65.2106
2097,2.45411,60.9599
2098,2.4541,66.5598
2099,4.90822,65.2106
2100,4.90822,62.3091
2101,7.36234,66.5598
2102,7.36237,60.9599
2103,9.81649,62.3091
2104,9.81649,65.2106
2105,12.2706,60.9599
2106,12.2706,66.5598
2107,14.7247,65.2106
2108,14.7247,62.3091
2109,17.1788,66.5598
2110,17.1788,60.9599
2111,19.633,62.3091
2112,19.633,65.2106
2113,22.0871,60.9599
2114,22.0871,66.5598
2115,24.5412,65.2106
2116,24.5412,62.3091
2117,26.9953,66.5598
2118,26.9953,60.9599
2119,29.4494,62.3091
2120,29.4494,65.2106
2121,31.9035,60.9599
2122,31.9035,66.5598
2123,34.3577,65.2106
2124,34.3577,62.3091
2125,36.8118,66.5598
2126,36.8118,60.9599
2127,39.2659,62.3091
2128,39.2659,65.2106
2129,41.72,60.9599
2130,41.72,66.5598
2131,44.1741,65.2106
2132,44.1741,62.3091
2133,46.6282,66.5598
2134,46.6282,60.9599
2135,49.0824,62.3091
2136,49.0824,65.2106
2137,51.5365,60.9599
2138,51.5365,66.5598
2139,53.9906,65.2106
2140,53.9906,62.3091
2141,56.4447,66.5598
2142,56.4447,60.9599
2143,58.8988,62.3091
2144,58.8988,65.2106
2145,61.3529,60.9599
2147,63.8071,65.2106
2148,63.8071,62.3091
2149,66.2612,66.5598
2150,66.2612,60.9599
2151,68.7153,62.3091
2152,68.7153,65.2106
2153,71.1694,60.9599
2154,71.1694,66.5598
2155,73.6235,65.2106
2156,73.6235,62.3091
2157,76.0776,66.5598
2158,76.0776,60.9599
2159,78.5318,62.3091
2160,78.5318,65.2106
2162,80.9859,66.5598
2163,83.44,65.2106
2164,83.44,62.3091
2165,85.8941,66.5598
2166,85.8941,60.9599
2167,88.3482,62.3091
2168,88.3482,65.2106
2169,90.8023,60.9599
2170,90.8024,66.5598
2171,93.2565,65.2106
2172,93.2565,62.3091
2173,95.7106,66.5598
2174,95.7106,60.9599
2175,98.1647,62.3091
2176,98.1647,65.2106
2177,100.619,60.9599
2178,100.619,66.5598
2179,103.073,65.2106
2180,103.073,62.3091
2181,105.527,66.5598
2182,105.527,60.9599
2183,107.981,62.3091
2184,107.981,65.2106
2185,110.435,60.9599
2186,110.435,66.5598
2187,112.889,65.2106
2188,112.889,62.3091
2189,115.344,66.5598
2190,115.344,60.9599
2191,117.798,62.3091
2192,117.798,65.2106
2193,120.252,60.9599
2194,122.706,65.3461
2195,127.614,62.3768
2196,132.522,65.3461
2197,137.431,62.3768
2198,142.339,65.3461
2199,147.247,62.3768
2200,152.155,65.3461
2202,161.972,65.3461
2203,166.88,62.3768
2204,171.788,65.3461
2205,176.697,62.3768
2207,186.513,62.3768
2208,191.421,65.3461
2209,196.329,62.3768
2228,-240.504,70.8781
2232,-220.871,70.8781
2233,-215.962,73.8474
2236,-201.238,70.8781
2237,-196.329,73.8474
2238,-191.421,70.8781
2239,-186.513,73.8474
2240,-181.605,70.8781
2241,-176.696,73.8474
2242,-171.788,70.8781
2243,-166.88,73.8474
2244,-161.972,70.8781
2245,-157.064,73.8474
2246,-152.155,70.8781
2247,-147.247,73.8474
2248,-142.339,70.8781
2249,-137.431,73.8474
2250,-132.522,70.8781
2251,-127.614,73.8474
2252,-122.706,70.8781
2253,-117.798,73.8474
2254,-115.344,69.4613
2255,-112.889,70.8104
2256,-112.889,73.7119
2257,-110.435,69.4613
2258,-110.435,75.0611
2259,-107.981,73.7119
2260,-107.981,70.8104
2261,-105.527,75.0611
2262,-105.527,69.4613
2263,-103.073,70.8104
2264,-103.073,73.7119
2265,-100.619,69.4613
2266,-100.619,75.0611
2267,-98.1647,73.7119
2268,-98.1647,70.8104
2269,-95.7106,75.0611
2270,-95.7106,69.4613
2271,-93.2565,70.8104
2272,-93.2565,73.7119
2273,-90.8024,69.4613
2274,-90.8024,75.0611
2275,-88.3482,73.7119
2276,-88.3482,70.8104
2277,-85.8941,75.0611
2278,-85.8941,69.4613
2279,-83.44,70.8104
2280,-83.44,73.7119
2281,-80.9859,69.4613
2282,-80.9859,75.0611
2283,-78.5318,73.7119
2284,-78.5318,70.8104
2285,-76.0776,75.0611
2286,-76.0776,69.4613
2287,-73.6235,70.8104
2288,-73.6235,73.7119
2289,-71.1694,69.4613
2290,-71.1694,75.0611
2291,-68.7153,73.7119
2292,-68.7153,70.8104
2293,-66.2612,75.0611
2294,-66.2612,69.4613
2295,-63.8071,70.8104
2296,-63.8071,73.7119
2297,-61.3529,69.4613
2298,-61.3529,75.0611
2299,-58.8988,73.7119
2300,-58.8988,70.8104
2301,-56.4447,75.0611
2302,-56.4447,69.4613
2303,-53.9906,70.8104
2304,-53.9906,73.7119
2305,-51.5365,69.4613
2306,-51.5365,75.0611
2307,-49.0824,73.7119
2308,-49.0824,70.8104
2309,-46.6282,75.0611
2310,-46.6282,69.4613
2311,-44.1741,70.8104
2312,-44.1741,73.7119
2313,-41.72,69.4613
2314,-41.72,75.0611
2315,-39.2659,73.7119
2316,-39.2659,70.8104
2317,-36.8118,75.0611
2318,-36.8118,69.4613
2319,-34.3576,70.8104
2320,-34.3576,73.7119
2321,-31.9035,69.4613
2322,-31.9035,75.0611
2323,-29.4494,73.7119
2324,-29.4494,70.8104
2325,-26.9953,75.0611
2326,-26.9953,69.4613
2327,-24.5412,70.8104
2328,-24.5412,73.7119
2329,-22.0871,69.4613
2331,-19.6329,73.7119
2332,-19.6329,70.8104
2333,-17.1788,75.0611
2334,-17.1788,69.4613
2335,-14.7247,70.8104
2336,-14.7247,73.7119
2337,-12.2706,69.4613
2338,-12.2706,75.0611
2339,-9.81648,73.7119
2340,-9.81648,70.8104
2341,-7.36236,75.0611
2342,-7.36236,69.4613
2343,-4.90824,70.8104
2344,-4.90824,73.7119
2345,-2.45413,69.4613
2346,-2.45413,75.0611
2347,-9.53674e-06,73.7119
2348,-9.53674e-06,70.8104
2349,2.45411,75.0611
2350,2.45411,69.4613
2351,4.90822,70.8104
2352,4.90822,73.7119
2353,7.36234,69.4613
2354,7.36234,75.0611
2355,9.81646,73.7119
2356,9.81646,70.8104
2357,12.2706,75.0611
2358,12.2706,69.4613
2359,14.7247,70.8104
2360,14.7247,73.7119
2361,17.1788,69.4613
2362,17.1788,75.0611
2363,19.633,73.7119
2364,19.633,70.8104
2365,22.0871,75.0611
2366,22.0871,69.4613
2367,24.5412,70.8104
2368,24.5412,73.7119
2369,26.9953,69.4613
2370,26.9953,75.0611
2371,29.4494,73.7119
2372,29.4494,70.8104
2373,31.9035,75.0611
2374,31.9035,69.4613
2375,34.3577,70.8104
2376,34.3577,73.7119
2377,36.8118,69.4613
2378,36.8118,75.0611
2379,39.2659,73.7119
2380,39.2659,70.8104
2381,41.72,75.0611
2382,41.72,69.4613
2383,44.1741,70.8104
2384,44.1741,73.7119
2385,46.6282,69.4613
2386,46.6282,75.0611
2387,49.0824,73.7119
2388,49.0824,70.8104
2389,51.5365,75.0611
2390,51.5365,69.4613
2391,53.9906,70.8104
2392,53.9906,73.7119
2393,56.4447,69.4613
2394,56.4447,75.0611
2395,58.8988,73.7119
2396,58.8988,70.8104
2397,61.3529,75.0611
2398,61.3529,69.4613
2399,63.8071,70.8104
2400,63.8071,73.7119
2402,66.2612,75.0611
2403,68.7153,73.7119
2405,71.1694,75.0611
2406,71.1694,69.4613
2407,73.6235,70.8104
2409,76.0776,69.4613
2410,76.0776,75.0611
2411,78.5318,73.7119
2412,78.5318,70.8104
2413,80.9859,75.0611
2414,80.9859,69.4613
2415,83.44,70.8104
2416,83.44,73.7119
2417,85.8941,69.4613
2418,85.8941,75.0611
2419,88.3482,73.7119
2420,88.3482,70.8104
2421,90.8023,75.0611
2422,90.8023,69.4613
2423,93.2565,70.8104
2424,93.2565,73.7119
2425,95.7106,69.4613
2426,95.7106,75.0611
2427,98.1647,73.7119
2428,98.1647,70.8104
2429,100.619,75.0611
2430,100.619,69.4613
2431,103.073,70.8104
2432,103.073,73.7119
2433,105.527,69.4613
2434,105.527,75.0611
2435,107.981,73.7119
2436,107.981,70.8104
2437,110.435,75.0611
2438,110.435,69.4613
